pmid,title,gt_count,retrieved,hits,recall,retrieved_pre_rerank,hits_pre_rerank,recall_pre_rerank,rank_recall_100,rank_recall_500,rank_recall_2000,missed_pmids,error
33586699,Neoadjuvant hormone therapy for patients with high-risk prostate cancer: a syste,16,500,3,0.1875,500,3,0.1875,0.0,0.1875,0.25,11111188|12101195|16257791|16813890|18172188|19859572|21440505|22981136|24401540|25568853|28485390|30430324|31466813,
32643323,Meta-analysis of immune-related adverse events of immune checkpoint inhibitor th,141,500,0,0.0,500,0,0.0,0.0,0.0,0.0,17363537|19018089|19139427|19671877|20004617|20082117|20086001|20147741|20498386|20525992|22123319|23295794|23535954|23833564|24035405|25369488|25428504|25482239|25704439|25795410|25891173|25891174|25891304|25977344|26027431|26028407|26050146|26115796|26351349|26398077|26406148|26410424|26412456|26541511|26559583|26712084|26755520|26970723|27000274|27138582|27157491|27247226|27267608|27269937|27592805|27717298|27718847|27857112|27928714|27939400|27979383|28034081|28081914|28168303|28266091|28267244|28291584|28314688|28328302|28342215|28359784|28373005|28373007|28375787|28441111|28453692|28596308|28609226|28636851|28655793|28729154|28734759|28817753|28822576|28837405|28861280|28891423|28967485|28981385|28993052|29045540|29063313|29095678|29100190|29116900|29217288|29268948|29370992|29395863|29423515|29462123|29469949|29543932|29545095|29559561|29602646|29658430|29755117|29775807|29850182|29863979|29875066|29880231|29992241|30013326|30052729|30073642|30077125|30208866|30213452|30219915|30262187|30285872|30348224|30383184|30475947|30506519|30508306|30509740|30522700|30570649|30576970|30605211|30612710|30642373|30651126|30654297|30660609|30676622|30717797|30731276|30742120|30753829|30911859|30943124|30955977|30981094|31003911|31039052|31050707|36750016,
36408673,Treatment-related adverse events of antibody-drug conjugates in clinical trials:,134,500,1,0.0075,500,1,0.0075,0.0,0.0075,0.0149,16934909|21047225|21172893|22080439|23020162|23382472|24132920|24652992|25267761|25573987|25847941|25925619|25944802|26195720|26377597|26775883|26823490|26917603|26961907|26994014|27010483|27178743|27601593|27932068|28056202|28070718|28291390|28341109|28527133|28677896|28679770|28817371|29037983|29133014|29196412|29313813|29401246|29453628|29533458|29572158|29748443|29848572|30093227|30206164|30285518|30340993|30516102|30522922|30624766|30663074|30680712|30718503|30745090|30786188|30887250|30894515|30920645|30993587|31047803|31047804|31154523|31257177|31356140|31385109|31398081|31442103|31444589|31446987|31506387|31540980|31689155|31693429|31747009|31825192|31969330|32012214|32031899|32058843|32189093|32213105|32213540|32469182|32513564|32521310|32534811|32694157|32914879|32946924|33067614|33109737|33126339|33211842|33221175|33528890|33607312|33617672|33652156|33667670|33741442|33820780|33823285|33845034|33882206|33926914|33942442|33961795|33989558|33991512|34016993|34031784|34045233|34048680|34048682|34083236|34242790|34329846|34354225|34426442|34426443|34529955|34548309|34590018|34615718|34665942|34904799|34955432|34980599|35165101|35320644|35665782|35766963|37767550|38333765,
36748348,Active Immunotherapy for Glioblastoma Treatment: A Systematic Review and Meta-An,6,500,0,0.0,500,0,0.0,0.0,0.0,0.5,22120301|27690294|28844499|30159779|30301187|31320597,
32899139,Progression-Free Survival and Overall Survival of CDK 4/6 Inhibitors Plus Endocr,10,496,0,0.0,496,0,0.0,0.0,0.0,0.1,25524798|26947331|28580882|29718092|29804902|29860922|30632023|30675515|31563959|31826360,
34820879,Efficacy of targeted therapy in patients with HER2-positive non-small cell lung ,25,100,5,0.2,100,5,0.2,0.2,0.2,0.2,14981103|17947484|23610105|25682316|25899785|26598547|27825109|29320312|29420467|29686424|29989854|30061586|30096481|30149884|30596880|30685684|30825613|32183953|32614698|32647540,
34585542,Comparison of Thermal Ablation and Surgery for Low-Risk Papillary Thyroid Microc,4,500,3,0.75,500,3,0.75,0.0,0.75,1.0,30568949,
35966062,Safety and efficacy of ultrasound-guided thermal ablation in treating T1aN0M0 an,9,500,3,0.3333,500,3,0.3333,0.0,0.3333,0.3333,25814656|32216112|32722973|34337037|34645358|34719323,
32306958,Are immune-related adverse events associated with the efficacy of immune checkpo,30,500,0,0.0,500,0,0.0,0.0,0.0,0.0,26222619|26446948|27510892|27998967|28652280|28975219|29290265|29296533|29382669|29656747|29975414|30197259|30311424|30337270|30425107|30442524|30506406|30528047|30539281|30589930|30682533|30782080|30885550|30911841|30935847|30944023|31021392|31081424|31086392|31088239,
33790903,TKI Maintenance After Stem-Cell Transplantation for FLT3-ITD Positive Acute Myel,6,426,4,0.6667,426,4,0.6667,0.1667,0.6667,0.6667,32753705|32791048,
33309278,A Systematic Review and Meta-analysis of Local Salvage Therapies After Radiother,150,500,4,0.0267,500,4,0.0267,0.0,0.0267,0.3,10565751|10654899|11061900|11371885|11547068|12892517|14532787|15040872|15072864|1523739|1538492|15538239|15758726|15890586|15983627|16140090|16815663|16949728|17070243|17070244|17081323|17138127|17197119|17662081|17685384|17698104|17701957|18163941|18201939|18508188|18554664|18564135|18579446|18597824|18639970|19076132|19245439|19254397|19453762|19524984|19653872|19850536|19913249|19922545|2000672|20078235|20138442|20350272|21166755|21185115|21251474|21265984|21277113|21420229|21771102|21933327|22071795|22285952|22672747|22907704|23000849|23068708|23179729|23467122|23469778|23474112|23485154|23824103|23826840|2388332|23950886|24008772|24012205|24295965|24314031|24317192|24355453|24372730|24373762|24578803|24578882|24930692|24998704|25283814|25337135|25443920|25711672|25727178|25799176|26897512|26915721|27092279|27157372|27165612|27300004|27342944|27347619|27422297|27431499|27504124|27637505|27795720|28050174|28063191|28139422|28258616|28274241|28341011|28396223|28599663|28761588|28838648|28856702|28951757|29151782|29211405|29333958|29983098|30006908|30126045|30244878|30312717|30385835|30666400|30790014|31075058|31344433|31570236|31629838|3411670|3917295|7299922|7379005|7526002|7543608|7850294|8259342|8428347|8608536|8976261|9072600|9358587|9474190|9697786|9827721|9886580,
36038660,Allogeneic hematopoietic stem cell transplantation for pediatric acute myeloid l,9,500,1,0.1111,500,1,0.1111,0.0,0.1111,0.6667,19620491|20451454|21933851|23673857|23955900|25092781|32068649|33562522,
27998966,Cardiotoxicity of aromatase inhibitors and tamoxifen in postmenopausal women wit,35,500,6,0.1714,500,6,0.1714,0.0286,0.1714,0.4286,11156862|11259471|12090977|12805326|1392827|14521597|15014181|16009955|16096437|16382061|17563395|20390343|21247627|21422412|21639806|22234519|23034020|23456195|2716503|2885637|3196245|3596060|4772450|7484866|7580638|7932809|8418238|8901851|8961973,
15980014,ESHRE guideline for the diagnosis and treatment of endometriosis.,30,500,2,0.0667,500,2,0.0667,0.0,0.0667,0.1,10325288|10325289|10428523|10519624|10548700|10992178|11821087|11978277|12372443|12372452|12615830|12660268|12909493|12923150|2010001|3883265|531232|6344540|7589631|7720940|7977520|8419220|8566249|8641505|9207576|9227926|9389816|9848316,
17767003,The role of metformin in polycystic ovary syndrome: a systematic review.,37,499,6,0.1622,499,6,0.1622,0.0,0.1622,0.2973,10206447|10438996|10902790|11172832|11238496|11561739|11821265|11994052|12070543|12192894|12419034|12571165|12764624|12850864|15063963|15117902|15302293|15472166|15547527|15817918|15840746|15921686|16092652|16352680|16501038|16599037|16764619|16769748|8687515|9637806|9745406,
21412891,Progestogen for treating threatened miscarriage.,25,499,0,0.0,499,0,0.0,0.0,0.0,0.44,10453830|10548638|11750964|11821278|12802023|13872839|14528471|14585880|1470824|15731312|16253504|16293412|17126337|20005647|20007011|23489467|2437967|3135831|320090|5324459|6992229|7197091|7635369|8705406|9233324,
26546021,Hormonal contraception among electronic cigarette users and cardiovascular risk:,15,500,1,0.0667,500,1,0.0667,0.0,0.0667,0.0667,12052850|14586330|21902677|22229871|22311962|24881828|25460033|25762758|25799846|334332|3691171|4077146|4464650|9178340,
15674894,Oral anti-oestrogens and medical adjuncts for subfertility associated with anovu,22,500,4,0.1818,500,4,0.1818,0.0,0.1818,0.6364,10451805|10632418|11334921|11804430|12413984|12673431|12721176|12824973|14607566|14648180|1621484|2105793|2128879|3331375|4054319|6233176|647989|8751754,
22786490,Combined oral contraceptive pills for treatment of acne.,51,500,30,0.5882,500,30,0.5882,0.0,0.5882,0.7255,10836660|11559453|11672550|11879884|11929640|12072067|12673431|144842|15025547|16542051|19501212|2150795|2933119|2941052|2965628|2974791|3233274|477315|8793497|8842582|9554298,
28903472,GnRH antagonist versus long agonist protocols in IVF: a systematic review and me,67,500,10,0.1493,500,10,0.1493,0.0149,0.1493,0.2537,10685535|10686191|10875855|11056128|11163814|11278211|14653888|15284212|15333605|15533377|15588464|15608037|15672958|15705369|15755044|15860501|15925049|15950639|16183188|16253978|16454930|16537563|16785154|16786420|16963040|17204525|17336650|17347165|17428479|17462639|17678651|18335226|18345521|18382904|18501900|18802744|19340626|19357861|19523618|20022282|20379731|20598044|20637457|21324455|22422777|22429192|22923150|24188873|24700398|25594526|3283075|3341448|3464873|3548075|3702089|4508353|4575750,
30590067,Conditioned hormonal responses: A systematic review in animals and humans.,13,500,1,0.0769,500,1,0.0769,0.0,0.0769,0.0769,10443750|11020097|11268416|12764120|15135009|15784802|20028830|21461638|3196245|4230647|9409548|9817589,
23903965,Prenatal administration of progesterone for preventing preterm birth in women co,53,500,12,0.2264,500,12,0.2264,0.0189,0.2264,0.4528,10365350|10561648|11750964|12592250|12802023|13872839|14961881|14963806|1584730|16135587|16157124|16157134|16318978|17466698|17671253|18456237|18756431|1914085|19492920|19697195|19716543|20091317|20175042|20441408|20816146|20869038|21376161|21380990|21564406|21860279|22086108|22381603|22695310|23010094|2653463|3214137|3260323|3495662|6682631|7443111|8296845,
15901258,Progesterone supplementation for preventing preterm birth: a systematic review a,11,499,1,0.0909,499,1,0.0909,0.0,0.0909,0.1818,10365350|1099445|11821278|15042001|1584730|3976757|6682631|8505011|9478315|9842982,
21912769,Does adjuvant steroid therapy post-Kasai portoenterostomy improve outcome of bil,6,215,6,1.0,215,6,1.0,0.6667,1.0,1.0,,
22608362,Cancer care Ontario guideline recommendations for hormone receptor testing in br,24,500,2,0.0833,500,2,0.0833,0.0,0.0833,0.125,10206072|10371334|11917582|12383893|12559071|14731996|15591335|16378157|16720680|16775123|16899609|17039265|17468949|17679725|18076012|1958387|20448377|7629289|7775199|7823586|8619935|9164679,
28396101,The effectiveness of treatments for androgenetic alopecia: A systematic review a,20,500,9,0.45,500,9,0.45,0.05,0.45,0.9,10365924|11069460|12196747|12932243|17110217|19366270|20605255|24078483|2938575|3549801|3900155,
30786308,Effectiveness of Insulin Analogs Compared with Human Insulins in Pregnant Women ,18,499,6,0.3333,499,6,0.3333,0.0,0.3333,0.4444,14737056|15066886|18446657|2121124|22468861|2827491|3447831|3862070|5414152|7051398|8397576|9742976,
29855779,Effectiveness of medical treatment for Cushing's syndrome: a systematic review a,7,500,1,0.1429,500,1,0.1429,0.0,0.1429,0.2857,17408017|18957506|20702648|22397653|23468128|26582653,
32152435,Sequential therapy of abiraterone and enzalutamide in castration-resistant prost,3,498,0,0.0,498,0,0.0,0.0,0.0,0.3333,22184395|22894553|29367197,
27193436,Effects of mineralocorticoid receptor antagonists on left ventricular mass in ch,19,495,3,0.1579,495,3,0.1579,0.0,0.1579,0.3158,10471456|19414940|20378644|20522535|21073363|22569436|23083787|23552120|24184249|24335969|24846806|25965719|26224543|26323866|3660355|3743070,
26529613,Effect of hormone therapy on the risk of bone fractures: a systematic review and,33,500,5,0.1515,500,5,0.1515,0.0,0.1515,0.2424,10375338|10472854|10487657|10697060|10793878|10831926|10904459|10954759|12076241|12218723|12418942|12504395|12759324|12869355|15050905|16504428|19297102|19434882|20613675|218151|2360759|4741605|8892713|9197874|9409295|9531230|9552083|9632404,
18658035,Metabolic downregulation: a key to successful neuroprotection?,10,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10945389|11207351|11546893|11692015|11856793|11856794|15090966|15277626|15331877|8101304,
20238344,Combined use of hyperthermia and radiation therapy for treating locally advanced,22,298,6,0.2727,298,6,0.2727,0.0,0.2727,0.2727,10202164|10202165|10202166|10334517|11844818|1780064|18283588|2025841|2363069|2438902|3281186|7616634|7635771|8438086|9607346|9783886,
31992342,Effects of endovascular and surface cooling on resuscitation in patients with ca,14,500,6,0.4286,500,6,0.4286,0.0714,0.4286,0.6429,11738778|11856794|15294399|16763179|2206487|22090227|23644718|28698133,
20650030,Prophylactic hypothermia for traumatic brain injury: a quantitative systematic r,19,498,7,0.3684,498,7,0.3684,0.0,0.3684,0.6842,10195470|11207351|11835723|11856793|11856794|12765810|15676086|16463864|17711395|29033|8177385|8258839,
29246008,Effect of hyperthermic intrathoracic chemotherapy on the malignant pleural mesot,13,500,7,0.5385,500,7,0.5385,0.0,0.5385,0.6154,11596038|19619785|24072234|25666471|2741113|3148430,
24482030,Systematic review and meta-analysis of thermal ablation versus surgical nephrect,2,500,0,0.0,500,0,0.0,0.0,0.0,0.5,17056998|22488716,
29637538,Hyperbaric oxygenation for tumour sensitisation to radiotherapy.,2,499,0,0.0,499,0,0.0,0.0,0.0,0.0,10717158|120869,
29172657,Editor's Choice-Effects of targeted temperature management on mortality and neur,25,500,2,0.08,500,2,0.08,0.04,0.08,0.2,11856793|11856794|16053954|17452069|19854555|20599312|20679548|20679551|21169821|21321156|22020244|2206487|22813874|23246514|23417209|23644718|23917079|24660100|25348858|26410566|26670621|28742911|4599499,
17784966,A systematic review of cooling for neuroprotection in neonates with hypoxic isch,16,499,0,0.0,499,0,0.0,0.0,0.0,0.4375,11230586|12165594|12563046|12759327|12878450|14749008|15607598|15607599|15721471|16221780|16407967|17473091|2469789|7452386|9005993|9755260,
12137670,Radiofrequency thermal ablation versus other interventions for hepatocellular ca,5,500,0,0.0,500,0,0.0,0.0,0.0,0.2,10326848|10376460|11997534|12759473|8643222,
30570844,Primary curative surgery and preemptive or adjuvant hyperthermic peritoneal chem,19,500,0,0.0,500,0,0.0,0.0,0.0,0.0,12454515|15657657|18376188|19103728|20422875|20564081|20839059|21709543|22162570|22572106|22831982|23810334|24667719|25073662|25088304|25921674|3629432|3898450|4492087,
21531502,The role of a combined regimen with intravesical chemotherapy and hyperthermia i,8,500,5,0.625,500,5,0.625,0.0,0.625,0.625,14581436|7853583|9474148,
23418917,Surgery combined with intraoperative hyperthermic intraperitoneal chemotherapy (,14,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10091726|11547741|11813623|1607733|16822992|17440161|17659464|20858088|20858104|21756045|7525790|8156509|8197772|8519874,
22885279,Do thermal agents affect range of movement and mechanical properties in soft tis,25,499,3,0.12,499,3,0.12,0.0,0.12,0.12,10871146|11380276|12741864|12937442|12937509|14964587|15296365|15698702|15827938|16858211|18796753|18806371|19159888|19449251|19497032|19952819|21147420|21279863|21477164|3445057|3575424|9276853,
27411568,Hyperthermia and radiotherapy with or without chemotherapy in locally advanced c,14,500,6,0.4286,500,6,0.4286,0.0,0.4286,0.5,11252361|15629605|16563473|18789678|2182746|23126254|26068483|3196245,
26928474,Hyperthermia and radiotherapy in the management of head and neck cancers: A syst,14,500,0,0.0,500,0,0.0,0.0,0.0,0.0,11169937|15240513|16563473|1903023|19897418|20858104|21358087|2198311|22804741|25480095|2646257|3292487|9424006|9789769,
34180047,Transurethral microwave thermotherapy for the treatment of lower urinary tract s,15,497,6,0.4,497,6,0.4,0.0,0.4,0.6667,10037386|11342912|12137829|7516979|8535683|8800890|8972794|9457283|9610586,
20091593,Combined use of hyperthermia and radiation therapy for treating locally advanced,4,127,1,0.25,127,1,0.25,0.0,0.25,0.25,10791373|15629605|2064591,
21975755,Cooling for cerebral protection during brain surgery.,4,500,0,0.0,500,0,0.0,0.0,0.0,0.5,15647576|16330868|17869973|9894960,
27880972,Interferons-beta versus glatiramer acetate for relapsing-remitting multiple scle,26,500,9,0.3462,500,9,0.3462,0.0,0.3462,0.7308,11261502|11902590|18353125|18782497|19687024|19729344|19815268|20625068|20837847|21280077|21464426|21613336|22232347|23424159|23686821|25876935|2858114,
31190844,Survival outcomes and efficacy of autologous CD19 chimeric antigen receptor-T ce,7,500,1,0.1429,500,1,0.1429,0.0,0.1429,0.1429,21832238|22160384|23515080|24030379|25317870|25319501,
28973656,Incidence of Endocrine Dysfunction Following the Use of Different Immune Checkpo,25,497,0,0.0,497,0,0.0,0.0,0.0,0.0,20516446|22658127|23724867|23924790|25034862|25399552|25704439|25795410|25891173|25891304|25977344|26028407|26115796|26351349|26406148|26412456|26712084|26800463|26970723|27093365|27138582|27157491|27269741|27354485|4612321,
23276465,A pooled analysis of 2618 patients treated with trastuzumab beyond progression f,8,499,3,0.375,499,3,0.375,0.0,0.375,0.625,12680177|1431554|15140285|23020162|3111155,
23922214,Laquinimod for multiple sclerosis.,9,487,0,0.0,487,0,0.0,0.0,0.0,0.0,15781813|18572078|19687024|20834039|21669514|22201970|22417253|22797642|2938443,
31384453,Implication of interleukin-2 receptor antibody induction therapy in standard ris,12,500,6,0.5,500,6,0.5,0.0,0.5,0.5833,11907427|15446319|18094377|27228054|9428817|9652559,
16707603,Clinical and immunologic responses to active specific cancer vaccines in human c,21,500,3,0.1429,500,3,0.1429,0.0,0.1429,0.1905,10168565|10499605|10623705|10873071|11099326|11427731|11489802|12231517|12242449|12901279|15102666|15613691|2409683|2588564|8150527|8667619|8876893|9950438,
28058751,Allergen immunotherapy for IgE-mediated food allergy: a systematic review and me,25,500,0,0.0,500,0,0.0,0.0,0.0,0.36,12562461|16275379|17245630|17375736|18158176|18951617|19288980|21055664|21281959|21377034|21481024|22835606|22882430|22957889|23265698|23535095|24267363|24636474|25592987|25725940|26236997|27522159|4255069|4382330|9496487,
24919460,Trastuzumab-containing regimens for metastatic breast cancer.,8,500,0,0.0,500,0,0.0,0.0,0.0,0.25,11870163|16850247|19289619|21741829|22493419|2361592|23704196|24239210,
11687131,Interferon in relapsing-remitting multiple sclerosis.,25,497,4,0.16,497,4,0.16,0.0,0.16,0.48,10214759|10408550|10563615|11006365|11405811|1697334|2858114|2941493|6171035|6294517|6384817|8469319|8602746|8795595|8981304|9093250|9270562|9287241|9400356|9595973|9647301,
18637031,A systematic review of phase II trials of thalidomide/dexamethasone combination ,6,499,2,0.3333,499,2,0.3333,0.0,0.3333,0.5,11521808|12429624|15744524|16079895,
29320366,Therapeutic efficacy of specific immunotherapy for glioma: a systematic review a,21,499,2,0.0952,499,2,0.0952,0.0,0.0952,0.2857,11418300|11678429|15314549|15930352|16796458|18214316|2008773|20345222|20921459|21715171|21909820|21997879|22120301|24552317|25616647|3317661|3691625|3755221|5351686,
20573267,Interventions for renal vasculitis in adults. A systematic review.,17,500,2,0.1176,500,2,0.1176,0.0588,0.1176,0.2353,10212042|10874052|12840090|1519607|15673801|1745027|17519271|18065810|19109574|19451574|7036171|8637536|9205678|9416856|9778225,
31750249,The Predictive Value of Tumor Mutation Burden on Efficacy of Immune Checkpoint I,20,500,0,0.0,500,0,0.0,0.0,0.0,0.0,25482239|26028407|26406148|26412456|28212060|28596308|29122777|29237802|29489427|29658845|29731394|30082870|30589920|30635271|30906662|31268125|5446110|6332582|6336005|6512308,
21883032,Safety of hymenoptera venom immunotherapy: a systematic review.,16,500,7,0.4375,500,7,0.4375,0.0,0.4375,0.75,10669863|11436967|16724635|16724636|16892788|20542320|3518529|7750008|9338537,
30079619,Efficacy and safety of allergen immunotherapy in patients with allergy to molds:,11,500,10,0.9091,500,10,0.9091,0.0,0.9091,0.9091,1342896,
28543086,Allergen immunotherapy for allergic asthma: A systematic review and meta-analysi,77,500,0,0.0,500,0,0.0,0.0,0.0,0.1818,10200009|10321561|10984382|11003448|11117271|11416876|11742269|11872551|11906359|12063522|12569977|12787302|14656349|14674937|15100667|1510237|15230823|1572445|16076305|16403616|16461125|16568708|17088125|17153886|17295799|17651380|18088023|18211754|18480428|1854430|19788024|20497640|21121080|21281874|22898278|2297142|2316824|2406327|24184147|2462581|2468702|25056584|25135744|25624131|26465232|27115376|2817305|341952|346628|3518526|362875|3752618|3771951|3789332|3919950|3950252|4056259|4131252|4596249|4744942|4931556|4940158|6206105|6208231|6366027|6375890|6742528|8151058|81927|8526168|8526170|8526179|8863926|9011784|9284985|9700035|9802364,
27653623,Allergen immunotherapy for the prevention of allergy: A systematic review and me,18,500,4,0.2222,500,4,0.2222,0.0,0.2222,0.5,11112112|11842293|12169173|12580913|15317270|16691031|17460946|21999887|25185281|25406682|25605528|26073754|26371838|9111487,
28819377,Effect of pomalidomide on relapsed/refractory multiple myeloma: a systematic rev,13,500,1,0.0769,500,1,0.0769,0.0,0.0769,0.2308,19720894|21690557|23319574|23954889|24007748|24855212|24859363|25398935|25575538|25683772|26160879|26932802,
22513917,Whole brain radiotherapy for the treatment of newly diagnosed multiple brain met,1,499,0,0.0,499,0,0.0,0.0,0.0,0.0,23956241,
19561291,Anthracyclines in early-stage breast cancer: is it the end of an era?,26,499,0,0.0,499,0,0.0,0.0,0.0,0.0769,10561249|11134193|11157009|12006526|12560435|12637460|12668651|15961765|16051958|16234514|16236737|16236738|16361531|16707747|16720680|17135639|17928597|2189950|2361477|7837388|7908410|8080512|8186169|8558217|8648368|9747867,
31425631,"Long-term neurocognitive and other side effects of radiotherapy, with or without",40,499,0,0.0,499,0,0.0,0.0,0.0,0.25,11872276|11980997|12105305|12829670|15164992|15758009|15964709|16549835|16782910|16782911|17926007|18089866|18395280|19533025|19901110|22209148|22851558|23071247|23390169|24297587|24419119|24769600|25311306|26498439|26843484|27050206|27686943|28570730|28675067|28801186|29404979|29648580|5124485|5700237|8283263|8487073|8543975|8655376|8948338|9626221,
30854085,VEGFR-TKIs combined with chemotherapy for advanced non-small cell lung cancer: A,30,500,1,0.0333,500,1,0.0333,0.0,0.0333,0.1333,17222792|17878479|18519779|18936474|19088171|19597027|19917841|20212250|20427348|20516450|20570559|21107287|21282537|21426666|21597387|22753922|22851564|23232491|24360368|24389434|24411639|24419239|24419419|24722160|25559798|30098152|30392239|4017965|5846072,
30783157,Radiation Pneumonitis after Intensity-Modulated Radiotherapy for Esophageal Canc,18,500,9,0.5,500,9,0.5,0.0556,0.5,0.5,11870157|15936538|17189069|23154078|27418129|28034064|4156653|5302991|7713792,
27906452,Primary prophylaxis for venous thromboembolism in ambulatory cancer patients rec,35,500,1,0.0286,500,1,0.0286,0.0,0.0286,0.3143,10963635|12393647|12888870|15143088|15304029|15699479|16342649|16770976|17940809|18216292|20386431|20598077|20829374|21282540|21502549|21835953|22100906|22335737|23046525|23240761|24491267|2547030|25987694|2613915|2648991|26700124|2761945|3220644|5007837|6257941|6322957|7908358|8004580|9363869,
30854103,Efficacy and safety of gemcitabine plus anti-angiogenesis therapy for advanced p,17,500,6,0.3529,500,6,0.3529,0.0588,0.3529,0.5882,21552097|22614154|22773551|2376102|23897705|24606850|25459392|28135143|3566829|4441736|4520640,
25519950,Interventions for preventing and ameliorating cognitive deficits in adults treat,24,500,1,0.0417,500,1,0.0417,0.0417,0.0417,0.1667,10653880|12040756|14716777|15480814|16549835|17548157|17869448|19149323|19189055|19470928|19763790|20399573|20725847|21080804|21205412|21964738|22700031|23597420|23677749|23925452|23956241|8655376|9667273,
24075281,Review and meta-analysis of incidence and clinical predictors of anthracycline c,6,498,2,0.3333,498,2,0.3333,0.0,0.3333,0.5,12767102|17101852|1886191|23583763,
25834456,Association between the ERCC1 rs11615 polymorphism and clinical outcomes of oxal,11,500,1,0.0909,500,1,0.0909,0.0,0.0909,0.1818,17401013|18448328|19247656|20078613|2409815|2442115|27962361|3669730|3759385|4026996,
29557343,Chemotherapy-Related Cardiac Dysfunction: A Systematic Review of Genetic Variant,11,499,0,0.0,499,0,0.0,0.0,0.0,0.0,11870163|17693647|20974500|23182048|23441093|23780683|25948538|26968791|27348762|27993963|28542097,
25660427,Hypofractionated radiation therapy versus conventional radiation therapy in pros,12,477,1,0.0833,477,1,0.0833,0.0,0.0833,0.0833,12605972|16965866|17336216|17606331|19899003|20884129|20934277|22280805|24661661|3642008|7713792,
28409561,The most prevalent side effects of pegylated liposomal doxorubicin monotherapy i,1,500,0,0.0,500,0,0.0,0.0,0.0,0.0,9336354,
31952507,Comparing hypofractionated to conventional fractionated radiotherapy in postmast,18,348,4,0.2222,348,4,0.2222,0.0556,0.2222,0.2222,12165639|15878095|16750496|22354766|2277488|22968629|2323709|27906432|27920625|28126305|28459606|4554320|5763427|5807031,
