pmid,title,gt_count,retrieved,hits,recall,retrieved_pre_rerank,hits_pre_rerank,recall_pre_rerank,rank_recall_100,rank_recall_500,rank_recall_2000,missed_pmids,error
32306958,Are immune-related adverse events associated with the efficacy of immune checkpo,30,500,2,0.0667,500,2,0.0667,0.0,0.0667,0.2,26222619|26446948|27510892|27998967|28652280|28975219|29290265|29296533|29382669|29656747|29975414|30197259|30311424|30337270|30425107|30442524|30506406|30528047|30539281|30589930|30682533|30885550|30911841|30935847|31021392|31081424|31086392|31088239,
33790903,TKI Maintenance After Stem-Cell Transplantation for FLT3-ITD Positive Acute Myel,6,500,5,0.8333,500,5,0.8333,0.3333,0.8333,0.8333,32753705,
33309278,A Systematic Review and Meta-analysis of Local Salvage Therapies After Radiother,150,500,63,0.42,500,63,0.42,0.08,0.42,0.62,10565751|10654899|11371885|12892517|14532787|15072864|1523739|1538492|15758726|15983627|16140090|16949728|17070243|17070244|17138127|17197119|17685384|17701957|18508188|18564135|18579446|18597824|1873780|19245439|19254397|19303197|19453762|19653872|19913249|19922545|2000672|20078235|20138442|20350272|20437861|21166755|21251474|21771102|21933327|23000849|23179729|23485154|23824103|23826840|2388332|23950886|24008772|24012205|24317192|24372730|24373762|24578803|24578882|25337135|26897512|26915721|27092279|27347619|27504124|27637505|27795720|28050174|28139422|28599663|28652121|28761588|28838648|28951757|29151782|30006908|30126045|30244878|30312717|30385835|31570236|3917295|7299922|7379005|7526002|7850294|8259342|8428347|8608536|8976261|9072600|9358587|9697786,
36038660,Allogeneic hematopoietic stem cell transplantation for pediatric acute myeloid l,9,500,5,0.5556,500,5,0.5556,0.1111,0.5556,0.7778,20451454|23955900|25092781|33562522,
27998966,Cardiotoxicity of aromatase inhibitors and tamoxifen in postmenopausal women wit,35,500,10,0.2857,500,10,0.2857,0.0286,0.2857,0.2857,11259471|12090977|12805326|1392827|15014181|15817595|16009955|16382061|16887480|17563395|20390343|21247627|21321298|21639806|22234519|23034020|24868023|2716503|27321154|2885637|3196245|3596060|4772450|8901851|8961973,
15674894,Oral anti-oestrogens and medical adjuncts for subfertility associated with anovu,22,500,7,0.3182,500,7,0.3182,0.0455,0.3182,0.6364,10451805|10632418|11804430|12413984|12673431|12721176|14607566|14648180|1621484|2105793|2128879|4054319|647989|8486198|8751754,
22608362,Cancer care Ontario guideline recommendations for hormone receptor testing in br,24,500,4,0.1667,500,4,0.1667,0.0417,0.1667,0.1667,10371334|11917582|12383893|12559071|14731996|15591335|16378157|16720680|16775123|16899609|17039265|17468949|17679725|18076012|1958387|20448377|20524868|7629289|7775199|8619935,
32152435,Sequential therapy of abiraterone and enzalutamide in castration-resistant prost,3,500,0,0.0,500,0,0.0,0.0,0.0,0.6667,22184395|22894553|29367197,
20238344,Combined use of hyperthermia and radiation therapy for treating locally advanced,22,500,8,0.3636,500,8,0.3636,0.1364,0.3636,0.5455,10202166|10334517|15968685|1780064|18283588|19670090|2025841|2363069|2438902|3281186|7616634|7635771|8438086|9041156,
29246008,Effect of hyperthermic intrathoracic chemotherapy on the malignant pleural mesot,13,500,8,0.6154,500,8,0.6154,0.2308,0.6154,0.8462,11596038|24072234|25666471|2741113|3148430,
24482030,Systematic review and meta-analysis of thermal ablation versus surgical nephrect,2,500,1,0.5,500,1,0.5,0.5,0.5,0.5,17056998,
29637538,Hyperbaric oxygenation for tumour sensitisation to radiotherapy.,2,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10717158|120869,
12137670,Radiofrequency thermal ablation versus other interventions for hepatocellular ca,5,500,2,0.4,500,2,0.4,0.0,0.4,0.6,10376460|11997534|8643222,
30570844,Primary curative surgery and preemptive or adjuvant hyperthermic peritoneal chem,19,500,5,0.2632,500,5,0.2632,0.0,0.2632,0.5263,12454515|15657657|18376188|20422875|20564081|20839059|22162570|22831982|23810334|25073662|25921674|3629432|3898450|4492087,
21531502,The role of a combined regimen with intravesical chemotherapy and hyperthermia i,8,500,1,0.125,500,1,0.125,0.0,0.125,0.75,11173946|11560559|14581436|15734775|7853583|8632537|9474148,
23418917,Surgery combined with intraoperative hyperthermic intraperitoneal chemotherapy (,14,500,2,0.1429,500,2,0.1429,0.0714,0.1429,0.2143,11547741|11813623|1607733|17440161|17659464|20858088|20858104|21756045|7525790|8156509|8197772|8519874,
27411568,Hyperthermia and radiotherapy with or without chemotherapy in locally advanced c,14,500,3,0.2143,500,3,0.2143,0.0,0.2143,0.6429,11252361|15629605|15968685|16563473|17881144|18789678|18990505|2182746|23126254|26068483|3196245,
26928474,Hyperthermia and radiotherapy in the management of head and neck cancers: A syst,14,500,1,0.0714,500,1,0.0714,0.0,0.0714,0.2143,11169937|15240513|16563473|1903023|19897418|20858104|21358087|2198311|22804741|25480095|2646257|3292487|9789769,
20091593,Combined use of hyperthermia and radiation therapy for treating locally advanced,4,500,2,0.5,500,2,0.5,0.25,0.5,1.0,15629605|2064591,
31190844,Survival outcomes and efficacy of autologous CD19 chimeric antigen receptor-T ce,7,0,0,0.0,0,0,0.0,0.1429,0.1429,0.4286,21832238|22160384|23515080|24030379|25154820|25317870|25319501,
28973656,Incidence of Endocrine Dysfunction Following the Use of Different Immune Checkpo,25,0,0,0.0,0,0,0.0,0.0,0.0,0.0,20516446|22658127|23724867|23924790|25034862|25399552|25704439|25795410|25891173|25891304|25977344|26028407|26115796|26351349|26406148|26412456|26712084|26800463|26970723|27093365|27138582|27157491|27269741|27354485|4612321,
23276465,A pooled analysis of 2618 patients treated with trastuzumab beyond progression f,8,0,0,0.0,0,0,0.0,0.0,0.0,0.0,12680177|1431554|15140285|18188694|18952558|21741829|23020162|3111155,
16707603,Clinical and immunologic responses to active specific cancer vaccines in human c,21,0,0,0.0,0,0,0.0,0.0,0.0,0.0,10168565|10499605|10623705|10873071|11099326|11427731|11489802|12231517|12242449|12901279|14741172|15102666|15613691|15837756|2409683|2588564|8150527|8667619|8876893|9815809|9950438,
24919460,Trastuzumab-containing regimens for metastatic breast cancer.,8,0,0,0.0,0,0,0.0,0.0,0.125,0.5,11870163|16850247|19289619|21741829|22493419|2361592|23704196|24239210,
18637031,A systematic review of phase II trials of thalidomide/dexamethasone combination ,6,0,0,0.0,0,0,0.0,0.0,0.0,1.0,11521808|12429624|15297848|15744524|16079895|17655699,
29320366,Therapeutic efficacy of specific immunotherapy for glioma: a systematic review a,21,500,9,0.4286,500,9,0.4286,0.0,0.4286,0.5714,11221866|11418300|16796458|2008773|20345222|21997879|24552317|25616647|3317661|3691625|3755221|5351686,
31750249,The Predictive Value of Tumor Mutation Burden on Efficacy of Immune Checkpoint I,20,0,0,0.0,0,0,0.0,0.0,0.0,0.05,25482239|26028407|26406148|26412456|28212060|28596308|29122777|29237802|29489427|29658845|29731394|30082870|30589920|30635271|30906662|31268125|5446110|6332582|6336005|6512308,
28819377,Effect of pomalidomide on relapsed/refractory multiple myeloma: a systematic rev,13,0,0,0.0,0,0,0.0,0.0,0.0,0.0,19720894|21690557|23319574|23954889|24007748|24421329|24855212|24859363|25398935|25575538|25683772|26160879|26932802,
22513917,Whole brain radiotherapy for the treatment of newly diagnosed multiple brain met,1,500,0,0.0,500,0,0.0,0.0,0.0,0.0,23956241,
19561291,Anthracyclines in early-stage breast cancer: is it the end of an era?,26,0,0,0.0,0,0,0.0,0.0,0.0,0.0,10561249|11134193|11157009|12006526|12560435|12637460|12668651|15961765|16051958|16234514|16236737|16236738|16361531|16707747|16720680|17135639|17928597|2189950|2361477|7837388|7908410|8080512|8186169|8558217|8648368|9747867,
31425631,"Long-term neurocognitive and other side effects of radiotherapy, with or without",40,0,0,0.0,0,0,0.0,0.0,0.0,0.0,11872276|11980997|12105305|12829670|15164992|15758009|15964709|16549835|16782910|16782911|17926007|18089866|18395280|19533025|19901110|22209148|22851558|23071247|23390169|24297587|24419119|24769600|25311306|26498439|26843484|27050206|27686943|28570730|28675067|28801186|29404979|29648580|5124485|5700237|8283263|8487073|8543975|8655376|8948338|9626221,
30854085,VEGFR-TKIs combined with chemotherapy for advanced non-small cell lung cancer: A,30,500,4,0.1333,500,4,0.1333,0.0333,0.1333,0.4667,12837811|17222792|17878479|18519779|18936474|19088171|19597027|19917841|20427348|20516450|20570559|21107287|21282537|21426666|21597387|22753922|22851564|23232491|24360368|24419239|24722160|25559798|30098152|30392239|4017965|5846072,
30783157,Radiation Pneumonitis after Intensity-Modulated Radiotherapy for Esophageal Canc,18,500,4,0.2222,500,4,0.2222,0.0556,0.2222,0.2222,11870157|15936538|17189069|21073623|23154078|24609941|24666012|26104943|26891913|27721262|28034064|4156653|5302991|7713792,
27906452,Primary prophylaxis for venous thromboembolism in ambulatory cancer patients rec,35,0,0,0.0,0,0,0.0,0.0,0.0,0.0,10963635|12393647|12888870|15143088|15304029|15699479|16342649|16770976|17443678|17940809|18216292|20386431|20598077|20829374|21282540|21502549|21835953|22100906|22335737|23046525|23240761|24491267|2547030|25987694|2613915|2648991|26700124|2761945|3220644|5007837|6257941|6322957|7908358|8004580|9363869,
30854103,Efficacy and safety of gemcitabine plus anti-angiogenesis therapy for advanced p,17,0,0,0.0,0,0,0.0,0.0,0.0,0.0,17452677|20606091|20606093|21306953|21552097|22614154|22771827|22773551|2376102|23897705|24189171|24606850|25459392|28135143|3566829|4441736|4520640,
25519950,Interventions for preventing and ameliorating cognitive deficits in adults treat,24,319,4,0.1667,319,4,0.1667,0.0417,0.1667,0.1667,10653880|12040756|14716777|17236958|17548157|19149323|19189055|19470928|19763790|20399573|20725847|21080804|21205412|21964738|22700031|23597420|23677749|23925452|8655376|9667273,
24075281,Review and meta-analysis of incidence and clinical predictors of anthracycline c,6,0,0,0.0,0,0,0.0,0.0,0.0,0.0,12767102|17101852|18572266|1886191|23583763|23768465,
25834456,Association between the ERCC1 rs11615 polymorphism and clinical outcomes of oxal,11,0,0,0.0,0,0,0.0,0.0,0.0,0.0,17401013|18448328|19247656|20078613|23538593|2409815|2442115|27962361|3669730|3759385|4026996,
29557343,Chemotherapy-Related Cardiac Dysfunction: A Systematic Review of Genetic Variant,11,500,4,0.3636,500,4,0.3636,0.0909,0.3636,0.5455,11870163|17693647|20974500|23182048|23780683|25948538|28542097,
25660427,Hypofractionated radiation therapy versus conventional radiation therapy in pros,12,0,0,0.0,0,0,0.0,0.0,0.0,0.0,12605972|16965866|17336216|17606331|19899003|20047800|20884129|20934277|22280805|24661661|3642008|7713792,
28409561,The most prevalent side effects of pegylated liposomal doxorubicin monotherapy i,1,500,1,1.0,500,1,1.0,0.0,1.0,1.0,,
31952507,Comparing hypofractionated to conventional fractionated radiotherapy in postmast,18,0,0,0.0,0,0,0.0,0.1667,0.2778,0.4444,12165639|15878095|16750496|20138809|22354766|2277488|22968629|2323709|24055415|25287654|27906432|27920625|28126305|28459606|30711522|4554320|5763427|5807031,
31608141,Stereotactic body radiation therapy for prostate cancer: systematic review and m,20,0,0,0.0,0,0,0.0,0.0,0.0,0.0,17765406|18374232|20124169|21300474|24060175|24119836|25936597|26796591|27035363|27044935|27302511|27339116|27389021|28209443|28296582|28433413|4919372|4961874|5002986|5237336,
25626481,"Topotecan, pegylated liposomal doxorubicin hydrochloride, paclitaxel, trabectedi",40,500,16,0.4,500,16,0.4,0.1,0.4,0.675,10219449|11283120|11750840|11870165|12093304|12205692|12377647|12442916|12807937|15244489|16382112|17949799|19176236|1968363|21115872|21665250|22055763|22370321|23123576|2376947|2681557|2823653|3003616|3003617,
20978445,Camptothecins compared with etoposide in combination with platinum analog in ext,22,500,6,0.2727,500,6,0.2727,0.0,0.0,0.0,12538462|12680145|12781433|1321891|15870437|15923572|16648504|17065590|17513814|1851408|19221150|20719176|21114940|21176468|27962840|9552045,
27382306,Can GSTM1 and GSTT1 polymorphisms predict clinical outcomes of chemotherapy in g,7,500,5,0.7143,500,5,0.7143,0.1429,0.7143,0.8571,21498394|24923815,
