pmid,title,gt_count,retrieved,hits,recall,retrieved_pre_rerank,hits_pre_rerank,recall_pre_rerank,rank_recall_100,rank_recall_500,rank_recall_2000,missed_pmids,error
32306958,Are immune-related adverse events associated with the efficacy of immune checkpo,30,500,0,0.0,500,0,0.0,0.0,0.0,0.0,26222619|26446948|27510892|27998967|28652280|28975219|29290265|29296533|29382669|29656747|29975414|30197259|30311424|30337270|30425107|30442524|30506406|30528047|30539281|30589930|30682533|30782080|30885550|30911841|30935847|30944023|31021392|31081424|31086392|31088239,
33790903,TKI Maintenance After Stem-Cell Transplantation for FLT3-ITD Positive Acute Myel,6,500,6,1.0,500,6,1.0,0.1667,1.0,1.0,,
33309278,A Systematic Review and Meta-analysis of Local Salvage Therapies After Radiother,150,500,63,0.42,500,63,0.42,0.02,0.42,0.7867,10565751|14532787|1538492|15538239|15758726|15890586|16140090|16815663|16949728|17070244|17138127|17701957|18163941|18597824|18639970|1873780|19076132|19245439|19303197|19653872|19913249|19922545|2000672|20078235|20138442|21166755|21185115|21251474|21277113|21420229|21771102|23000849|23179729|23467122|23469778|2388332|23950886|24008772|24012205|24314031|24355453|24372730|24373762|24578803|24578882|24930692|25283814|25337135|25443920|25711672|26915721|27092279|27157372|27300004|27347619|27431499|27504124|27637505|27795720|28050174|28396223|28599663|28761588|28951757|29151782|29211405|30006908|30126045|30312717|30385835|31075058|31344433|31629838|3411670|3917295|7299922|7379005|7526002|7543608|7850294|8259342|8428347|8976261|9358587|9474190|9827721|9886580,
36038660,Allogeneic hematopoietic stem cell transplantation for pediatric acute myeloid l,9,500,5,0.5556,500,5,0.5556,0.0,0.5556,0.6667,20451454|25092781|32068649|33562522,
27998966,Cardiotoxicity of aromatase inhibitors and tamoxifen in postmenopausal women wit,35,500,8,0.2286,500,8,0.2286,0.0,0.2286,0.3429,11156862|11259471|12805326|1392827|14521597|15014181|16096437|16887480|21247627|21422412|21639806|22234519|23034020|23456195|24868023|2716503|27321154|2885637|3196245|3596060|4772450|7484866|7580638|7932809|8418238|8901851|8961973,
15980014,ESHRE guideline for the diagnosis and treatment of endometriosis.,30,500,2,0.0667,500,2,0.0667,0.0,0.0667,0.4,10325288|10325289|10469713|10519624|10992178|11821087|11978277|12372443|12372452|12615830|12660268|12909493|12923150|2010001|2972171|3883265|531232|6344540|7589631|7720940|7977520|8419220|8566249|8641505|9207576|9227926|9389816|9848316,
17767003,The role of metformin in polycystic ovary syndrome: a systematic review.,37,500,14,0.3784,500,14,0.3784,0.0,0.3784,0.7568,10206447|10438996|10902790|11238496|12070543|12192894|12419034|12571165|12764624|12850864|15117902|15302293|15472166|15547527|15548396|15817918|15921686|16092652|16352680|16501038|16764619|8687515|9745406,
21412891,Progestogen for treating threatened miscarriage.,25,500,7,0.28,500,7,0.28,0.08,0.28,0.68,10548638|11750964|11821278|12802023|13872839|14528471|14585880|1470824|15731312|16253504|17126337|23489467|3135831|320090|5324459|7635369|8705406|9233324,
26546021,Hormonal contraception among electronic cigarette users and cardiovascular risk:,15,500,2,0.1333,500,2,0.1333,0.0,0.1333,0.1333,12052850|12871447|14586330|21902677|22229871|22311962|24881828|25762758|334332|3691171|4077146|4464650|9178340,
15674894,Oral anti-oestrogens and medical adjuncts for subfertility associated with anovu,22,500,6,0.2727,500,6,0.2727,0.0,0.2727,0.6818,10451805|10632418|11804430|12413984|12673431|12721176|14607566|14648180|1621484|2105793|2128879|6233176|647989|8486198|8751754|9308800,
22786490,Combined oral contraceptive pills for treatment of acne.,51,500,15,0.2941,500,15,0.2941,0.0,0.2941,0.549,10836660|11334476|11559453|11672550|11879884|11929640|12037444|12072067|12398233|12673431|12748463|128684|144842|15025547|160741|16542051|18827119|19501212|20384388|2143845|2150795|2933119|2941052|2965628|2971600|2974791|3233274|477315|6084924|7796587|8222658|8689881|8749597|8842582|9554298|9853201,
28903472,GnRH antagonist versus long agonist protocols in IVF: a systematic review and me,67,500,36,0.5373,500,36,0.5373,0.0299,0.5373,0.7463,10685535|10686191|10875855|11056128|11163814|15126522|15333605|15588464|15608037|15672958|16183188|16537563|16785154|16963040|17204525|18382904|18501900|20022282|20637457|21718992|22923150|24188873|24700398|27060174|3283075|3341448|3464873|3548075|3702089|4508353|4575750,
30590067,Conditioned hormonal responses: A systematic review in animals and humans.,13,500,1,0.0769,500,1,0.0769,0.0,0.0769,0.1538,10443750|11020097|11268416|12764120|15135009|15784802|20028830|21461638|3196245|4230647|9409548|9817589,
23903965,Prenatal administration of progesterone for preventing preterm birth in women co,53,500,13,0.2453,500,13,0.2453,0.0,0.2453,0.5472,10365350|10561648|11750964|12592250|12802023|13872839|14961881|14963806|1584730|16135587|16157124|16157134|16318978|17466698|17671253|18456237|18756431|18929360|1914085|19155896|19492920|19697195|19716543|20175042|20392316|20816146|20869038|21376161|21860279|22086108|22381603|22695310|23010094|2653463|3214137|3260323|3495662|6682631|7443111|8296845,
15901258,Progesterone supplementation for preventing preterm birth: a systematic review a,11,500,1,0.0909,500,1,0.0909,0.0,0.0909,0.0909,10365350|1099445|11821278|15042001|1584730|3976757|6682631|8505011|9478315|9842982,
21912769,Does adjuvant steroid therapy post-Kasai portoenterostomy improve outcome of bil,6,500,6,1.0,500,6,1.0,0.0,1.0,1.0,,
22608362,Cancer care Ontario guideline recommendations for hormone receptor testing in br,24,500,1,0.0417,500,1,0.0417,0.0,0.0417,0.1667,10206072|10371334|11917582|12383893|12559071|14731996|15272277|15591335|16378157|16720680|16775123|16899609|17039265|17468949|17679725|18076012|1958387|20448377|7629289|7775199|7823586|8619935|9164679,
28396101,The effectiveness of treatments for androgenetic alopecia: A systematic review a,20,500,5,0.25,500,5,0.25,0.05,0.25,0.8,11069460|12196747|12932243|1428436|15034503|1935254|19366270|23551662|24078483|2938575|3549801|3549805|3900155|8129407|8225725,
30786308,Effectiveness of Insulin Analogs Compared with Human Insulins in Pregnant Women ,18,500,10,0.5556,500,10,0.5556,0.0,0.5556,0.5556,2121124|2827491|3447831|3862070|5414152|7051398|8397576|9742976,
29855779,Effectiveness of medical treatment for Cushing's syndrome: a systematic review a,7,500,0,0.0,500,0,0.0,0.0,0.0,0.0,17408017|18957506|20702648|22397653|23468128|26582653|29032078,
32152435,Sequential therapy of abiraterone and enzalutamide in castration-resistant prost,3,500,1,0.3333,500,1,0.3333,0.0,0.3333,0.3333,22184395|22894553,
27193436,Effects of mineralocorticoid receptor antagonists on left ventricular mass in ch,19,500,2,0.1053,500,2,0.1053,0.0,0.1053,0.3158,10471456|19414940|20378644|20522535|21073363|22569436|23083787|23552120|24184249|24846806|25965719|26116627|26138259|26224543|26323866|3660355|3743070,
26529613,Effect of hormone therapy on the risk of bone fractures: a systematic review and,33,500,3,0.0909,500,3,0.0909,0.0,0.0909,0.2121,10375338|10472854|10487657|10697060|10793878|10831926|10904459|10954759|11331055|12076241|12218723|12418942|12504395|12759324|12869355|15050905|16504428|17626056|19297102|19434882|20613675|218151|2360759|4741605|8892713|9197874|9409295|9531230|9552083|9632404,
18658035,Metabolic downregulation: a key to successful neuroprotection?,10,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10945389|11207351|11546893|11692015|11856793|11856794|15090966|15277626|15331877|8101304,
20238344,Combined use of hyperthermia and radiation therapy for treating locally advanced,22,500,5,0.2273,500,5,0.2273,0.0455,0.2273,0.4091,10202164|10202166|10334517|15968685|1780064|18283588|19670090|2025841|2363069|2438902|3281186|7616634|7635771|8438086|9041156|9607346|9783886,
31992342,Effects of endovascular and surface cooling on resuscitation in patients with ca,14,500,7,0.5,500,7,0.5,0.0714,0.5,0.9286,11738778|11856794|16763179|20599312|21169821|2206487|22090227,
20650030,Prophylactic hypothermia for traumatic brain injury: a quantitative systematic r,19,500,3,0.1579,500,3,0.1579,0.0,0.1579,0.7368,10195470|11835723|11856793|11856794|12415442|12765810|15676086|16306933|16463864|16604824|17711395|19249933|29033|8177385|8258839|8360731,
29246008,Effect of hyperthermic intrathoracic chemotherapy on the malignant pleural mesot,13,500,5,0.3846,500,5,0.3846,0.0769,0.3846,0.8462,11596038|16575008|19619785|24072234|25666471|2741113|3148430|8201377,
24482030,Systematic review and meta-analysis of thermal ablation versus surgical nephrect,2,500,1,0.5,500,1,0.5,0.0,0.5,0.5,17056998,
29637538,Hyperbaric oxygenation for tumour sensitisation to radiotherapy.,2,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10717158|120869,
29172657,Editor's Choice-Effects of targeted temperature management on mortality and neur,25,500,5,0.2,500,5,0.2,0.04,0.2,0.84,11856793|16053954|17452069|17548731|19854555|20679548|20679551|21169821|21321156|2206487|22813874|23246514|23417209|23644718|23917079|24660100|25348858|26410566|26670621|4599499,
17784966,A systematic review of cooling for neuroprotection in neonates with hypoxic isch,16,500,5,0.3125,500,5,0.3125,0.0625,0.3125,0.6875,12165594|12759327|14749008|15607598|15607599|15721471|16407967|17473091|2469789|7452386|9005993,
12137670,Radiofrequency thermal ablation versus other interventions for hepatocellular ca,5,500,1,0.2,500,1,0.2,0.0,0.2,0.4,10326848|10376460|11997534|8643222,
30570844,Primary curative surgery and preemptive or adjuvant hyperthermic peritoneal chem,19,500,3,0.1579,500,3,0.1579,0.0,0.1579,0.5789,12454515|15657657|18376188|19103728|20422875|20564081|22162570|22572106|22831982|23810334|24667719|25073662|25921674|3629432|3898450|4492087,
21531502,The role of a combined regimen with intravesical chemotherapy and hyperthermia i,8,500,3,0.375,500,3,0.375,0.0,0.375,1.0,11173946|15734775|7853583|8632537|9474148,
23418917,Surgery combined with intraoperative hyperthermic intraperitoneal chemotherapy (,14,500,1,0.0714,500,1,0.0714,0.0714,0.0714,0.1429,10091726|11547741|11813623|1607733|17440161|17659464|20858088|20858104|21756045|7525790|8156509|8197772|8519874,
22885279,Do thermal agents affect range of movement and mechanical properties in soft tis,25,500,1,0.04,500,1,0.04,0.0,0.04,0.04,10871146|11380276|11708695|12741864|12937442|12937509|14964587|1513962|15296365|15698702|15827938|16858211|18796753|18806371|19159888|19449251|19497032|19952819|21147420|21279863|21477164|3445057|3575424|7465620,
27411568,Hyperthermia and radiotherapy with or without chemotherapy in locally advanced c,14,500,0,0.0,500,0,0.0,0.0,0.0,0.2143,11252361|15629605|15968685|16563473|17881144|18789678|18990505|2182746|22788973|23126254|23684588|26068483|26897513|3196245,
26928474,Hyperthermia and radiotherapy in the management of head and neck cancers: A syst,14,500,0,0.0,500,0,0.0,0.0,0.0,0.0714,11169937|15240513|16563473|1903023|19897418|20858104|21358087|2198311|22804741|25480095|2646257|3292487|9424006|9789769,
34180047,Transurethral microwave thermotherapy for the treatment of lower urinary tract s,15,500,5,0.3333,500,5,0.3333,0.0667,0.3333,0.4,10037386|11892681|7516979|8535683|8800890|8972794|9117220|9457283|9488070|9610586,
20091593,Combined use of hyperthermia and radiation therapy for treating locally advanced,4,500,2,0.5,500,2,0.5,0.0,0.5,1.0,11252361|2064591,
21975755,Cooling for cerebral protection during brain surgery.,4,500,0,0.0,500,0,0.0,0.0,0.0,0.0,15647576|16330868|17869973|9894960,
27880972,Interferons-beta versus glatiramer acetate for relapsing-remitting multiple scle,26,500,5,0.1923,500,5,0.1923,0.0385,0.1923,0.8077,11261502|11902590|16042224|18353125|18782497|18789766|19687024|19815268|20625068|20837847|21228025|21280077|21952094|22232347|23424159|23504050|23686821|25876935|2858114|8469319|8602746,
31190844,Survival outcomes and efficacy of autologous CD19 chimeric antigen receptor-T ce,7,500,1,0.1429,500,1,0.1429,0.0,0.1429,0.1429,21832238|22160384|23515080|24030379|25317870|25319501,
28973656,Incidence of Endocrine Dysfunction Following the Use of Different Immune Checkpo,25,500,0,0.0,500,0,0.0,0.0,0.0,0.0,20516446|22658127|23724867|23924790|25034862|25399552|25704439|25795410|25891173|25891304|25977344|26028407|26115796|26351349|26406148|26412456|26712084|26800463|26970723|27093365|27138582|27157491|27269741|27354485|4612321,
23276465,A pooled analysis of 2618 patients treated with trastuzumab beyond progression f,8,500,4,0.5,500,4,0.5,0.0,0.5,0.75,12680177|1431554|23020162|3111155,
23922214,Laquinimod for multiple sclerosis.,9,500,0,0.0,500,0,0.0,0.0,0.0,0.2222,15781813|18572078|19687024|20834039|21669514|22201970|22417253|22797642|2938443,
31384453,Implication of interleukin-2 receptor antibody induction therapy in standard ris,12,500,7,0.5833,500,7,0.5833,0.0,0.5833,0.8333,11907427|15446319|18094377|19461489|9652559,
16707603,Clinical and immunologic responses to active specific cancer vaccines in human c,21,500,0,0.0,500,0,0.0,0.0,0.0,0.2381,10168565|10499605|10623705|10873071|11099326|11427731|11489802|12231517|12242449|12901279|14741172|15102666|15613691|15837756|2409683|2588564|8150527|8667619|8876893|9815809|9950438,
28058751,Allergen immunotherapy for IgE-mediated food allergy: a systematic review and me,25,500,9,0.36,500,9,0.36,0.0,0.36,0.88,12562461|16275379|18158176|21281959|21377034|21481024|22835606|23265698|23535095|24636474|25592987|25725940|26236997|27522159|4255069|4382330,
24919460,Trastuzumab-containing regimens for metastatic breast cancer.,8,500,2,0.25,500,2,0.25,0.0,0.25,0.5,11870163|19289619|22493419|2361592|23704196|24239210,
11687131,Interferon in relapsing-remitting multiple sclerosis.,25,500,5,0.2,500,5,0.2,0.04,0.2,0.52,10408550|11006365|11405811|1697334|2858114|2941493|6171035|6294517|6384817|8469319|8602746|8710065|8795595|8981304|9093250|9270562|9287241|9595973|9647301|9839299,
18637031,A systematic review of phase II trials of thalidomide/dexamethasone combination ,6,500,0,0.0,500,0,0.0,0.0,0.0,0.8333,11521808|12429624|15297848|15744524|16079895|17655699,
29320366,Therapeutic efficacy of specific immunotherapy for glioma: a systematic review a,21,500,3,0.1429,500,3,0.1429,0.0,0.1429,0.3333,11418300|11678429|15314549|15930352|16796458|2008773|20345222|20921459|21715171|21909820|21997879|22120301|24552317|25616647|3317661|3691625|3755221|5351686,
20573267,Interventions for renal vasculitis in adults. A systematic review.,17,500,5,0.2941,500,5,0.2941,0.0588,0.2941,0.4118,10874052|12840090|15673801|1745027|17519271|18065810|19109574|19451574|8637536|9205678|9416856|9778225,
31750249,The Predictive Value of Tumor Mutation Burden on Efficacy of Immune Checkpoint I,20,500,0,0.0,500,0,0.0,0.0,0.0,0.05,25482239|26028407|26406148|26412456|28212060|28596308|29122777|29237802|29489427|29658845|29731394|30082870|30589920|30635271|30906662|31268125|5446110|6332582|6336005|6512308,
21883032,Safety of hymenoptera venom immunotherapy: a systematic review.,16,500,9,0.5625,500,9,0.5625,0.0,0.5625,0.9375,11436967|16724635|16724636|16892788|3518529|4008075|9338537,
30079619,Efficacy and safety of allergen immunotherapy in patients with allergy to molds:,11,500,9,0.8182,500,9,0.8182,0.0,0.8182,0.8182,1342896|3381709,
28543086,Allergen immunotherapy for allergic asthma: A systematic review and meta-analysi,77,500,6,0.0779,500,6,0.0779,0.0,0.0779,0.1818,10200009|10321561|10984382|11003448|11416876|11742269|11872551|11906359|12063522|12569977|12787302|14674937|15100667|1510237|15230823|1572445|16076305|16403616|16461125|16568708|17088125|17153886|17651380|18088023|18211754|18480428|1854430|19788024|20497640|21281874|22898278|2297142|2316824|2406327|24184147|2462581|2468702|25056584|25135744|26465232|27115376|2817305|341952|346628|3518526|362875|3752618|3771951|3789332|3919950|3950252|4056259|4131252|4596249|4744942|4931556|4940158|6206105|6208231|6366027|6375890|6742528|8151058|81927|8526168|8526170|8526179|8863926|9011784|9284985|9802364,
27653623,Allergen immunotherapy for the prevention of allergy: A systematic review and me,18,500,2,0.1111,500,2,0.1111,0.0,0.1111,0.3889,11112112|11842293|12169173|12580913|15317270|15461603|15480326|16691031|17460946|21999887|25185281|25406682|25605528|26073754|26371838|9111487,
28819377,Effect of pomalidomide on relapsed/refractory multiple myeloma: a systematic rev,13,500,6,0.4615,500,6,0.4615,0.0,0.4615,0.6923,23954889|24855212|24859363|25398935|25575538|25683772|26932802,
22513917,Whole brain radiotherapy for the treatment of newly diagnosed multiple brain met,1,500,0,0.0,500,0,0.0,0.0,0.0,0.0,23956241,
19561291,Anthracyclines in early-stage breast cancer: is it the end of an era?,26,500,0,0.0,500,0,0.0,0.0,0.0,0.2308,10561249|11134193|11157009|12006526|12560435|12637460|12668651|15961765|16051958|16234514|16236737|16236738|16361531|16707747|16720680|17135639|17928597|2189950|2361477|7837388|7908410|8080512|8186169|8558217|8648368|9747867,
31425631,"Long-term neurocognitive and other side effects of radiotherapy, with or without",40,500,11,0.275,500,11,0.275,0.075,0.275,0.375,11872276|11980997|12105305|12829670|15164992|15758009|15964709|16549835|17926007|18395280|19533025|22209148|23390169|24297587|26498439|26843484|27686943|28570730|28801186|29404979|29648580|5124485|5700237|8283263|8487073|8543975|8655376|8948338|9626221,
30854085,VEGFR-TKIs combined with chemotherapy for advanced non-small cell lung cancer: A,30,500,6,0.2,500,6,0.2,0.0333,0.2,0.4,12837811|17222792|18519779|18936474|19088171|19597027|19917841|20212250|20516450|21107287|21282537|21426666|21597387|22851564|23232491|24360368|24389434|24419239|24722160|25559798|30098152|30392239|4017965|5846072,
30783157,Radiation Pneumonitis after Intensity-Modulated Radiotherapy for Esophageal Canc,18,500,3,0.1667,500,3,0.1667,0.0,0.1667,0.3333,11870157|15936538|16298001|17189069|21073623|21940159|22160648|23154078|24666012|26104943|27418129|28034064|4156653|5302991|7713792,
27906452,Primary prophylaxis for venous thromboembolism in ambulatory cancer patients rec,35,500,4,0.1143,500,4,0.1143,0.0,0.1143,0.2286,10963635|12393647|12888870|15143088|15304029|15699479|16342649|16770976|17443678|17940809|18216292|20598077|20829374|21282540|21502549|21835953|22335737|23046525|23240761|24491267|2547030|2613915|2648991|2761945|3220644|5007837|6257941|6322957|7908358|8004580|9363869,
30854103,Efficacy and safety of gemcitabine plus anti-angiogenesis therapy for advanced p,17,500,8,0.4706,500,8,0.4706,0.0588,0.4706,0.7059,20606091|22771827|2376102|23897705|25459392|28135143|3566829|4441736|4520640,
25519950,Interventions for preventing and ameliorating cognitive deficits in adults treat,24,500,1,0.0417,500,1,0.0417,0.0417,0.0417,0.125,10653880|12040756|14716777|15480814|16549835|17236958|17548157|17869448|19149323|19189055|19470928|19763790|20399573|20725847|21080804|21205412|21964738|22700031|23597420|23677749|23925452|8655376|9667273,
24075281,Review and meta-analysis of incidence and clinical predictors of anthracycline c,6,500,0,0.0,500,0,0.0,0.0,0.0,0.0,12767102|17101852|18572266|1886191|23583763|23768465,
25834456,Association between the ERCC1 rs11615 polymorphism and clinical outcomes of oxal,11,500,3,0.2727,500,3,0.2727,0.0,0.2727,0.4545,20078613|23538593|2409815|2442115|27962361|3669730|3759385|4026996,
29557343,Chemotherapy-Related Cardiac Dysfunction: A Systematic Review of Genetic Variant,11,500,0,0.0,500,0,0.0,0.0,0.0,0.1818,11870163|17693647|20974500|23182048|23441093|23780683|25948538|26968791|27348762|27993963|28542097,
25660427,Hypofractionated radiation therapy versus conventional radiation therapy in pros,12,500,4,0.3333,500,4,0.3333,0.0,0.3333,0.75,12605972|16965866|17336216|20884129|20934277|22280805|3642008|7713792,
28409561,The most prevalent side effects of pegylated liposomal doxorubicin monotherapy i,1,500,1,1.0,500,1,1.0,0.0,1.0,1.0,,
31952507,Comparing hypofractionated to conventional fractionated radiotherapy in postmast,18,500,4,0.2222,500,4,0.2222,0.0556,0.2222,0.4444,12165639|15878095|16750496|20138809|2277488|22968629|2323709|24055415|27906432|27920625|28126305|4554320|5763427|5807031,
31608141,Stereotactic body radiation therapy for prostate cancer: systematic review and m,20,500,3,0.15,500,3,0.15,0.0,0.15,0.3,17765406|18374232|20124169|21300474|24119836|25936597|26796591|27035363|27044935|27302511|28209443|28296582|28433413|4919372|4961874|5002986|5237336,
25626481,"Topotecan, pegylated liposomal doxorubicin hydrochloride, paclitaxel, trabectedi",40,500,6,0.15,500,6,0.15,0.0,0.15,0.4,10219449|10715288|11454878|11750840|11870165|12093304|12205692|12377647|12442916|12807937|15244489|15385103|15817604|16382112|17870150|17949799|19176236|1968363|20044128|20498395|21115872|21402619|21598242|21665250|22055763|22291207|22370321|22765965|23123576|2376947|2681557|2823653|3003616|3003617,
20978445,Camptothecins compared with etoposide in combination with platinum analog in ext,22,500,8,0.3636,500,8,0.3636,0.0,0.3636,0.7273,11398877|12234702|1321891|15870437|15923572|17065590|17513814|1851408|19221150|20719176|21114940|21176468|27962840|9552045,
27382306,Can GSTM1 and GSTT1 polymorphisms predict clinical outcomes of chemotherapy in g,7,500,2,0.2857,500,2,0.2857,0.0,0.2857,0.7143,16622263|17401013|21498394|22868256|24923815,
