pmid,title,gt_count,retrieved,hits,recall,retrieved_pre_rerank,hits_pre_rerank,recall_pre_rerank,rank_recall_100,rank_recall_500,rank_recall_2000,missed_pmids,error
34802798,Adjuvant Chemotherapy for Muscle-invasive Bladder Cancer: A Systematic Review an,10,500,4,0.4,500,4,0.4,0.1,0.4,0.7,16686740|2284533|32395319|6538712|8201695|8558644,
35093742,Efficacy and activity of PD-1 blockade in patients with advanced esophageal squa,5,500,5,1.0,500,5,1.0,1.0,1.0,1.0,,
33409896,Nephrotoxicity in patients with solid tumors treated with anti-PD-1/PD-L1 monocl,27,500,0,0.0,500,0,0.0,0.0,0.0,0.1111,25399552|25795410|25891173|26028407|26115796|26412456|26712084|27622997|27718847|27745820|27857112|28212060|28636851|28822576|28889792|29525239|29658430|29658856|29863955|30262187|30280635|30280641|30509740|30855754|30941424|30955977|31122901,
33586699,Neoadjuvant hormone therapy for patients with high-risk prostate cancer: a syste,16,500,5,0.3125,500,5,0.3125,0.0,0.3125,0.625,12101195|16813890|18172188|19859572|22981136|24401540|25568853|27083115|28485390|30430324|31190986,
32643323,Meta-analysis of immune-related adverse events of immune checkpoint inhibitor th,141,500,1,0.0071,500,1,0.0071,0.0071,0.0071,0.0709,17363537|19018089|19139427|19671877|20004617|20082117|20086001|20147741|20498386|20525992|22123319|23295794|23535954|23833564|24035405|25369488|25428504|25482239|25704439|25891173|25891174|25891304|25977344|26027431|26028407|26050146|26115796|26351349|26398077|26406148|26410424|26412456|26541511|26559583|26712084|26755520|26970723|27000274|27138582|27157491|27247226|27267608|27269937|27592805|27717298|27718847|27857112|27928714|27939400|27979383|28034081|28081914|28168303|28266091|28267244|28291584|28314688|28328302|28342215|28359784|28373005|28373007|28375787|28441111|28453692|28596308|28609226|28636851|28655793|28729154|28734759|28817753|28822576|28837405|28861280|28891423|28967485|28981385|28993052|29045540|29063313|29095678|29100190|29116900|29217288|29268948|29370992|29395863|29423515|29462123|29469949|29543932|29545095|29559561|29602646|29658430|29755117|29775807|29850182|29863979|29875066|29880231|29992241|30013326|30052729|30073642|30077125|30208866|30213452|30219915|30262187|30285872|30348224|30383184|30475947|30506519|30508306|30509740|30522700|30570649|30576970|30605211|30612710|30642373|30651126|30654297|30660609|30676622|30717797|30731276|30742120|30753829|30911859|30943124|30955977|30981094|31003911|31039052|31050707|36750016,
36408673,Treatment-related adverse events of antibody-drug conjugates in clinical trials:,134,500,45,0.3358,500,45,0.3358,0.0821,0.3358,0.7761,16934909|21172893|23020162|23382472|24132920|25925619|26775883|26823490|26917603|26961907|26994014|27010483|27601593|27932068|28056202|28291390|28341109|28677896|28817371|29037983|29196412|29313813|29401246|29572158|29748443|29848572|30093227|30206164|30285518|30340993|30516102|30663074|30680712|30718503|30894515|30920645|31154523|31356140|31385109|31442103|31444589|31506387|31689155|31693429|31747009|31825192|31969330|32012214|32031899|32469182|32513564|32521310|32534811|32914879|32946924|33067614|33109737|33126339|33211842|33221175|33607312|33652156|33667670|33823285|33845034|33882206|33942442|33961795|33991512|34016993|34031784|34048680|34048682|34242790|34329846|34354225|34426443|34529955|34548309|34590018|34665942|34904799|34955432|34980599|35320644|35665782|35766963|37767550|38333765,
36748348,Active Immunotherapy for Glioblastoma Treatment: A Systematic Review and Meta-An,6,500,3,0.5,500,3,0.5,0.0,0.5,0.5,27690294|28844499|30301187,
32899139,Progression-Free Survival and Overall Survival of CDK 4/6 Inhibitors Plus Endocr,10,500,6,0.6,500,6,0.6,0.6,0.6,0.8,25524798|29804902|30632023|30675515,
34820879,Efficacy of targeted therapy in patients with HER2-positive non-small cell lung ,25,500,6,0.24,500,6,0.24,0.08,0.24,0.48,14679114|14967075|14981103|17947484|23610105|25682316|26598547|27825109|29320312|29420467|29686424|30061586|30096481|30149884|30685684|30825613|32183953|32614698|32647540,
34585542,Comparison of Thermal Ablation and Surgery for Low-Risk Papillary Thyroid Microc,4,500,2,0.5,500,2,0.5,0.0,0.5,0.75,30568949|31464140,
35966062,Safety and efficacy of ultrasound-guided thermal ablation in treating T1aN0M0 an,9,500,8,0.8889,500,8,0.8889,0.1111,0.8889,0.8889,25814656,
32306958,Are immune-related adverse events associated with the efficacy of immune checkpo,30,500,1,0.0333,500,1,0.0333,0.0,0.0333,0.1667,26222619|26446948|27510892|27998967|28652280|28975219|29290265|29296533|29382669|29656747|29975414|30197259|30311424|30337270|30425107|30442524|30506406|30528047|30539281|30589930|30682533|30885550|30911841|30935847|30944023|31021392|31081424|31086392|31088239,
33790903,TKI Maintenance After Stem-Cell Transplantation for FLT3-ITD Positive Acute Myel,6,500,5,0.8333,500,5,0.8333,0.3333,0.8333,0.8333,32753705,
33309278,A Systematic Review and Meta-analysis of Local Salvage Therapies After Radiother,150,500,68,0.4533,500,68,0.4533,0.02,0.4533,0.74,10565751|11061900|11371885|11547068|15072864|1523739|1538492|15758726|15890586|16140090|16815663|17070244|17138127|17701957|18508188|18554664|18564135|18597824|19076132|19245439|19254397|19303197|19453762|19653872|19913249|19922545|2000672|20078235|20138442|20350272|20437861|21166755|21251474|21277113|21771102|23000849|23179729|23469778|23485154|23826840|2388332|23950886|24012205|24314031|24372730|24578803|24578882|25337135|25711672|26915721|27092279|27157372|27342944|27347619|27504124|27637505|27795720|28050174|28599663|28761588|28838648|28951757|29151782|30006908|30126045|30312717|31075058|31570236|3411670|3917295|7299922|7379005|7526002|7543608|7850294|8259342|8428347|8608536|8976261|9072600|9358587|9697786,
36038660,Allogeneic hematopoietic stem cell transplantation for pediatric acute myeloid l,9,500,6,0.6667,500,6,0.6667,0.1111,0.6667,0.6667,23955900|25092781|33562522,
27998966,Cardiotoxicity of aromatase inhibitors and tamoxifen in postmenopausal women wit,35,499,8,0.2286,499,8,0.2286,0.0,0.2286,0.2857,11259471|12090977|12805326|1392827|14521597|15014181|15817595|16009955|16382061|16887480|17563395|20390343|21247627|21321298|21639806|22234519|23034020|24868023|2716503|27321154|2885637|3196245|3596060|4772450|7484866|8901851|8961973,
15674894,Oral anti-oestrogens and medical adjuncts for subfertility associated with anovu,22,500,14,0.6364,500,14,0.6364,0.0,0.6364,0.7727,10451805|10632418|11804430|12673431|12721176|14607566|1621484|647989,
22608362,Cancer care Ontario guideline recommendations for hormone receptor testing in br,24,500,5,0.2083,500,5,0.2083,0.0,0.2083,0.2083,10371334|11917582|12383893|12559071|14731996|15591335|16378157|16720680|16775123|16899609|17039265|17468949|17679725|18076012|1958387|20448377|7629289|7775199|8619935,
32152435,Sequential therapy of abiraterone and enzalutamide in castration-resistant prost,3,500,0,0.0,500,0,0.0,0.0,0.0,0.6667,22184395|22894553|29367197,
20238344,Combined use of hyperthermia and radiation therapy for treating locally advanced,22,500,8,0.3636,500,8,0.3636,0.1364,0.3636,0.5455,10202166|10334517|15968685|1780064|18283588|19670090|2025841|2363069|2438902|3281186|7616634|7635771|8438086|9041156,
29246008,Effect of hyperthermic intrathoracic chemotherapy on the malignant pleural mesot,13,500,8,0.6154,500,8,0.6154,0.1538,0.6154,0.8462,11596038|24072234|25666471|2741113|3148430,
24482030,Systematic review and meta-analysis of thermal ablation versus surgical nephrect,2,500,1,0.5,500,1,0.5,0.0,0.5,0.5,17056998,
29637538,Hyperbaric oxygenation for tumour sensitisation to radiotherapy.,2,500,0,0.0,500,0,0.0,0.0,0.0,0.0,10717158|120869,
12137670,Radiofrequency thermal ablation versus other interventions for hepatocellular ca,5,500,1,0.2,500,1,0.2,0.0,0.2,0.6,10376460|11997534|12759473|8643222,
30570844,Primary curative surgery and preemptive or adjuvant hyperthermic peritoneal chem,19,500,4,0.2105,500,4,0.2105,0.0,0.2105,0.5263,12454515|15657657|18376188|20422875|20564081|20839059|22162570|22572106|22831982|23810334|25073662|25921674|3629432|3898450|4492087,
21531502,The role of a combined regimen with intravesical chemotherapy and hyperthermia i,8,500,0,0.0,500,0,0.0,0.0,0.0,0.25,11173946|11560559|14581436|15028439|15734775|7853583|8632537|9474148,
23418917,Surgery combined with intraoperative hyperthermic intraperitoneal chemotherapy (,14,500,1,0.0714,500,1,0.0714,0.0714,0.0714,0.2143,10091726|11547741|11813623|1607733|17440161|17659464|20858088|20858104|21756045|7525790|8156509|8197772|8519874,
27411568,Hyperthermia and radiotherapy with or without chemotherapy in locally advanced c,14,500,3,0.2143,500,3,0.2143,0.0,0.2143,0.6429,11252361|15629605|15968685|16563473|17881144|18789678|18990505|2182746|23126254|26068483|3196245,
26928474,Hyperthermia and radiotherapy in the management of head and neck cancers: A syst,14,500,1,0.0714,500,1,0.0714,0.0,0.0714,0.2143,11169937|15240513|16563473|1903023|19897418|20858104|21358087|2198311|22804741|25480095|2646257|3292487|9789769,
20091593,Combined use of hyperthermia and radiation therapy for treating locally advanced,4,500,2,0.5,500,2,0.5,0.25,0.5,1.0,15629605|2064591,
31190844,Survival outcomes and efficacy of autologous CD19 chimeric antigen receptor-T ce,7,500,0,0.0,500,0,0.0,0.0,0.0,0.4286,21832238|22160384|23515080|24030379|25154820|25317870|25319501,
28973656,Incidence of Endocrine Dysfunction Following the Use of Different Immune Checkpo,25,500,0,0.0,500,0,0.0,0.0,0.0,0.08,20516446|22658127|23724867|23924790|25034862|25399552|25704439|25795410|25891173|25891304|25977344|26028407|26115796|26351349|26406148|26412456|26712084|26800463|26970723|27093365|27138582|27157491|27269741|27354485|4612321,
23276465,A pooled analysis of 2618 patients treated with trastuzumab beyond progression f,8,500,6,0.75,500,6,0.75,0.125,0.75,0.75,1431554|3111155,
16707603,Clinical and immunologic responses to active specific cancer vaccines in human c,21,500,9,0.4286,500,9,0.4286,0.0,0.4286,0.6667,10168565|10623705|10873071|11099326|11489802|12242449|12901279|15613691|2409683|2588564|8150527|8667619,
24919460,Trastuzumab-containing regimens for metastatic breast cancer.,8,500,0,0.0,500,0,0.0,0.0,0.0,0.25,11870163|16850247|19289619|21741829|22493419|2361592|23704196|24239210,
18637031,A systematic review of phase II trials of thalidomide/dexamethasone combination ,6,500,0,0.0,500,0,0.0,0.0,0.0,0.8333,11521808|12429624|15297848|15744524|16079895|17655699,
29320366,Therapeutic efficacy of specific immunotherapy for glioma: a systematic review a,21,500,8,0.381,500,8,0.381,0.0,0.381,0.5238,11221866|11418300|15314549|16796458|2008773|20345222|21997879|24552317|25616647|3317661|3691625|3755221|5351686,
31750249,The Predictive Value of Tumor Mutation Burden on Efficacy of Immune Checkpoint I,20,500,0,0.0,500,0,0.0,0.0,0.0,0.1,25482239|26028407|26406148|26412456|28212060|28596308|29122777|29237802|29489427|29658845|29731394|30082870|30589920|30635271|30906662|31268125|5446110|6332582|6336005|6512308,
28819377,Effect of pomalidomide on relapsed/refractory multiple myeloma: a systematic rev,13,500,3,0.2308,500,3,0.2308,0.0,0.2308,0.6923,21690557|23319574|23954889|24007748|24855212|24859363|25398935|25575538|25683772|26932802,
22513917,Whole brain radiotherapy for the treatment of newly diagnosed multiple brain met,1,500,0,0.0,500,0,0.0,0.0,0.0,0.0,23956241,
19561291,Anthracyclines in early-stage breast cancer: is it the end of an era?,26,500,0,0.0,500,0,0.0,0.0,0.0,0.1538,10561249|11134193|11157009|12006526|12560435|12637460|12668651|15961765|16051958|16234514|16236737|16236738|16361531|16707747|16720680|17135639|17928597|2189950|2361477|7837388|7908410|8080512|8186169|8558217|8648368|9747867,
31425631,"Long-term neurocognitive and other side effects of radiotherapy, with or without",40,500,9,0.225,500,9,0.225,0.025,0.225,0.45,11872276|11980997|12105305|12829670|15164992|15758009|15964709|16549835|18395280|19901110|22209148|22851558|23071247|23390169|24297587|24419119|24769600|26498439|26843484|28570730|28675067|28801186|29404979|29648580|5124485|5700237|8283263|8487073|8543975|8655376|9626221,
30854085,VEGFR-TKIs combined with chemotherapy for advanced non-small cell lung cancer: A,30,500,4,0.1333,500,4,0.1333,0.0333,0.1333,0.4333,12837811|17222792|17878479|18519779|18936474|19088171|19597027|19917841|20427348|20516450|20570559|21107287|21282537|21426666|21597387|22753922|22851564|23232491|24360368|24419239|24722160|25559798|30098152|30392239|4017965|5846072,
30783157,Radiation Pneumonitis after Intensity-Modulated Radiotherapy for Esophageal Canc,18,500,4,0.2222,500,4,0.2222,0.0556,0.2222,0.2222,11870157|15936538|17189069|21073623|23154078|24609941|24666012|26104943|26891913|27721262|28034064|4156653|5302991|7713792,
27906452,Primary prophylaxis for venous thromboembolism in ambulatory cancer patients rec,35,500,4,0.1143,500,4,0.1143,0.0,0.1143,0.4,10963635|12393647|12888870|15143088|15304029|15699479|16342649|16770976|17443678|17940809|18216292|20386431|20598077|20829374|21282540|21502549|23046525|23240761|24491267|2547030|2613915|2648991|26700124|2761945|3220644|5007837|6257941|6322957|7908358|8004580|9363869,
30854103,Efficacy and safety of gemcitabine plus anti-angiogenesis therapy for advanced p,17,500,7,0.4118,500,7,0.4118,0.0588,0.4118,0.7059,20606091|22771827|2376102|24189171|24606850|25459392|28135143|3566829|4441736|4520640,
25519950,Interventions for preventing and ameliorating cognitive deficits in adults treat,24,500,1,0.0417,500,1,0.0417,0.0417,0.0417,0.0833,10653880|12040756|14716777|15480814|16549835|17236958|17548157|17869448|19149323|19189055|19470928|19763790|20399573|20725847|21080804|21205412|21964738|22700031|23597420|23677749|23925452|8655376|9667273,
24075281,Review and meta-analysis of incidence and clinical predictors of anthracycline c,6,500,2,0.3333,500,2,0.3333,0.0,0.3333,0.3333,12767102|17101852|1886191|23583763,
25834456,Association between the ERCC1 rs11615 polymorphism and clinical outcomes of oxal,11,500,4,0.3636,500,4,0.3636,0.0,0.3636,0.3636,23538593|2409815|2442115|27962361|3669730|3759385|4026996,
29557343,Chemotherapy-Related Cardiac Dysfunction: A Systematic Review of Genetic Variant,11,500,8,0.7273,500,8,0.7273,0.1818,0.7273,0.7273,11870163|23182048|25948538,
25660427,Hypofractionated radiation therapy versus conventional radiation therapy in pros,12,500,8,0.6667,500,8,0.6667,0.0,0.6667,0.8333,17336216|20884129|3642008|7713792,
28409561,The most prevalent side effects of pegylated liposomal doxorubicin monotherapy i,1,500,1,1.0,500,1,1.0,0.0,1.0,1.0,,
31952507,Comparing hypofractionated to conventional fractionated radiotherapy in postmast,18,500,4,0.2222,500,4,0.2222,0.1667,0.2222,0.3889,12165639|15878095|16750496|20138809|22354766|2277488|22968629|2323709|24055415|27906432|27920625|4554320|5763427|5807031,
31608141,Stereotactic body radiation therapy for prostate cancer: systematic review and m,20,500,4,0.2,500,4,0.2,0.0,0.2,0.5,17765406|18374232|20124169|24119836|25936597|26796591|27035363|27044935|27302511|28209443|28296582|28433413|4919372|4961874|5002986|5237336,
25626481,"Topotecan, pegylated liposomal doxorubicin hydrochloride, paclitaxel, trabectedi",40,500,14,0.35,500,14,0.35,0.05,0.35,0.675,10219449|10715288|11283120|11750840|11870165|12093304|12205692|12377647|12442916|12807937|15244489|16382112|17949799|19176236|1968363|20044128|21115872|21665250|22055763|22370321|23123576|2376947|2681557|2823653|3003616|3003617,
20978445,Camptothecins compared with etoposide in combination with platinum analog in ext,22,500,5,0.2273,500,5,0.2273,0.0,0.2273,0.6364,11784874|12538462|12680145|12781433|1321891|15870437|15923572|16648504|17065590|17513814|1851408|19221150|20719176|21114940|21176468|27962840|9552045,
27382306,Can GSTM1 and GSTT1 polymorphisms predict clinical outcomes of chemotherapy in g,7,500,5,0.7143,500,5,0.7143,0.0,0.7143,0.8571,21498394|24923815,
