pmid,title,abstract,qid,nct_ids,pmcid
34870568,Underutilisation of prophylactic G-CSF in breast cancer patients receiving adjuvant docetaxel/cyclophosphamide chemotherapy.,"Docetaxel/cyclophosphamide (TC) is a widely used adjuvant chemotherapy regimen, especially in patients with node-negative or low-risk node-positive breast cancer. Guidelines recommend the use of proph…",08e1f684acf1,,
34342555,Impact of granulocyte-colony stimulating factor on docetaxel-induced febrile neutropenia in patients with breast cancer.,Febrile neutropenia (FN) is a life-threatening complication of Docetaxel-based chemotherapy regimens (DBRs). Prophylactic granulocyte-colony stimulating factor (G-CSF) can reduce the risk of FN. This …,08e1f684acf1,,
39799438,Hematological toxicity assessment in breast cancer patients receiving paclitaxel: Retrospective study and single center experience.,Hematological toxicity is a predominant concern encountered during cancer treatment. Regular blood tests and follow-up are crucial for cancer patients. The objective of this study was to evaluate and …,08e1f684acf1,,
33156437,Predicting Chemotherapy-Induced Neutropenia and Granulocyte Colony-Stimulating Factor Response Using Model-Based In Vitro to Clinical Translation.,"The ability to predict the incidence of chemotherapy-induced neutropenia in early drug development can inform risk monitoring and mitigation strategies, as well as decisions on advancing compounds to …",08e1f684acf1,,
40332472,Is it appropriate to select patients for primary prophylactic use of pegfilgrastim based on the risk of febrile neutropenia?,"Febrile neutropenia (FN), a major hematologic adverse event in perioperative chemotherapy for breast cancer, is more prevalent among Asian populations than Caucasians. Hematopoietic growth factor guid…",08e1f684acf1,,
25082364,Risk of febrile neutropenia in patients receiving emerging chemotherapy regimens.,"Considerable evidence exists concerning the risk of febrile neutropenia (FN) associated with well-established, older chemotherapy regimens. Little is known, however, about the risks associated with ma…",08e1f684acf1,,
36456134,Effect of Secondary Prophylactic G-CSF on the Occurrence of Febrile Neutropenia in Breast Cancer.,Docetaxel and cyclophosphamide (TC) combination therapy is widely used as adjuvant chemotherapy for early-stage breast cancer and is associated with a high incidence of febrile neutropenia (FN). Granu…,08e1f684acf1,,
40388078,Real-world evidence of febrile neutropenia-related hospitalization on patients with perioperative chemotherapy for early breast cancer in Japan.,"To clarify particularly how febrile neutropenia-related hospitalization (FNH) affects patients' daily lives, by analyzing real-world data on FNH among patients with early breast cancer (EBC) receiving…",08e1f684acf1,,
35324270,"Biosimilar Versus Originator Pegfilgrastim for Preventing Chemotherapy-Induced Neutropenia: A Phase III Randomized, Multicenter, Evaluator-Blinded, Noninferiority Study.","This study evaluated the efficacy, safety, and immunogenicity of biosimilar pegfilgrastim (PegFilBS) and originator pegfilgrastim (PegFilOR) in patients with stage 2-4 breast cancer. This phase III ra…",08e1f684acf1,,
39436413,Enhancing patient-centered care: a randomized study on G-CSF administration preferences in chemotherapy-induced neutropenia.,"Chemotherapy-induced neutropenia poses a significant risk to cancer patients, with pegfilgrastim being commonly used for its prevention. While pegfilgrastim can be administered via prefilled syringe o…",08e1f684acf1,NCT05910164,
33087005,Myocarditis and carotidynia caused by Granulocyte-Colony stimulating factor administration.,A 59 year-old woman was treated with adjuvant chemotherapy for triple negative breast cancer (TNBC) stage IB. She received pegfilgrastrim as secondary prophylaxis of neutropenia. After administration …,08e1f684acf1,,
35477322,Retrospective evaluation of safety and effectiveness of same-day pegfilgrastim in patients with lung cancer.,"Aim:  To determine the incidence of chemotherapy-induced febrile neutropenia (FN) and related outcomes after same-day pegfilgrastim in lung cancer.  Materials & methods:  This single-center, retrospec…",08e1f684acf1,,
9187067,Granulocyte colony-stimulating factor in severe chemotherapy-induced afebrile neutropenia.,"Randomized trials of colony-stimulating factors in febrile patients with neutropenia after chemotherapy have not consistently shown clinical benefit. Nevertheless, the use of colony-stimulating factor…",08e1f684acf1,,
37216199,Eflapegrastim (Rolvedon) for prevention of chemotherapy-induced febrile neutropenia.,…,08e1f684acf1,,
30374765,"G-CSF guideline adherence in Germany, an update with a retrospective and representative sample survey.","Current guidelines (GL) recommend neutropenia prophylaxis with G-CSF after chemotherapy (CTX) for patients with high (≥ 20%), or, if additional risk factors are present, intermediate (≥ 10-20%) risk o…",08e1f684acf1,,
40259263,Mecapegfilgrastim prophylaxis for neutropenia in patients with non-myeloid malignancies: A Chinese nationwide real-world study.,"Mecapegfilgrastim has been previously validated for efficacy and safety in neutropenia prevention during clinical trials. This nationwide, real-world study (RWS) evaluates its role in protecting again…",08e1f684acf1,,
36803350,An observational study of dose dense chemotherapy with lipegfilgrastim support in early breast cancer.,Breast cancer is one of the most prevalent malignant diseases in women. The development of dose dense chemotherapy regimens has improved clinical outcomes but has been associated with increased hemato…,08e1f684acf1,,
36047998,Prophylaxis of chemotherapy-induced neutropenia with lipegfilgrastim in patients with lung cancer: final results from the non-interventional study NADIR.,Real-world evidence on the application of the granulocyte colony-stimulating factor lipegfilgrastim for the reduction of chemotherapy-induced neutropenia and febrile neutropenia (FN) is limited. The N…,08e1f684acf1,,
40811630,REaCT-5G: a randomized trial of bone pain with 5-day filgrastim vs pegfilgrastim for neutropenia in breast cancer.,"Granulocyte colony-stimulating factors (G-CSFs), including filgrastim and pegfilgrastim, are associated with bone pain, potentially impacting treatment adherence. This study hypothesized that a 5-day …",08e1f684acf1,,
41273402,The safety and effectiveness of pegfilgrastim to reduce cancer chemotherapy-induced febrile neutropenia in real-world practice in Japan: a post-marketing surveillance study.,We performed post-marketing surveillance of the safety and effectiveness of 3.6 mg pegfilgrastim to prevent chemotherapy-induced febrile neutropenia (FN) in real-world conditions in Japan. Patients we…,08e1f684acf1,,
32883808,Outcomes of Isolated Neutropenia Referred to Pediatric Hematology-Oncology Clinic.,Children with isolated neutropenia (absolute neutrophil count [ANC] <1500/μL) are frequently referred to pediatric hematology and oncology clinics for further diagnostic evaluation. Scant literature e…,08e1f684acf1,,
34997290,Optimization of G-CSF dosing schedule in patients treated with eribulin: a modeling approach.,"Granulocyte colony-stimulating factors (G-CSF) are commonly given to limit chemotherapy-induced neutropenia, but, in case of weekly chemotherapy such as eribulin, their administration schedules remain…",08e1f684acf1,,
30827127,Chemotherapy-induced neutropenia/febrile neutropenia prophylaxis with biosimilar filgrastim in solid tumors versus hematological malignancies: MONITOR-GCSF study.,This study aimed to report patterns of biosimilar filgrastim prophylaxis and outcomes of chemotherapy-induced neutropenia (CIN)/febrile neutropenia (FN) in patients with hematological malignancies or …,08e1f684acf1,,
30635808,BRCA1/BRCA2 germline mutations and chemotherapy-related hematological toxicity in breast cancer patients.,BRCA1 and BRCA2 proteins are central to DNA repair process through homologous recombination. We hypothesize that BRCA1/BRCA2 mutation carriers may exhibit increased hematological toxicity when receivi…,08e1f684acf1,,
37495949,Efficacy and safety of PEG-rhG-CSF versus rhG-CSF in preventing chemotherapy-induced-neutropenia in early-stage breast cancer patients.,To compare the clinical value of recombinant human granulocyte colony-stimulating factor (rhG-CSF) and pegylated rhG-CSF(PEG-rhG-CSF) in early-stage breast cancer (EBC) patients receiving adjuvant che…,08e1f684acf1,,
31811421,Plinabulin ameliorates neutropenia induced by multiple chemotherapies through a mechanism distinct from G-CSF therapies.,"Chemotherapy-induced neutropenia (CIN) increases the risk of infections and mortality in cancer patients. G-CSF therapies are approved for the treatment of CIN, but non-G-CSF therapies are needed to i…",08e1f684acf1,,
19552732,Once-per-cycle pegfilgrastim in breast cancer patients treated with docetaxel/epidoxorubicin/cyclophosphamide.,The incidence of neutropenia following combination chemotherapy is significant in breast cancer and impairs patients' quality of life. Colony-stimulating factors significantly decrease the risk of feb…,08e1f684acf1,,
30834780,Safety analysis of proposed pegfilgrastim biosimilar in Phase I and Phase III studies.,Aim:  This analysis compares safety data for Sandoz proposed biosimilar (LA-EP2006) and reference pegfilgrastim from a Phase I pharmacokinetic/pharmacodynamic study in healthy volunteers (HVs) and two…,08e1f684acf1,,
34605552,"Pharmacokinetic and Pharmacodynamic Characteristics of Tripegfilgrastim, a Pegylated G-CSF, in Pediatric Patients with Solid Tumors.","A long-acting granulocyte colony-stimulating factor, tripegfilgrastim, was approved in Korea for the prevention of chemotherapy-induced neutropenia in adult patients. In this study, we evaluated the p…",08e1f684acf1,NCT02963389,
24492928,Granulocyte colony-stimulating factor (G-CSF) patterns of use in cancer patients receiving myelosuppressive chemotherapy.,Febrile neutropenia (FN) is a common and serious complication of myelosuppressive chemotherapy. Guidelines recommend primary granulocyte colony-stimulating factors (G-CSF) prophylaxis (PPG) in patient…,08e1f684acf1,,
7520676,"Filgrastim in patients with chemotherapy-induced febrile neutropenia. A double-blind, placebo-controlled trial.",To determine if filgrastim (recombinant human methionyl granulocyte colony-stimulating factor) used in addition to standard inpatient antibiotic therapy accelerated recovery from infection associated …,08e1f684acf1,,
40130679,The Optimal Timing and Duration of Daily G-CSF for the Primary Prevention of Febrile Neutropenia in Breast Cancer Patients Undergoing Adjuvant TAC Chemotherapy.,"TAC chemotherapy is a standard adjuvant treatment for early-stage breast cancer, with G-CSF recommended for preventing febrile neutropenia (FN). This study investigates the optimal initiation timing f…",08e1f684acf1,,
39409083,Association of Granulocyte Colony-Stimulating Factor Treatment with Risk of Brain Metastasis in Advanced Stage Breast Cancer.,The routine use of granulocyte colony-stimulating factor (GCSF) is not recommended for the prevention or treatment of chemotherapy-induced neutropenia or febrile neutropenia because risks associated w…,08e1f684acf1,,
32920586,Granulocyte colony-stimulating factors (G-CSF) and Covid-19: a double-edged sword?,Not available.…,08e1f684acf1,,
15794500,Advances in the use of colony-stimulating factors for chemotherapy-induced neutropenia.,…,08e1f684acf1,,
35293085,Evaluation of a novel medical device for pegfilgrastim administration.,"Pegfilgrastim, a pegylated form of granulocyte colony-stimulating factor, has reduced the risk of developing febrile neutropenia, which is associated with an increase in severe infection and prolonged…",08e1f684acf1,,
7543781,Effect of granulocyte colony-stimulating factor (G-CSF) on chemotherapy-induced oral mucositis.,"In this study, the ability of granulocyte colony-stimulating factor (G-CSF) to treat or prevent chemotherapy-induced oral mucositis in patients with advanced breast cancer was evaluated. A total of 14…",08e1f684acf1,,
37728795,Cost-effectiveness of granulocyte colony-stimulating factors (G-CSFs) for the prevention of febrile neutropenia (FN) in patients with cancer.,"Clinical practice guidelines recommend the use of all approved granulocyte colony-stimulating factors (G-CSFs), including filgrastim and pegfilgrastim, as primary febrile neutropenia (FN) prophylaxis …",08e1f684acf1,,
26604752,Review on lipegfilgrastim.,…,08e1f684acf1,,
36705281,Risk of chemotherapy-induced febrile neutropenia in intermediate-risk regimens: Clinical and economic outcomes of granulocyte colony-stimulating factor prophylaxis.,"BACKGROUND:  Chemotherapy-induced neutropenia increases the risk of febrile neutropenia (FN) and infection with resultant hospitalizations, with substantial health care resource utilization (HCRU) and…",08e1f684acf1,,
37824431,Efficacy and safety of pegfilgrastim biosimilar MD-110 in patients with breast cancer receiving chemotherapy: Single-arm phase III.,Pegfilgrastim is indicated to decrease the incidence of chemotherapy-induced febrile neutropenia. It is the first granulocyte-colony stimulating factor approved for prophylactic use regardless of carc…,08e1f684acf1,,
41066031,"Efbemalenograstim Alfa, an Fc Fusion Protein, Long‑Acting Granulocyte Colony-Stimulating Factor for Reducing the Risk of Chemotherapy-Induced Neutropenia: Results of a Phase II Randomized, Multicenter, Open‑Label Trial.",Neutropenia is the most severe hematologic toxicity of myelosuppressive chemotherapy. The objective of this study was to evaluate the safety and efficacy of efbemalenograstim alfa versus filgrastim fo…,08e1f684acf1,NCT02521441,
37673111,Real-World Impact of Prophylactic Growth Factor Use on Timing of Febrile Neutropenia and Infection After High-Risk Chemotherapy.,Prophylactic growth-factor therapy with granulocyte colony-stimulating factor (G-CSF) reduces the risk of febrile neutropenia (FN) in patients with breast cancer initiating myelosuppressive chemothera…,08e1f684acf1,,
35039373,Granulocyte colony stimulating factor (G-CSF)-induced aortitis in a patient undergoing adjuvant chemotherapy for breast cancer.,Granulocyte colony stimulating factor (G-CSF) is used to prevent febrile neutropenia post chemotherapy. Usually well tolerated with minimal side effects but aortitis is an extremely rare side effect p…,08e1f684acf1,,
24996830,Risk factors for febrile neutropenia in patients receiving docetaxel chemotherapy for castration-resistant prostate cancer.,"Docetaxel is a standard therapy for patients with castration-resistant prostate cancer (CRPC). However, docetaxel-associated adverse events (AEs) such as febrile neutropenia (FN) can impair quality of…",08e1f684acf1,,
31832822,Febrile neutropenia and its associated hospitalization in breast cancer patients on docetaxel-containing regimen: A retrospective cohort study on duration of prophylactic GCSF administration.,"To compare febrile neutropenia (FN) incidence and hospitalization among breast cancer patients on docetaxel with no granulocyte colony-stimulating factors (GCSF) primary prophylaxis (PP), 4/5-day PP, …",08e1f684acf1,,
36585206,Clinical Verification on the Predictors for Febrile Neutropenia in Breast Cancer Patients Treated With Neoadjuvant Chemotherapy.,"Febrile neutropenia (FN) is a potentially life-threatening complication of chemotherapy. In this study, we evaluated the predictors for FN according to neoadjuvant chemotherapy (NAC) in all breast can…",08e1f684acf1,,
31342165,"Risk factors for febrile neutropenia in neoadjuvant docetaxel, cisplatin, and 5-fluorouracil chemotherapy for esophageal cancer.","The aim of the present study was to evaluate the incidence and explore the risk factors of febrile neutropenia (FN) in patients with esophageal cancer receiving neoadjuvant docetaxel, cisplatin, and 5…",08e1f684acf1,,
29171913,MONITOR-GCSF DLBCL subanalysis: Treatment patterns/outcomes with biosimilar filgrastim for chemotherapy-induced/febrile neutropenia prophylaxis.,"Prospective data on the use of granulocyte-colony-stimulating factor (G-CSF) in non-Hodgkin's lymphoma and its aggressive subtypes, including diffuse large B-cell lymphoma (DLBCL), are limited. MONITO…",08e1f684acf1,,
36780734,"G-CSF filgrastim biosimilar-Sandoz reduces the incidence of febrile neutropenia in patients receiving chemotherapy regimens with rest periods not exceeding 14 days: A French, multicenter, prospective, non-interventional study.",The objective of this study was to describe filgrastim biosimilar-Sandoz modalities of use in patients receiving cytotoxic chemotherapy regimens with a rest period of ≤14 days and to investigate the i…,08e1f684acf1,,
26670915,Risk of chemotherapy-induced febrile neutropenia with early discontinuation of pegfilgrastim prophylaxis in US clinical practice.,Accumulating evidence suggests that not all cancer chemotherapy patients who receive first-cycle pegfilgrastim prophylaxis continue to receive it in subsequent cycles and that these patients may be su…,08e1f684acf1,,
34241542,Same-day versus next-day pegfilgrastim or pegfilgrastim-cbqv in patients with lymphoma receiving CHOP-like chemotherapy.,Aim:  To compare the incidence of febrile neutropenia and related outcomes of prophylactic same-day versus next-day pegfilgrastim/pegfilgrastim-cbqv in patients with lymphoma receiving cyclophosphamid…,08e1f684acf1,,
29855985,Optimal timing for pegfilgrastim administration in Japanese breast cancer patients receiving intermediate-risk chemotherapies.,"Background Pegfilgrastim is widely used for prophylaxis of febrile neutropenia (FN) in cancer patients receiving chemotherapies. However, the optimal timing of pegfilgrastim administration has not bee…",08e1f684acf1,,
32538316,Management of chemotherapy-induced neutropenia in patients with cancer: 2019 guidelines of the Italian Medical Oncology Association (AIOM).,Neutropenia is the most frequent side effect of commercially available myelosuppressive drugs and its most significant complication is febrile neutropenia. It is associated with increased hospital adm…,08e1f684acf1,,
36226408,Management of chemotherapy-induced febrile neutropenia and use of granulocyte colony-stimulating factor in patients with soft tissue or bone sarcoma.,"Febrile neutropenia, an oncological complication related to myelosuppressive chemotherapy, can lead to unplanned hospitalization, morbidity, mortality, and changes in the oncological therapeutic plan.…",08e1f684acf1,,
33683460,"Pegteograstim prophylaxis for chemotherapy-induced neutropenia and febrile neutropenia: a prospective, observational, postmarketing surveillance study in Korea.",This observational study aimed to evaluate the safety and efficacy of pegteograstim prophylaxis in patients with lymphoma and solid malignancies. This study was conducted at 18 sites in Korea between …,08e1f684acf1,,
30587729,[Utility of Prophylactic Administration of Pegfilgrastim in Breast Cancer Chemotherapy].,"Febrile neutropenia(FN)is a frequent adverse event observed in cancer patients undergoing chemotherapy that may cause life-threatening infections. However, reducing the dose of anti-cancer drugs for b…",08e1f684acf1,,
30200842,Appropriateness of granulocyte colony-stimulating factor use in patients receiving chemotherapy by febrile neutropenia risk level.,Inappropriate granulocyte colony-stimulating factor use with myelosuppressive chemotherapy has been reported. Using the Oncology Services Comprehensive Electronic Records electronic medical record dat…,08e1f684acf1,,
30917723,Neutropenia-Associated Outcomes in Patients With Breast Cancer Receiving Myelosuppressive Chemotherapy With Reduced Doses of Pegfilgrastim.,Pegfilgrastim can be utilized to prevent neutropenia-associated complications in patients receiving myelosuppressive chemotherapy for breast cancer. A common adverse event associated with pegfilgrasti…,08e1f684acf1,,
25343541,Granulocyte colony-stimulating factors used in clinical practice: PoloNord Registry-Based Cohort Italian Study.,Granulocyte colony-stimulating factors are widely used to reduce myelotoxicity of chemotherapy and to allow its regular administration. National and international guidelines regulate their use. The ai…,08e1f684acf1,,
24996828,Incidence of febrile neutropenia in early stage breast cancer patients receiving adjuvant FEC-D treatment.,"The purpose of this study is to determine the incidence of febrile neutropenia (FN) among women receiving FEC-D (flurouracil 500 mg/m(2), epirubicin 100 mg/m(2), and cyclophosphamide 500 mg/m(2) every…",08e1f684acf1,,
32648449,Efficacy of Joungal in preventing febrile neutropenia induced by platinum-based doublet chemotherapy in lung cancer.,"Myelosuppressive chemotherapy often results in febrile neutropenia (FN) in patients with lung cancer, resulting in infection, prolonged hospitalization, higher economic and labor costs, and increased …",08e1f684acf1,,
30347466,Prophylaxis of chemotherapy-induced neutropenia and febrile neutropenia with lipegfilgrastim in patients with non-Hodgkin lymphoma (NADIR study).,"The prospective non-interventional study (NIS) NADIR was designed to evaluate both effectiveness and safety of prophylactic use of lipegfilgrastim (Lonquex ®  ), a glycopegylated granulocyte colony-st…",08e1f684acf1,,
30607682,Efficacy of pegfilgrastim to support neoadjuvant dose-dense epirubicin and cyclophosphamide chemotherapy in breast cancer.,The role of long-acting hematopoietic growth factor in supporting dose-dense chemotherapy and minimizing hematologic toxicity has not been established. We investigated the efficacy and safety of once-…,08e1f684acf1,,
36705287,Comparative effectiveness of pegfilgrastim biosimilars vs originator for prevention of febrile neutropenia: A retrospective cohort study.,BACKGROUND:  Real-world evidence on the comparative effectiveness of pegfilgrastim biosimilars compared with the originator product is limited.  OBJECTIVE:  To compare the risk of febrile neutropenia …,08e1f684acf1,,
35732748,A prospective study to evaluate febrile neutropenia incidence in patients receiving pegfilgrastim on-body injector vs other choices.,We evaluated the incidence of febrile neutropenia (FN) and related clinical outcomes among patients treated with myelosuppressive chemotherapy for nonmyeloid malignancies who received pegfilgrastim on…,08e1f684acf1,,
30182756,Risk of chemotherapy-induced febrile neutropenia with early discontinuation of pegfilgrastim prophylaxis: a retrospective evaluation using Medicare claims.,"Two recent evaluations reported that many cancer chemotherapy patients discontinue pegfilgrastim prophylaxis (PP) following the first cycle, and that these patients have a higher subsequent risk of fe…",08e1f684acf1,,
31093770,Incidence and risk factors for febrile neutropenia in Japanese patients with non-Hodgkin B cell lymphoma receiving R-CHOP: 2-year experience in a single center (STOP FN in NHL 2).,"Myelosuppressive chemotherapy-induced febrile neutropenia (FN) is a life-threatening condition. Patients receiving granulocyte colony-stimulating factors (G-CSF) have shorter duration of neutropenia, …",08e1f684acf1,,
20019087,Development of a new G-CSF product based on biosimilarity assessment.,"Zarzio, a new recombinant human granulocyte colony-stimulating factor (filgrastim), was evaluated in healthy volunteers and neutropenic patients in phase I and III studies. Healthy volunteers in rando…",08e1f684acf1,,
37410318,"Real-world data analysis of perioperative chemotherapy patterns, G-CSF use, and FN status in patients with early breast cancer.","This study aimed to describe perioperative chemotherapy patterns, granulocyte colony-stimulating factor (G-CSF) use, and febrile neutropenia (FN) status in patients with early breast cancer (EBC) usin…",08e1f684acf1,,
29107446,Characterisation of the site-specific monoPEGylated rhG-CSF analogue pegteograstim.,"We describe the characterisation of a novel monoPEGylated recombinant human granulocyte colony-stimulating factor analogue, pegteograstim (Neulapeg), prepared by site-specific 20 kDa maleimide-PEG con…",08e1f684acf1,,
35169215,Periodontal inflamed surface area in oral cavity associated with febrile neutropenia in patients with hematologic malignancy undergoing chemotherapy.,"Febrile neutropenia (FN) is an infectious complication that develops during chemotherapy. Although the oral cavity can be an important infection route, it is unknown whether the oral environment is as…",08e1f684acf1,,
24743519,Rates of febrile neutropenia with pegfilgrastim on same day versus next day of CHOP with or without rituximab.,Febrile neutropenia is a complication of myleotoxic chemotherapy that can markedly decrease quality of life and increase healthcare costs. A granulocyte-colony stimulating factor (G-CSF) is used to in…,08e1f684acf1,,
