pmid,title,abstract,qid,nct_ids,pmcid
29431743,Sorafenib promotes graft-versus-leukemia activity in mice and humans through IL-15 production in FLT3-ITD-mutant leukemia cells.,Individuals with acute myeloid leukemia (AML) harboring an internal tandem duplication (ITD) in the gene encoding Fms-related tyrosine kinase 3 (FLT3) who relapse after allogeneic hematopoietic cell t…,6d09b924e073,,
40577201,Post-transplant sorafenib effectively prevents relapse in FLT3-mutated acute myeloid leukemia.,Almost 50% of patients with FLT3-ITD AML relapse despite undergoing allogeneic hematopoietic stem cell transplantation (HSCT). FLT-3 inhibitors (FLT3i) can be used in a post-HSCT setting as a relapse …,6d09b924e073,,
39506075,Measurable residual mutated IDH1 before allogeneic transplant for acute myeloid leukemia.,"Measurable residual disease (MRD) in adults with acute myeloid leukemia (AML) in complete remission is an important prognostic marker, but detection methodology requires optimization. Persistence of m…",6d09b924e073,,
41041900,Real-world treatment adherence and persistence of FLT3 inhibitors as post-alloHCT maintenance therapy in patients with AML in the United States: a cohort study using administrative claims data.,"In  FLT3- mutated ( FLT3 mut+ ) acute myeloid leukemia (AML), relapse after allogeneic hematopoietic cell transplantation (alloHCT) is the leading cause of treatment failure and mortality. We evaluate…",6d09b924e073,,
37414062,"Sorafenib maintenance after allogeneic haemopoietic stem-cell transplantation in patients with FLT3-ITD acute myeloid leukaemia: long-term follow-up of an open-label, multicentre, randomised, phase 3 trial.","Our open-label, multicentre, randomised, phase 3 trial showed that sorafenib maintenance after haematopoietic stem-cell transplantation (HSCT) improved overall survival and reduced relapse for patient…",6d09b924e073,NCT02474290,
40828961,Prognostic covariates associated with outcomes in patients with NPM1-mutated acute myeloid leukemia.,"NPM1 mutacute myeloid leukemia (AML) patients have greater heterogeneity. However, data on the comprehensive integration of clinical and genetic data in NPM1mutAML patients are limited, especially in …",6d09b924e073,,
26039211,Next generation HLA-haploidentical HSCT.,"Relapse is still the major cause of failure of allogeneic stem cell transplantation in high-risk acute leukemia patients. Indeed, whoever the donor and whatever the transplantation strategy, post-tran…",6d09b924e073,,
35228711,Gilteritinib enhances graft-versus-leukemia effects against FLT3-ITD mutant leukemia after allogeneic hematopoietic stem cell transplantation.,"Allogeneic hematopoietic stem cell transplantation (allo-SCT) is a potentially curative therapy for FLT3 internal tandem duplication mutant (FLT3-ITD + ) acute myeloid leukemia, but relapse rate is hi…",6d09b924e073,,
39455897,Measurable residual mutated IDH2 before allogeneic transplant for acute myeloid leukemia.,"Routine genetic profiling of acute myeloid leukemia (AML) at initial diagnosis has allowed subgroup specific prognostication, drug development, and clinical management strategies. The optimal approach…",6d09b924e073,,
39506591,Characteristics and Outcome of FLT3-ITD-Positive Acute Myeloid Leukemia.,"AML patients with FLT3-ITD mutation experience a poor prognosis. Our study evaluated the clini¬cal characteristics, remission, relapse, and clinical outcomes of these patients. We also assessed the ef…",6d09b924e073,,
37845834,Allogeneic hematopoetic stem cell transplant for patients with refractory T-Cell lymphomas.,"Allogeneic stem cell transplantation (allo-SCT) may have a curative potential due to the graft versus lymphoma effect. In this study, we aimed to compare transplant outcomes between refractory-T-NHL (…",6d09b924e073,,
37704613,"Impact of genetic patterns on sorafenib efficacy in patients with FLT3-ITD acute myeloid leukemia undergoing allogeneic hematopoietic stem cell transplantation: a multi-center, cohort study.",Sorafenib therapy improves overall survival (OS) in patients with FLT3 internal tandem duplication (ITD) acute myeloid leukemia (AML) undergoing allogeneic hematopoietic stem cell transplantation. We …,6d09b924e073,,
40525981,Gilteritinib maintenance after allogeneic hematopoietic stem cell transplantation for relapsed/refractory acute myeloid leukemia with FLT3-internal tandem duplication mutation.,"Background:  Patients with relapsed or refractory (R/R) acute myeloid leukemia (AML) with FLT3-Internal Tandem Duplication (ITD) mutation have a poor prognosis and high risk of relapse, even after all…",6d09b924e073,,
25503503,Outcomes of allogeneic hematopoietic cell transplantation in acute myeloid leukemia patients with monosomal karyotypes.,This study investigated the outcomes of allogeneic hematopoietic cell transplantation (allo-HCT) in acute myeloid leukemia (AML) patients with monosomal karyotypes (MK). A total of 114 AML patients wh…,6d09b924e073,,
40326583,Allogeneic Hematopoietic Stem Cell Transplantation for Elderly Acute Lymphoblastic Leukemia Patients: A Registry Study From the Société Francophone de Greffe de Moelle et Thérapie Cellulaire (SFGM-TC).,There are very limited data regarding the outcomes of elderly patients with acute lymphoblastic leukemia (ALL) who undergo allogeneic hematopoietic stem cell transplantation (alloHSCT). A total of 316…,6d09b924e073,,
39947324,Sequential allogeneic HSCT after CAR-T therapy for relapsed/refractory acute lymphoblastic leukemia patients: A long-term follow-up result.,"CAR-T cell therapy has revolutionized the therapeutic landscape for relapsed/refractory (R/R) B-cell acute lymphoblastic leukemia (B-ALL), and bridging with allogeneic hematopoietic stem cell transpla…",6d09b924e073,,
32699322,Mutational spectrum and prognosis in NRAS-mutated acute myeloid leukemia.,"The mutational spectrum and prognostic factors of NRAS-mutated (NRAS mut ) acute myeloid leukemia (AML) are largely unknown. We performed next-generation sequencing (NGS) in 1,149 cases of de novo AML…",6d09b924e073,,
40671206,"A win ratio approach for comparing graft-versus-host disease-free, relapse-free survival among alternative donors.","The optimal alternative donor type for patients lacking human leucocyte antigen (HLA)-matched related or unrelated donors remains unclear. In comparative studies evaluating donor types, graft-versus-h…",6d09b924e073,,
32803698,Outcome of allogeneic hematopoietic stem cell transplantation for hypoplastic myelodysplastic syndrome.,The prognosis of patients with hypoplastic myelodysplastic syndrome (hMDS) after receiving allogeneic hematopoietic stem cell transplantation (allo-HSCT) remains unclear. This study aimed to evaluate …,6d09b924e073,,
38822857,Unconventional T Cells Influence Clinical Outcome After Allogeneic Hematopoietic Cell Transplantation.,"We evaluated the impact of early recovery of mucosal-associated invariant T cells (MAIT) and gamma-delta (γδ) T cells, especially Vδ2 +  T cells, on the clinical outcomes of 76 patients who underwent …",6d09b924e073,,
37646665,Allogeneic hematopoietic stem cell transplantation in patients aged 60-79 years in Germany (1998-2018): a registry study.,Incidences of diseases treated with transplantation frequently peak at higher age. The contribution of age to total risk of transplantation has not been estimated amidst an aging society. We compare o…,6d09b924e073,,
40207714,Reduced incidence of relapse and graft- versus -host disease in acute myeloid leukemia after allogeneic hematopoietic cell transplantation.,"Advances in HLA typing, conditioning regimens, graft-versus-host disease (GVHD) prophylaxis/treatment, and supportive care have led to significant improvement in survival after allogeneic hematopoieti…",6d09b924e073,,
39614924,FLT3 inhibitors and hematopoietic cell transplantation prolong survival in patients with FLT3-ITD-positive AML.,"Acute myeloid leukemia (AML) is an aggressive hematological malignancy with genetic alterations. The FMS-like tyrosine kinase 3 (FLT3) gene is frequently mutated in adult de novo AML, with two types o…",6d09b924e073,,
39143681,Outcomes of older adults undergoing allogeneic hematopoietic cell transplantation with post-transplant cyclophosphamide based prophylaxis.,This study evaluates the feasibility of using post-transplant cyclophosphamide (PTCY) prophylaxis in allo-hematopoietic cell transplantation (HCT) for adults aged 65 and older. PTCY is increasingly us…,6d09b924e073,,
29164971,Allogeneic hematopoietic cell transplantation for lymphoma: baseline and posttransplant prognostic factors.,The present study aimed to investigate baseline and posttransplant prognostic factors for allogeneic hematopoietic cell transplantation (HCT) in 61 lymphoma patients. The 5-year probabilities of overa…,6d09b924e073,,
29442161,Allogeneic hematopoietic stem cell transplantation in Primary Cutaneous T Cell Lymphoma.,"In our retrospective study, 16 patients affected by advanced cutaneous T cell lymphoma (CTCL) underwent allogeneic hematopoietic stem cell transplantation (HSCT). Two patients (12.5%) were in complete…",6d09b924e073,,
29407180,Allogeneic hematopoietic cell transplantation in T-cell prolymphocytic leukemia: A single-center experience.,"T- cell prolymphocytic leukemia (T- PLL) is a rare aggressive hematological malignancy. Alemtuzumab, an anti-CD52 humanized monoclonal antibody, is the treatment of choice for remission induction. All…",6d09b924e073,,
40670716,Allogeneic hematopoietic cell transplantation for older patients with Philadelphia-positive acute lymphoblastic leukemia. A study by the Acute Leukemia Working Party of the EBMT.,The role of allogeneic hematopoietic cell transplantation (allo-HCT) in older patients with Philadelphia-positive acute lymphoblastic leukemia (Ph+ ALL) is not well established. In this retrospective …,6d09b924e073,,
41051170,"Allogeneic Hematopoietic Stem Cell Transplantation in Adolescents and Young Adults With Acute Lymphoblastic Leukemia-A Retrospective, Dual-Center Study.",Survival outcomes for adolescents and young adults (AYAs) with acute lymphoblastic leukemia (ALL) have improved with modern frontline therapies and minimal residual disease (MRD)-guided strategies. As…,6d09b924e073,,
27021303,Allogeneic hematopoietic cell transplantation in patients with myelofibrosis: A single center experience.,Myelofibrosis (MF) is a rare disease responsible for an increasing ineffective hematopoesis by a progressive fibrosing process in the bone marrow. The only curative treatment option is allogeneic hema…,6d09b924e073,,
35562747,Molecular profiling and clinical implications of patients with acute myeloid leukemia and extramedullary manifestations.,Extramedullary manifestations (EM) are rare in acute myeloid leukemia (AML) and their impact on clinical outcomes is controversially discussed. We retrospectively analyzed a large multi-center cohort …,6d09b924e073,,
30103018,"Graft-versus-Host Disease-Free, Relapse-Free Survival after Allogeneic Stem Cell Transplantation for Myelodysplastic Syndrome.","Graft-versus-host disease-free, relapse-free survival (GRFS) is a composite endpoint that measures survival free of relapse or significant morbidity after allogeneic hematopoietic stem cell transplant…",6d09b924e073,,
37833543,Mutated IKZF1 is an independent marker of adverse risk in acute myeloid leukemia.,"Genetic lesions of IKZF1 are frequent events and well-established markers of adverse risk in acute lymphoblastic leukemia. However, their function in the pathophysiology and impact on patient outcome …",6d09b924e073,,
34431142,Transitioning tacrolimus to sirolimus in allogeneic hematopoietic cell transplantation.,Calcineurin inhibitor (CNI) use for acute graft-versus-host disease (aGVHD) prophylaxis in allogeneic hematopoietic cell transplantation (allo-HCT) recipients has been associated with toxicities. Toxi…,6d09b924e073,,
39501442,Inferior Overall Survival After Haploidentical Donor Lymphocyte Infusions in Relapsed Myeloid Neoplasms.,"Allogeneic hematopoietic stem cell transplantation (HSCT) effectively treats high-risk myeloid neoplasms, but relapses post-HSCT, particularly in acute myeloid leukemia (AML) and myelodysplastic neopl…",6d09b924e073,,
30343213,TP53 mutation in allogeneic hematopoietic cell transplantation for de novo myelodysplastic syndrome.,We investigated the prognostic role of somatic mutations in allogeneic hematopoietic cell transplantation (HCT) for de novo myelodysplastic syndrome (MDS). We performed targeted deep sequencing analys…,6d09b924e073,,
35943684,Sorafenib maintenance after hematopoietic stem cell transplantation improves outcome of FLT3-ITD-mutated acute myeloid leukemia.,"In a retrospective analysis, 21 acute myeloid leukemia patients receiving single-agent sorafenib maintenance therapy in complete remission (CR) after hematopoietic stem cell transplantation (HSCT) wer…",6d09b924e073,,
29904089,Mutational spectrum and prognostic stratification of intermediate-risk acute myeloid leukemia.,"The mutational spectrum and prognostic stratification of intermediate-risk acute myeloid leukemia (IR-AML), which accounts for a substantial number of AML, are unclear. In order to explore the prognos…",6d09b924e073,,
36682472,Pericardial Effusion as a Purported Manifestation of Graft-versus-Host Disease following Allogeneic Hematopoietic Cell Transplantation.,"Large pericardial effusion (LPE) and tamponade are purported manifestations associated with atypical chronic graft-versus-host disease (cGVHD); however, their temporal association with GVHD, managemen…",6d09b924e073,,
40097915,"A retrospective study of outcomes across time and treatment regimens in newly diagnosed, FMS-like tyrosine kinase 3 (FLT3)-mutated acute myeloid leukemia.","FMS-like tyrosine kinase 3 (FLT3) mutations, either internal tandem duplications (FLT3-ITD) or tyrosine kinase domain (FLT3-TKD), are common in acute myeloid leukemia (AML). FLT3-ITD confers an advers…",6d09b924e073,,
29246821,Late Gastrointestinal Complications of Allogeneic Hematopoietic Stem Cell Transplantation in Adults.,Gastrointestinal (GI) complications including graft-versus-host disease (GVHD) are a major cause of morbidity and mortality in allogenic stem transplant recipients. Although several studies have previ…,6d09b924e073,,
19879949,Outcome of transplantation for myelofibrosis.,Myelofibrosis is a myeloproliferative disorder incurable with conventional strategies. Several small series have reported long-term disease-free survival (DSF) after allogeneic hematopoietic cell tran…,6d09b924e073,,
41289166,Predictive capacity of peritransplant measurable residual disease thresholds in NPM1-mutant acute myeloid leukemia.,Measurable residual disease (MRD) monitoring for mutated NPM1 is increasingly used to guide treatment decisions in patients with acute myeloid leukemia (AML) carrying this mutation. NPM1-MRD positivit…,6d09b924e073,,
40089614,Improved GVHD-free and relapse-free survival after ex vivo αβTCR and CD19 depleted allogeneic HSCT compared to T cell replete HSCT.,Allogeneic hematopoietic stem cell transplantation (allo-HSCT) aims to cure patients without inducing severe graft-versus-host disease (GVHD) or relapse. In prospective studies of mostly pediatric pat…,6d09b924e073,,
41003740,Internal tandem duplications of FLT3 containing exogenous sequences are associated with poor clinical outcomes in acute myeloid leukemia.,The heterogeneity in internal tandem duplications (ITDs) of FMS-like tyrosine kinase 3 (FLT3) results in diverse clinical outcomes for acute myeloid leukemia (AML) patients with FLT3-ITD mutations. Th…,6d09b924e073,,
34497236,[FLT3 inhibitors in the treatment of FLT3-mutated acute myeloid leukemia].,"Mutations in the FMS-like tyrosine kinase 3 (FLT3) gene represent the most common genetic alteration in acute myeloid leukemia (AML), identified in approximately one third of patients newly diagnosed …",6d09b924e073,,
39945223,Maintenance therapy with the FMS-like tyrosine kinase 3 inhibitor gilteritinib in patients with FMS-like tyrosine kinase 3-internal tandem duplication acute myeloid leukemia: A phase 2 study.,The GOSSAMER phase 2 study assessed the FMS-like tyrosine kinase 3 (FLT3) inhibitor gilteritinib as maintenance therapy in patients with FLT3-internal tandem duplication (FLT3-ITD) acute myeloid leuke…,6d09b924e073,,
29645093,Autologous transplantation versus allogeneic transplantation in patients with follicular lymphoma experiencing early treatment failure.,"Early treatment failure (ETF) in follicular lymphoma (FL), defined as relapse or progression within 2 years of frontline chemoimmunotherapy, is a newly recognized marker of poor survival and identifie…",6d09b924e073,,
20049839,Allogeneic hematopoietic stem cell transplantation in ovarian cancer-the EBMT experience.,"Although preliminary results suggest that allogeneic hematopoietic stem cell transplantation (allo HCT) for ovarian cancer (OC) is a feasible procedure, the low patient number in previous studies had …",6d09b924e073,,
16197454,Allogeneic haematopoietic stem-cell transplantation for relapsed and refractory aggressive histology non-Hodgkin lymphoma.,"Forty-four patients with relapsed or refractory aggressive histology non-Hodgkin lymphoma (NHL) (diffuse large B cell, n = 23; peripheral T cell, n = 5; transformed B cell, n = 16) proceeded to alloge…",6d09b924e073,,
41027844,Outcomes after a second allogeneic haematopoietic stem cell transplant for relapsed paediatric acute myeloid leukaemia improved over time: A study from the EBMT Paediatric Diseases Working Party.,Evolution of acute myeloid leukaemia (AML) treatments and transplantation procedures may affect outcomes after second haematopoietic stem cell transplantation (HSCT2) for relapsed paediatric AML. We a…,6d09b924e073,,
31128328,"Dynamic Graft-versus-Host Disease-Free, Relapse-Free Survival: Multistate Modeling of the Morbidity and Mortality of Allotransplantation.","Graft-versus-host disease (GVHD)-free, relapse-free survival (GRFS) represents complete, ideal recovery after allogeneic hematopoietic cell transplantation (HCT). However, as originally proposed, this…",6d09b924e073,,
26743342,Late Acute Graft-versus-Host Disease after Allogeneic Hematopoietic Stem Cell Transplantation.,"There are little data regarding the incidence, clinical manifestations, risk factors, and outcomes of late acute graft-versus-host disease (aGVHD). We evaluated patients with late aGVHD after allogene…",6d09b924e073,,
25976987,NFATc1 as a therapeutic target in FLT3-ITD-positive AML.,Internal tandem duplications (ITD) in the Fms-related tyrosine kinase 3 receptor (FLT3) are associated with a dismal prognosis in acute myeloid leukemia (AML). FLT3 inhibitors such as sorafenib may im…,6d09b924e073,,
26194447,Pre-transplant comorbidity burden and post-transplant chronic graft-versus-host disease.,The Haematopoietic Cell Transplantation-Comorbidity Index (HCT-CI) was designed as a predictor of non-relapse mortality after HCT. Chronic graft-versus-host disease (GVHD) contributes to mortality aft…,6d09b924e073,,
31083240,Extramedullary relapse of leukemia after allogeneic hematopoietic stem cell transplantation: A retrospective study.,Extramedullary relapse (EMR) rarely occurs after allogeneic hematopoietic stem cell transplantation (HSCT) in leukemia. This study was to investigate the clinical characteristics of EMR.We retrospecti…,6d09b924e073,,
24391118,Outcome of transplantation for acute lymphoblastic leukemia in children with Down syndrome.,We report on 27 patients with Down syndrome (DS) and acute lymphoblastic leukemia (ALL) who received allogeneic hematopoietic cell transplantation (HCT) between 2000 and 2009. Seventy-eight percent of…,6d09b924e073,,
33993466,Combined haploidentical and cord blood transplantation for refractory severe aplastic anaemia and hypoplastic myelodysplastic syndrome.,"Umbilical cord blood (UCB) transplantation is a potentially curative treatment for patients with refractory severe aplastic anaemia (SAA), but has historically been associated with delayed engraftment…",6d09b924e073,,
28270452,Efficacy and tolerability of nivolumab after allogeneic transplantation for relapsed Hodgkin lymphoma.,"Allogeneic hematopoietic cell transplantation (allo-HCT) is indicated for patients with relapsed or refractory Hodgkin lymphoma (HL). Although long-term disease control can be achieved, relapse is sti…",6d09b924e073,,
37603585,One versus two sets of busulfan therapeutic drug monitoring in myeloablative allogeneic hematopoietic cell transplant.,"Busulfan is a common component of allogeneic hematopoietic cell transplant (alloHCT) conditioning, however interpatient pharmacokinetic variability can result in enhanced toxicity or increased relapse…",6d09b924e073,,
40897098,Effect of sorafenib on prognosis in patients with low-allelic-ratio FLT3-ITD acute myeloid leukemia undergoing allogeneic hematopoietic stem cell transplantation.,The effect of sorafenib in acute myeloid leukemia (AML) patients with low-allelic-ratio FMS-like tyrosine kinase 3 internal tandem duplication(FLT3-ITD low AR ) is still unclear. The purpose of this s…,6d09b924e073,,
12149197,"Chronic graft-versus-host disease in children: incidence, risk factors, and impact on outcome.","Chronic graft-versus-host disease (cGVHD) remains the major cause of late morbidity and mortality after allogeneic hematopoietic stem cell transplantation (HSCT). However, only a few studies specifica…",6d09b924e073,,
32622752,Early CD4+ T cell reconstitution as predictor of outcomes after allogeneic hematopoietic cell transplantation.,An association between early CD4+ T cell immune reconstitution (CD4+ IR) and survival after T-replete allogeneic hematopoietic cell transplantation (HCT) has been previously reported. Here we report v…,6d09b924e073,,
38605231,Upfront allogeneic hematopoietic stem cell transplantation for adult T-cell acute lymphoblastic leukemia/lymphoma in first complete remission: a single-center study.,Real-world data on outcomes of upfront allogeneic hematopoietic stem cell transplantation (allo-HCT) for adult T-cell acute lymphoblastic leukemia/lymphoma (T-ALL) patients in first complete remission…,6d09b924e073,,
41273181,Effectiveness of Gilteritinib Beyond Second-Line Therapy in Relapsed/Refractory FLT3 -Mutated Acute Myeloid Leukemia: A Real-World Multicenter Study of 171 Patients.,"Gilteritinib is a selective FLT3 inhibitor approved for the treatment of relapsed or refractory (R/R) FLT3-mutated acute myeloid leukemia (AML) following ≥ 1 prior line of therapy. However, data on it…",6d09b924e073,,
38951064,[Clinical efficacy of allogeneic hematopoietic stem cell transplantation for myelodysplastic syndrome-evolved acute myeloid leukemia].,Objective:  The outcomes of allogeneic hematopoietic stem cell transplantation (allo-HSCT) for myelodysplastic syndromes-evolved acute myeloid leukemia (MDS-AML) were explored.  Methods:  A retrospect…,6d09b924e073,,
39643798,Allogeneic hematopoietic stem cell transplantation could overcome the poor prognosis of DNMT3A mut NPM1 mut FLT3-ITD mut  in acute myeloid leukemia: real-world multicenter analysis in China.,"The cooccurrence of NPM1, FLT3-ITD, and DNMT3A mutations (i.e., triple mutation) is related to dismal prognosis in patients with acute myeloid leukemia (AML) receiving chemotherapy alone. In this mult…",6d09b924e073,,
28390985,"Current Graft-versus-Host Disease-Free, Relapse-Free Survival: A Dynamic Endpoint to Better Define Efficacy after Allogenic Transplant.","An accurate measure of allogeneic transplant efficacy should take into account quality-of-life issues associated with graft-versus-host disease (GVHD). However, unlike death and relapse, GVHD morbidit…",6d09b924e073,,
33017662,Clinical Outcomes in Patients with FLT3-ITD-Mutated Relapsed/Refractory Acute Myelogenous Leukemia Undergoing Hematopoietic Stem Cell Transplantation after Quizartinib or Salvage Chemotherapy in the QuANTUM-R Trial.,"Despite the substantial clinical activity of fms-related tyrosine kinase 3 (FLT3) inhibitors in relapsed or refractory (R/R) FLT3-ITD‒positive acute myelogenous leukemia (AML), durable remissions and …",6d09b924e073,,
32020596,Allogeneic stem cell transplantation in AML with t(6;9)(p23;q34);DEK-NUP214 shows a favourable outcome when performed in first complete remission.,"Acute myeloid leukaemia (AML) with t(6;9)(p23;q34) is a poor-risk entity, commonly associated with FLT3-ITD (internal tandem duplication). Allogeneic stem-cell tranplantation (allo-SCT) is recommended…",6d09b924e073,,
28218757,Allogeneic stem cell transplantation for refractory acute myeloid leukemia in pediatric patients: the UK experience.,We report outcomes for 44 children who underwent stem cell transplantation (SCT) for refractory AML in the UK between 2000 and 2012. Median age at SCT was 11.5 years. Twenty-three patients had primary…,6d09b924e073,,
26541363,Late Acute and Chronic Graft-versus-Host Disease after Allogeneic Hematopoietic Cell Transplantation.,Several distinct graft-versus-host disease (GVHD)-related syndromes have been defined by the National Institutes of Health Consensus Conference. We enrolled a prospective cohort of 911 hematopoietic c…,6d09b924e073,,
8971389,Chimerism after allogeneic hematopoietic cell transplantation in childhood acute lymphoblastic leukemia.,Leukemic relapse after allogeneic bone marrow transplantation or allogeneic peripheral blood progenitor cell transplantation arises normally from residual malignant host hematopoiesis. The lack of spe…,6d09b924e073,,
18084340,Allogeneic hematopoietic cell transplantation for metastatic breast cancer.,We reviewed 66 women with poor-risk metastatic breast cancer from 15 centers to describe the efficacy of allogeneic hematopoietic cell transplantation (HCT). Median follow-up for survivors was 40 mont…,6d09b924e073,,
12649133,Graft-versus-host disease following allogeneic transplantation from HLA-identical sibling with antithymocyte globulin-based reduced-intensity preparative regimen.,Reduced-intensity conditioning (RIC) regimens are increasingly used for allogeneic stem cell transplantation (allo-SCT). RIC has been shown to allow engraftment with minimal early transplantation-rela…,6d09b924e073,,
36629738,Addition of venetoclax to myeloablative conditioning regimens for allogeneic hematopoietic stem cell transplantation in high-risk AML.,Venetoclax monotherapy is an effective option for patients with acute myeloid leukemia (AML). Venetoclax has also been used in non-myeloablative conditioning allogeneic hematopoietic stem cell transpl…,6d09b924e073,,
39549054,Prognostic significance of early nk cell recovery in pediatric t-cell replete allogeneic hematopoietic stem cell transplantation.,"Early immune reconstitution, particularly of natural killer (NK) cells with strong graft-versus-leukemia effects, is crucial for the prognosis of patients undergoing allogeneic hematopoietic stem cell…",6d09b924e073,,
25382792,The role of hematopoietic stem cell transplantation for relapsed and refractory Hodgkin lymphoma.,The optimal treatment strategy with the use of hematopoietic stem cell transplantation (HSCT) for relapsed and refractory Hodgkin lymphoma (HL) remains unclear. We performed a retrospective analysis u…,6d09b924e073,,
24965745,Allogeneic stem cell transplantation in patients above 55: suggestion for a further stratification of the HCT-CI.,Allogeneic stem cell transplantation (alloSCT) has become available for elderly patients or for patients with comorbidities by introduction of reduced-intense conditioning. Comorbidity-related prognos…,6d09b924e073,,
31292984,Liver Graft-Versus-Host Disease is associated with poor survival among allogeneic hematopoietic stem cell transplant recipients.,"Liver Graft-versus-host disease (GVHD) is common in patients with post-transplant liver dysfunction following allogeneic hematopoietic stem cell transplantation (AHSCT). Oftentimes, the diagnosis is m…",6d09b924e073,,
30853571,Excellent Outcomes of Allogeneic Hematopoietic Stem Cell Transplantation in Patients with Paroxysmal Nocturnal Hemoglobinuria: A Single-Center Study.,"We analyzed the outcomes of 44 patients with paroxysmal nocturnal hemoglobinuria (PNH) who received allogeneic hematopoietic stem cell transplantation (allo-HSCT) (haploidentical [haplo]-donors, 25; m…",6d09b924e073,,
34316017,Molecular landscape and prognostic impact of FLT3-ITD insertion site in acute myeloid leukemia: RATIFY study results.,"In acute myeloid leukemia (AML) internal tandem duplications of the FLT3 gene (FLT3-ITD) are associated with poor prognosis. Retrospectively, we investigated the prognostic and predictive impact of FL…",6d09b924e073,,
38951063,[Efficacy and safety of gilteritinib-based combination therapy bridging allo-HSCT in relapsed or refractory acute myeloid leukemia patients with positive FLT3-ITD mutation].,"Objective:  This study aims to evaluate the safety and effectiveness of gilteritinib (Gilt) -based combination therapy bridging allo-HSCT for FLT3-ITD(+) R/R AML. Additionally, it aims to assess the i…",6d09b924e073,,
