study_id,decision,cumulative_score,overall_notes,reasons_domains,reasons_codes,reasons_texts,population_matched_must_include,population_missing_must_include,population_exclude_flags_triggered,intervention_matched_must_include_any_of,intervention_exclude_flags_triggered,comparator_required,comparator_accept_single_arm,comparator_matched_must_include_any_of,comparator_missing,comparator_notes,outcomes_matched_required_any_of,outcomes_exclude_if_only_triggered,outcomes_notes,study_design_classified_as,study_design_matches_include_list,study_design_matches_exclude_list,other_estimated_sample_size,other_sample_size_ok,other_year_of_publication,other_within_year_range,other_language,other_language_allowed
35037775,exclude,1,"Study is excluded because it does not evaluate the required intervention (pegfilgrastim) and lacks the required comparator (filgrastim), being a single-arm retrospective study on risk factors for neutropenia.",intervention | comparator,missing_required_intervention | missing_required_comparator,The study does not investigate pegfilgrastim or any G-CSF as an intervention; it focuses on risk factors for chemotherapy-induced neutropenia. | The study is a single-arm retrospective study on risk factors and does not include a comparator arm of filgrastim as required by the eligibility criteria.,adults | breast cancer | chemotherapy,,,,,True,False,,True,"Single-arm retrospective study, no comparator arm for interventions.",febrile neutropenia,False,Febrile neutropenia incidence is reported.,retrospective study,True,False,72,True,2018,,English,True
36271187,exclude,1,"The study is excluded because the intervention is oral hygiene, not pegfilgrastim, and it lacks the required comparator (filgrastim). Population, outcomes, and study design are otherwise acceptable.",intervention | comparator,wrong_intervention | missing_required_comparator,"The study's primary intervention is oral hygiene, not pegfilgrastim. While G-CSFs are mentioned for a subset of patients, pegfilgrastim is not specified as the intervention of interest. | The study does not compare pegfilgrastim to filgrastim. It lacks the required comparator arm.",adults | breast cancer | chemotherapy,,,,,True,False,,True,The study investigates oral hygiene and does not have a comparator arm of filgrastim.,febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is a primary outcome.,cohort study,True,False,137,True,,,English,True
31814585,exclude,1,"The study does not investigate the specified intervention (pegfilgrastim) or comparator (filgrastim). Instead, it compares different chemotherapy regimens regarding FN incidence.",intervention | comparator,wrong_intervention | wrong_comparator,The study mentions general 'G-CSF prophylaxis' but does not specify pegfilgrastim as the intervention. | The study compares two different chemotherapy regimens (3F-3D vs 4AC-12P) and does not compare pegfilgrastim to filgrastim.,breast cancer patients | chemotherapy regimens,,,,,True,False,,True,"Study compares chemotherapy regimens, not G-CSF types.",febrile neutropaenia (FN) | FN incidence,False,Incidence of febrile neutropenia is a primary outcome.,retrospective single-centre study,True,False,221,True,,,English,True
30997742,exclude,2,"Study is excluded because it is a single-arm observational study and lacks the required filgrastim comparator. Additionally, the population includes other cancer types beyond breast cancer, triggering an exclusion for population.",comparator | population,missing_required_comparator | wrong_population,"The study is a single-arm observational study focusing on pegfilgrastim prophylaxis and does not include a comparator arm of filgrastim, which is required by the eligibility criteria. | The study population includes patients with diffuse large B-cell lymphoma, which is an 'other cancer type' not specified in the PICO for breast cancer.",breast cancer | chemotherapy,,other cancer types,pegfilgrastim,,True,False,,True,"Study is single-arm, no comparator present.",febrile neutropenia | incidence of febrile neutropenia,False,Incidence of febrile neutropenia is reported as an outcome.,observational study,True,False,127,True,,,English,True
31622064,exclude,0,"The study is a microsimulation modeling study, not a clinical trial or observational study. It evaluates G-CSF prophylaxis generally across multiple cancer types and does not compare pegfilgrastim to filgrastim specifically. Multiple major criteria are not met.",intervention | comparator | population | study_design,wrong_intervention | wrong_comparator | other_cancer_types | wrong_design,"The study discusses G-CSF prophylaxis generally, not specifically pegfilgrastim as the intervention. | The study compares G-CSF use patterns (including 'no G-CSF use') but does not compare pegfilgrastim to filgrastim as required. | The study population includes breast, lung, gynecological cancers, and non-Hodgkin lymphoma, which includes 'other cancer types' explicitly excluded by the criteria. | The study uses a 'microsimulation' design, which is a modeling study and not an included study design (randomized controlled trial, cohort study, or observational study).",breast cancer | chemotherapy,adults,other cancer types,,,True,False,,True,"Study compares G-CSF use patterns (current, targeted, reduced, no G-CSF) not filgrastim.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is mentioned.,microsimulation,False,False,,,,,English,True
35708316,exclude,1,"The study is excluded because the comparator arm (same-day vs. next-day pegfilgrastim) does not match the required comparator (filgrastim). While population, intervention, outcomes, and study design are generally aligned, the comparator mismatch is a critical exclusion criterion.",comparator,wrong_comparator,"The study compares same-day versus next-day pegfilgrastim, but the eligibility criteria require a comparison against filgrastim. The specified comparator is not present.",patients | chemotherapy | breast cancer,,,pegfilgrastim,,True,False,,True,"Study compares two different timings of pegfilgrastim, not pegfilgrastim vs. filgrastim.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is reported.,retrospective cohort study,True,False,297,True,,,English,True
33093252,exclude,1,"The study is excluded because the intervention is lipegfilgrastim, not pegfilgrastim, and it lacks the required comparator (filgrastim) as it is a single-arm study.",intervention | comparator,wrong_intervention | missing_required_comparator,"The study investigates lipegfilgrastim, which is not the required intervention (pegfilgrastim). | The study is a single-arm observational study and does not include a comparator group, specifically not filgrastim, which is required by the eligibility criteria.",adults | breast cancer | chemotherapy,,,,other G-CSF (not filgrastim),True,False,,True,"Study is single-arm, evaluating lipegfilgrastim without a comparator arm.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is reported.,observational study,True,False,142,True,,,English,True
31910384,exclude,1,"The study is an NCCN guideline insight, which is an excluded study design. Additionally, it does not provide a direct comparison between pegfilgrastim and filgrastim, which is a required comparator.",study_design | comparator,wrong_design | missing_required_comparator,"The study is an 'NCCN Guidelines Insights', which is a type of guideline or review, explicitly excluded by the study design criteria. | The study does not present a direct comparison between pegfilgrastim and filgrastim, which is a required comparator for eligibility.",,adults | breast cancer | chemotherapy,,,,True,False,,True,Study is a guideline insight and does not present a comparative study arm with filgrastim.,febrile neutropenia | FN,False,Febrile neutropenia is discussed as a key topic.,guideline insight,False,True,,,2020,True,English,True
40098083,exclude,0,"The study is excluded due to multiple mismatches in population (non-small cell lung cancer instead of breast cancer), intervention (telpegfilgrastim instead of pegfilgrastim), and comparator (Topneuter®/Xinruibai® instead of filgrastim).",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is patients with non-small cell lung cancer (NSCLC), not breast cancer as required by the eligibility criteria. | The intervention studied is telpegfilgrastim, which is a different PEG-rhG-CSF than the required pegfilgrastim. | The comparator used is rhG-CSF (Topneuter®) or PEG-rhG-CSF (Xinruibai®), neither of which is filgrastim as required by the eligibility criteria.",,adults | breast cancer | chemotherapy,other cancer types,,other G-CSF (not filgrastim),True,False,,True,"Comparator is rhG-CSF (Topneuter®) or PEG-rhG-CSF (Xinruibai®), not filgrastim.",incidence of febrile neutropenia,False,Incidence of febrile neutropenia (FN) is listed as a secondary endpoint.,randomized controlled trial,True,False,133,True,2021,,English,True
12488286,exclude,1,"The study is excluded primarily due to the absence of a specified comparator and the likely study design being a review or commentary, which are not eligible. Key population and outcome details are also missing from the title.",comparator | study_design | population | outcomes,missing_required_comparator | wrong_design | missing_population_details | no_required_outcome,"The study title does not mention a comparator, and the eligibility criteria require a comparison to filgrastim. Without an abstract or full text, it is impossible to determine if a comparator exists. | The title 'Pegfilgrastim: the promise of pegylation fulfilled' suggests a review, commentary, or general overview, which is an excluded study design. It does not appear to be an original research study (RCT, cohort, or observational). | The study title does not specify the required population of adult patients with breast cancer receiving cytotoxic chemotherapy. | The study title does not mention the required outcome of febrile neutropenia incidence.",,adults | breast cancer | chemotherapy,,Pegfilgrastim,,True,False,,True,No comparator mentioned in title; filgrastim is required.,,False,No outcomes mentioned in title.,unclear (likely review/commentary),False,False,,,,,English,True
33753622,exclude,1,"The study is excluded primarily due to the lack of a required comparator (it's a single-arm study), the intervention not being specific to pegfilgrastim, the population not being specific to breast cancer, and the outcomes not including febrile neutropenia incidence.",comparator | intervention | population | outcomes,missing_required_comparator | wrong_intervention | wrong_population | no_required_outcome,"The study is a single-arm observational study of G-CSF safety and does not include a comparator group of filgrastim as required by the eligibility criteria. | The study investigates general G-CSF, not specifically pegfilgrastim as required by the eligibility criteria. | The study population consists of general 'cancer patients' with chemotherapy-induced neutropenia, not specifically 'breast cancer' patients. | The study focuses on the safety profile and adverse events of G-CSF, not the incidence of febrile neutropenia.",adults | chemotherapy,breast cancer,,,,True,False,,True,"Study is single-arm, no comparator group present.",,False,"Outcomes reported are adverse events and safety profile, not febrile neutropenia incidence.",observational study,True,False,100,True,,,English,True
32405154,exclude,0,"The study is excluded because the title provides no information on the PICO elements (population, intervention, comparator, outcomes) and suggests an excluded study design (review/commentary). No abstract or full text is available to clarify.",population | intervention | comparator | outcomes | study_design,wrong_population | wrong_intervention | missing_required_comparator | no_required_outcome | wrong_design,"The study title does not specify the required population of 'adults with breast cancer receiving cytotoxic chemotherapy'. | The study title does not mention 'pegfilgrastim' or any specific intervention related to G-CSF. | The study title does not mention 'filgrastim' or any comparator, and the study is unlikely to be a comparative study based on the title. | The study title does not mention 'febrile neutropenia' or related outcomes. | The title 'Personalized cancer supportive care in COVID-19 era' suggests a review, editorial, or commentary, which are excluded study designs.",,adults | breast cancer | chemotherapy,,,,True,False,,True,No comparator mentioned in title; likely not a comparative study.,,False,No outcomes related to febrile neutropenia mentioned.,,False,False,,,,,English,True
34010932,exclude,0,"The study is excluded due to multiple fundamental mismatches across population, intervention, comparator, and outcomes. The population is pediatric with solid tumors, the intervention is Pegteograstim (not Pegfilgrastim), it's a single-arm study with a historic control (violating comparator requirements), and it does not report febrile neutropenia.",population | intervention | comparator | outcomes,wrong_population | wrong_intervention | missing_required_comparator | no_required_outcome,"The study population consists of children and adolescents with solid tumors, which does not match the required adult patients with breast cancer. | The intervention studied is Pegteograstim, not Pegfilgrastim as specified in the eligibility criteria. | The study is a single-arm design with a historic control, which does not meet the requirement for a concurrent comparator arm (filgrastim) and does not accept single-arm studies. | The study reports on duration of neutropenia and neutrophil recovery, but not on the incidence of febrile neutropenia.",,adults | breast cancer,pediatric | children | adolescents | other cancer types,,,True,False,,True,"Study is a single-arm design with a historic control, not a concurrent comparator arm.",,True,"Only reports duration of neutropenia and time to neutrophil recovery, which are in the 'exclude_if_only' list, and does not mention febrile neutropenia.",single-arm study,True,False,32,True,,,English,True
36456156,exclude,1,"The study is excluded because the population is esophageal cancer instead of breast cancer, and it lacks the required comparator (filgrastim) as it is a single-arm study.",population | comparator,wrong_population | missing_required_comparator,"The study population is patients with esophageal cancer, not breast cancer as required by the eligibility criteria. | The study is a single-arm study investigating predictive factors of febrile neutropenia after pegfilgrastim, and does not include filgrastim as a comparator, which is required.",,breast cancer,other cancer types,pegfilgrastim,,True,False,,True,"Study is single-arm, no comparator arm present.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is a primary outcome.,retrospective cohort study,True,False,100,True,2021,True,English,True
40329331,exclude,1,The study is excluded because both the intervention (8MW0511 vs pegfilgrastim) and the comparator (pegfilgrastim vs filgrastim) do not match the PICO requirements.,intervention | comparator,wrong_intervention | wrong_comparator,"The study's intervention is 8MW0511, a novel G-CSF, not pegfilgrastim as required by the PICO. | The study's comparator is PEG-rhG-CSF (pegfilgrastim), not filgrastim as required by the PICO.",breast cancer | chemotherapy,,,,,True,False,,True,"Study compares 8MW0511 to PEG-rhG-CSF (pegfilgrastim), but the required comparator is filgrastim.",febrile neutropenia | FN,False,Incidence of febrile neutropenia is reported.,randomized controlled trial,True,False,492,True,,,English,True
16873438,exclude,1,The study is excluded primarily because the specific intervention (pegfilgrastim) and comparator (filgrastim) are not mentioned in the title. The title suggests a comparison of G-CSF prophylaxis strategies rather than a specific drug comparison.,intervention | comparator | outcomes,wrong_intervention | wrong_comparator | no_required_outcome,"The study title mentions 'G-CSF prophylaxis' but does not specify 'pegfilgrastim' as the intervention, which is required by the eligibility criteria. | The study title does not mention 'filgrastim' as a comparator. The question implies a comparison of primary vs secondary G-CSF prophylaxis, not pegfilgrastim vs filgrastim. | The study title does not explicitly mention 'febrile neutropenia' or 'FN incidence' as an outcome.",breast cancer | TAC chemotherapy,adults,,,,True,False,,True,Comparator 'filgrastim' is not mentioned in the title.,,False,No specific outcome related to febrile neutropenia mentioned.,,,,,,,,English,True
30124123,exclude,1,The study is excluded primarily because it lacks the required comparator (filgrastim) and includes a mixed cancer population rather than specifically breast cancer patients. It focuses on pegfilgrastim utilization patterns rather than a comparative efficacy study.,comparator | population,missing_required_comparator | other_cancer_types,"The study evaluates pegfilgrastim use and guideline adherence, but does not compare pegfilgrastim to filgrastim. It is a single-arm study regarding pegfilgrastim utilization, and the eligibility criteria require a comparator and do not accept single-arm designs. | The study population includes patients with various cancer types, as indicated by 'Pegfilgrastim use significantly varied by cancer type', whereas the eligibility criteria specify 'breast cancer' only.",adults | chemotherapy,breast cancer,other cancer types,pegfilgrastim,,True,False,,True,"Study is single-arm, no comparator arm (filgrastim) is present.",febrile neutropenia,False,Febrile neutropenia is mentioned as an outcome of interest.,retrospective cohort study,True,False,154,True,2015,,English,True
34342555,exclude,1,"Study is excluded because the intervention is general G-CSF (not specifically pegfilgrastim) and the comparator is no G-CSF (not filgrastim), which are critical mismatches with the PICO.",intervention | comparator,wrong_intervention | wrong_comparator,"The study investigates general G-CSF, not specifically pegfilgrastim as required by the PICO. | The study compares G-CSF to no G-CSF, not to filgrastim as required by the PICO.",adult patients | breast cancer | chemotherapy,,,,,True,False,,True,"Study compares G-CSF to a non-G-CSF group, which is not filgrastim.",febrile neutropenia | FN incidence,False,Febrile neutropenia rate is a primary outcome.,retrospective cohort study,True,False,276,True,,,English,True
34870568,exclude,1,"Study is excluded due to critical mismatches in intervention, comparator, and outcomes. It is a G-CSF utilization study, not a comparative effectiveness study of pegfilgrastim vs filgrastim for febrile neutropenia incidence.",intervention | comparator | outcomes,wrong_intervention | wrong_comparator | no_required_outcome,"The study investigates general G-CSF utilization, not specifically pegfilgrastim as required by the PICO. | The study does not compare pegfilgrastim to filgrastim. It is a utilization study, not a comparative study between the specified interventions. | The study mentions febrile neutropenia as a reason for G-CSF use but does not report its incidence as a study outcome.",breast cancer | chemotherapy | adults,,,,,True,False,,True,"Study is a utilization study, not a comparative trial between pegfilgrastim and filgrastim.",,False,"Febrile neutropenia is mentioned as a rationale, but not a reported outcome.",retrospective cohort study,True,False,229,True,,,English,True
39799438,exclude,1,"The study is excluded due to clear mismatches in the intervention (general G-CSF vs. specific pegfilgrastim), comparator (G-CSF vs. no G-CSF vs. specific filgrastim), and outcomes (neutropenia vs. febrile neutropenia).",intervention | comparator | outcomes,wrong_intervention | wrong_comparator | no_required_outcome,"The study investigates granulocyte-colony stimulating factor (G-CSF) in general, not specifically pegfilgrastim as required by the intervention criteria. | The study compares G-CSF (unspecified type) to no G-CSF, which does not match the required comparator of filgrastim. | The study reports 'grade 1 neutropenia' and 'anemia', but does not report 'febrile neutropenia' which is a required outcome. 'Neutropenia' alone is an excluded outcome if no required outcomes are present.",breast cancer | chemotherapy,adults,,,,True,False,,True,"Study compares G-CSF (unspecified type) to no G-CSF, not filgrastim.",,True,"Study reports 'grade 1 neutropenia' and 'anemia', but not 'febrile neutropenia'.",observational retrospective study,True,False,141,True,,,English,True
40332472,exclude,1,"Study is excluded because it does not include the required comparator (filgrastim). It is a risk factor analysis, not a comparative study of pegfilgrastim vs. filgrastim.",comparator,wrong_comparator,"The study does not compare pegfilgrastim to filgrastim; instead, it identifies risk factors for febrile neutropenia, including the absence of pegfilgrastim prophylaxis.",breast cancer | chemotherapy,,,pegfilgrastim,,True,False,,True,"Study investigates risk factors for FN, including 'no primary prophylaxis with pegfilgrastim', but does not compare pegfilgrastim to filgrastim.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is a primary outcome.,prospective multicenter study,True,False,477,True,2017,,English,True
33156437,exclude,0,"Study is a model-based in vitro simulation, not a clinical study. It does not report on febrile neutropenia and does not provide a direct clinical comparison between pegfilgrastim and filgrastim in breast cancer patients.",study_design | outcomes | comparator | population,wrong_design | no_required_outcome | wrong_comparator | wrong_population,"The study is a model-based simulation and in vitro study, not a randomized controlled trial, cohort study, or observational study as required. | The study reports on 'neutropenia' and 'ANC count' but not 'febrile neutropenia', which is the required outcome. | The study models the effects of pegfilgrastim and filgrastim rather than directly comparing them in a clinical setting as required by the PICO. | The study does not specify 'breast cancer' patients, which is a required population characteristic.",chemotherapy,adults | breast cancer,,pegfilgrastim,,True,False,,True,"Study models effects of filgrastim, but does not provide a direct clinical comparator arm as required.",,True,"Only 'neutropenia' and 'ANC count' are mentioned, not 'febrile neutropenia'.",model-based in vitro study,False,True,,,,,English,True
25082364,exclude,1,"The study is excluded primarily due to the absence of the specified intervention (pegfilgrastim) and comparator (filgrastim) comparison. Additionally, the population includes other cancer types not relevant to the PICO.",intervention | comparator | population,wrong_intervention | wrong_comparator | other_cancer_types,"The study mentions 'colony-stimulating factors (CSF)' generally but does not specify pegfilgrastim as the intervention of interest. | The study does not compare pegfilgrastim to filgrastim. It is an observational study of febrile neutropenia risk and general CSF use, not a direct comparison of the specified G-CSFs. | The study population includes patients with metastatic pancreatic cancer and non-Hodgkin's lymphoma, which are 'other cancer types' not specified in the PICO.",adult patients | breast cancer | chemotherapy regimens,,other cancer types,,,True,False,,True,No specific comparator (filgrastim) to pegfilgrastim is mentioned; study observes general CSF use.,febrile neutropenia | FN incidence | incidence proportion of FN,False,Incidence of febrile neutropenia is a primary outcome.,retrospective cohort design,True,False,,,,,English,True
36456134,exclude,1,Study excluded because the intervention is not specifically pegfilgrastim and the comparator is 'no G-CSF' instead of 'filgrastim'.,intervention | comparator,wrong_intervention | wrong_comparator,"The study investigates the effect of general G-CSF, not specifically pegfilgrastim as required by the intervention criteria. | The study compares G-CSF to no G-CSF, whereas the required comparator is filgrastim.",adult patients | breast cancer | chemotherapy,,,,,True,False,,True,"The study compares G-CSF to no G-CSF, which does not match the required comparator of filgrastim.",febrile neutropenia | FN incidence,False,Incidence of febrile neutropenia is a primary outcome.,observational study,True,False,106,True,,,English,True
40388078,exclude,1,"The study is excluded because it does not specify pegfilgrastim as the intervention and critically lacks the required comparator (filgrastim). It is a descriptive study of FNH incidence and general G-CSF use, not a comparative study of the specific PICO elements.",intervention | comparator,wrong_intervention | missing_required_comparator,The study mentions general G-CSF use but does not specify pegfilgrastim as the intervention of interest. | The study is descriptive and does not compare pegfilgrastim to filgrastim. It lacks the required comparator arm.,patients with early breast cancer | receiving perioperative chemotherapy | mean age of 56.9 years,,,,,True,False,,True,The study is descriptive and does not have a comparator arm comparing pegfilgrastim to filgrastim.,febrile neutropenia-related hospitalization | incidence of FNH,False,Incidence of febrile neutropenia-related hospitalization (FNH) is reported.,retrospective nationwide large-scale database study,True,False,33310,True,2020,True,English,True
35324270,exclude,1,"The study is excluded because the comparator arm (originator pegfilgrastim) does not match the required comparator (filgrastim) as per the eligibility criteria. Other criteria like population, intervention (pegfilgrastim is present), outcomes, and study design are met.",comparator,wrong_comparator,"The study compares biosimilar pegfilgrastim to originator pegfilgrastim. The eligibility criteria require the comparator to be filgrastim, which is not present in this study.",adults | breast cancer | chemotherapy,,,pegfilgrastim,,True,False,,True,"Study compares biosimilar pegfilgrastim to originator pegfilgrastim, not filgrastim as required.",febrile neutropenia,False,Febrile neutropenia is listed as a secondary endpoint.,randomized controlled trial,True,False,120,True,,,English,True
