study_id,decision,cumulative_score,overall_notes,reasons_domains,reasons_codes,reasons_texts,population_matched_must_include,population_missing_must_include,population_exclude_flags_triggered,intervention_matched_must_include_any_of,intervention_exclude_flags_triggered,comparator_required,comparator_accept_single_arm,comparator_matched_must_include_any_of,comparator_missing,comparator_notes,outcomes_matched_required_any_of,outcomes_exclude_if_only_triggered,outcomes_notes,study_design_classified_as,study_design_matches_include_list,study_design_matches_exclude_list,other_estimated_sample_size,other_sample_size_ok,other_year_of_publication,other_within_year_range,other_language,other_language_allowed
39180903,exclude,1,"The study is excluded due to significant mismatches in population, intervention, and the absence of a required comparator arm. While some outcomes and the study design are acceptable, the core PICO elements are not met.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population consists of patients with relapsed/refractory FLT3-mutated AML receiving triplet therapy, with some later receiving allo-HSCT. The PICO requires patients who have already undergone allogeneic stem-cell transplantation prior to the intervention. | The study investigates a triplet therapy (gilteritinib+venetoclax+azacitidine) for relapsed/refractory AML, which is not described as TKI maintenance therapy after allogeneic stem-cell transplantation as required by the PICO. | The study is a single-arm retrospective analysis and lacks a comparator arm (e.g., no TKI maintenance, observation) as required by the eligibility criteria, which explicitly state that single-arm studies are not accepted.",acute myeloid leukemia | AML | FLT3 mut,adults | FLT3-ITD | allogeneic stem-cell transplantation (as a pre-requisite for maintenance),,gilteritinib,,True,False,,True,Study is a single-arm retrospective analysis; no comparator arm is present.,overall survival | OS,False,Overall survival is reported.,retrospective cohort study,True,False,29,True,,,English,True
36071219,exclude,1,"The study is excluded due to multiple major mismatches including population (xenograft model, not human patients with AML), intervention (S1P/S1PR1 inhibition, not TKI maintenance), comparator, and study design (animal study).",population | intervention | comparator | study_design | other,wrong_population | wrong_intervention | wrong_comparator | wrong_design | non_human,"The study is conducted in a xenograft model, not directly on human patients. It also does not specify 'adults', 'FLT3-ITD', or 'acute myeloid leukemia'. | The intervention studied is S1P/S1PR1 pathway inhibition, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study does not compare TKI maintenance to no TKI maintenance, which is the required comparator. | The study uses a xenograft model, which is an animal study design and is explicitly excluded. | The study is conducted in a xenograft model, violating the 'humans_only' requirement.",allogeneic hematopoietic cell transplantation,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,"The study investigates inhibition of Sphk1 or S1PR1, not TKI maintenance vs. no TKI maintenance.",graft-versus-host disease | GVHD,False,GVHD is mentioned as an outcome.,animal study (xenograft model),False,True,,,,,English,True
40106768,exclude,1,"The study is excluded due to significant mismatches in population (not FLT3-ITD AML), intervention (JAK inhibitor for GVHD, not TKI for FLT3-ITD AML), and the absence of a required comparator arm.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is not specified as FLT3-ITD-mutated acute myeloid leukemia (AML). The study focuses on graft-versus-host disease (GVHD) prevention post-HCT, without specifying the underlying disease as FLT3-ITD AML. | The intervention is ruxolitinib, a JAK inhibitor, used for GVHD prevention. The eligibility criteria require a tyrosine kinase inhibitor (TKI) specifically for FLT3-ITD AML maintenance, which ruxolitinib is not in this context. | The study is described as a phase 2 trial administering ruxolitinib maintenance, implying a single-arm design or lacking an explicit comparator arm of 'no TKI maintenance' or equivalent, which is required by the eligibility criteria.",allogeneic hematopoietic cell transplantation | HCT,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,Study appears to be a single-arm phase 2 trial; no explicit comparator arm of 'no TKI maintenance' is described.,"GVHD-free, relapse-free survival | Overall survival | graft-versus-host disease | cGVHD",False,"Relapse-free survival, overall survival, and GVHD outcomes are reported.","prospective, multicenter, phase 2 trial",True,False,78,True,,,English,True
35551662,exclude,0,"The study is a review article, not a primary research study, and focuses on immune-based therapies rather than TKI maintenance. It also does not specify the FLT3-ITD mutation in the population and lacks a comparator arm.",study_design | intervention | comparator | population,wrong_design | wrong_intervention | missing_required_comparator | wrong_population,"The study is a review article, which is explicitly excluded by the eligibility criteria. | The study focuses on immune-based therapies such as checkpoint inhibitors, bispecific antibodies, CAR T-cell therapy, and ADCs, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study is a review and does not describe a specific intervention with a comparator arm, which is required by the eligibility criteria. | The study population is not specifically restricted to 'FLT3-ITD-mutated' acute myeloid leukemia.",adults | acute myeloid leukemia | AML | allogeneic stem cell transplantation | allo-SCT,FLT3-ITD,,,,True,False,,True,The study is a review and does not present a specific comparator arm.,,False,Outcomes related to TKI maintenance are not discussed as primary or secondary outcomes of a specific study.,review,False,True,,,,,English,True
40079105,include,9,"The study is a randomized phase III trial comparing quizartinib (a TKI) maintenance therapy to placebo in FLT3-ITD positive AML patients who underwent allo-HCT, reporting on overall survival and GVHD. This aligns well with all eligibility criteria.",,,,adults | FLT3-internal tandem duplication (ITD)-positive acute myeloid leukemia (AML) | allogeneic hematopoietic cell transplantation (allo-HCT),,,quizartinib maintenance therapy | single-agent maintenance therapy,,True,False,placebo,False,Study compares quizartinib to placebo as maintenance therapy.,overall survival (OS) | graft-versus-host disease,False,Reports overall survival and graft-versus-host disease.,randomized phase III trial,True,False,,,,,English,True
40828961,exclude,1,"The study is excluded because it does not investigate the specified intervention (TKI maintenance) or comparator (no TKI maintenance), and the population is not exclusively post-allogeneic stem-cell transplantation.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is not exclusively FLT3-ITD-mutated AML patients who have undergone allogeneic stem-cell transplantation; it includes patients who did not undergo allo-HSCT. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy as an intervention; it focuses on prognostic covariates. | The study does not include a comparator group of 'no TKI maintenance' or equivalent, as it is a prognostic study.",acute myeloid leukemia | AML | FLT3-ITD,allogeneic stem-cell transplantation,,,,True,False,,True,No comparator for TKI maintenance therapy is present; the study is observational on prognostic factors.,relapse-free survival | overall survival,False,"Relapse-free survival and overall survival are mentioned, but in the context of prognostic factors, not TKI maintenance.",cohort study,True,False,318,True,,,English,True
36526260,exclude,1,"The study is excluded because the comparator arm (salvage chemotherapy) does not match the required comparator ('no TKI maintenance') for the post-transplantation setting, despite other criteria like population, intervention, outcomes, and study design being a good match.",comparator,wrong_comparator,"The study compares gilteritinib (pre-transplant) to salvage chemotherapy (pre-transplant) in patients who underwent transplantation. The PICO requires a comparator of 'no TKI maintenance' post-transplantation, which is not present in this study.",adults | FLT3-mutated | acute myelogenous leukemia | AML | hematopoietic stem cell transplantation | HSCT,,,gilteritinib maintenance therapy | post-transplantation gilteritinib maintenance therapy,,True,False,,True,"The study's comparator is salvage chemotherapy, not 'no TKI maintenance' as required by the PICO.",overall survival | OS | relapse rates | graft-versus-host disease,False,"Overall survival, relapse rates, and GVHD are reported.",randomized controlled trial,True,False,,,,,English,True
38197938,exclude,1,"The study is excluded primarily due to the lack of a comparator group, the intervention not being a TKI, and the inclusion of MDS patients. While some outcomes and study design aspects align, the core PICO elements are mismatched.",comparator | intervention | population,missing_required_comparator | wrong_intervention | wrong_population,"The study is a single-arm phase 1 trial and lacks a comparator group, but the eligibility criteria require a comparator and do not accept single-arm designs. | The intervention is venetoclax and azacitidine maintenance, which is not a tyrosine kinase inhibitor (TKI) maintenance as required by the eligibility criteria. | The study population includes patients with myelodysplastic syndromes (MDS), which is an exclusion criterion. The study also does not specify FLT3-ITD mutation status.",acute myeloid leukemia | AML | allogeneic stem cell transplantation | allo-SCT,adults | FLT3-ITD,myelodysplastic syndrome | MDS,,non-TKI maintenance,True,False,,True,Study is a single-arm phase 1 trial with no explicit comparator arm.,overall survival | OS | graft-versus-host disease | GVHD,False,Overall survival and GVHD rates are reported.,phase 1 clinical trial,True,False,27,True,,,English,True
35349331,exclude,1,"The study is excluded because the population is clearly pediatric, which directly contradicts the 'adults' requirement. While the intervention, comparator, and outcomes align, the population mismatch is a critical exclusion criterion.",population,wrong_population,"The study population consists of 'children' and 'pediatric' patients, whereas the eligibility criteria specify 'adults'. The study also does not primarily focus on patients who have undergone 'allogeneic stem-cell transplantation' as the defining characteristic of the population for the intervention.",,adults | allogeneic stem-cell transplantation,pediatric | children,tyrosine kinase inhibitor maintenance | TKI maintenance,,True,False,no TKI maintenance,False,"Comparator is 'identical chemotherapy without sorafenib', which implies no TKI maintenance.",relapse-free survival,False,"Outcomes include 'event-free survival', 'disease-free survival', and 'relapse risk', which are related to relapse-free survival.",clinical trial,True,False,148,True,,,English,True
33108244,exclude,1,"The study is excluded because the population does not specify FLT3-ITD mutation and the intervention is not TKI maintenance, which are both critical eligibility criteria.",population | intervention,wrong_population | wrong_intervention,"The study population does not specify 'FLT3-ITD-mutated' acute myeloid leukemia, which is a required characteristic. | The intervention is rhG-CSF combined with decitabine maintenance, not tyrosine kinase inhibitor (TKI) maintenance as required.",adults | acute myeloid leukemia | AML | allogeneic stem-cell transplantation | allo-HSCT,FLT3-ITD,,,chemotherapy maintenance,True,False,no intervention,False,"Comparator is 'no intervention', which aligns with 'observation' or 'no TKI maintenance' in principle, but the intervention itself is not TKI.",relapse-free survival | overall survival | graft-versus-host disease | GVHD,False,"Relapse after transplantation, survival, and cGVHD are reported.",randomized controlled trial,True,False,204,True,,,English,True
38066845,exclude,0,"The study is a review, which is an excluded study design. Additionally, the population and intervention do not match the PICO, and no comparator is present.",study_design | population | intervention | comparator,wrong_design | wrong_population | wrong_intervention | missing_required_comparator,"The study is a review, which is explicitly excluded by the eligibility criteria. | The study population is broadly patients post allogeneic HCT with chronic GVHD, not specifically adults with FLT3-ITD-mutated acute myeloid leukemia. | The intervention discussed includes various cGVHD prevention and treatment strategies, including some TKIs for cGVHD, but not TKI maintenance therapy for FLT3-ITD AML. | The study is a review and does not describe a comparative study with a 'no TKI maintenance' arm.",allogeneic hematopoietic cell transplantation | allo-HCT,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,"Study is a review, no specific comparator arm present.",graft-versus-host disease | GVHD | relapse-free survival | GRFS,False,Chronic GVHD and GRFS are mentioned as outcomes.,review,False,True,,,,,English,True
36227687,exclude,0,"This study is an animal study focusing on the immunological mechanisms of GvHD in mice, not a clinical study on TKI maintenance in human AML patients. It fails on multiple critical eligibility criteria including population, intervention, and study design.",other | population | intervention | study_design | comparator,non_human | wrong_population | wrong_intervention | wrong_design | missing_required_comparator,"The study was conducted on 'Animals' (mice) and not humans, which is a direct exclusion criterion. | The study population consists of mice, not adult humans with FLT3-ITD-mutated AML who have undergone allogeneic stem-cell transplantation. | The intervention studied involves 'MHC class II (MHCII) expressed on Ccl19+ fibroblastic reticular cells (FRCs)' and 'Treg transfer', not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study is an 'animal study' using 'mouse models', which is explicitly excluded by the study design criteria. | Study lacks required comparator arm and accept_single_arm is false",,adults | FLT3-ITD | acute myeloid leukemia | AML | allogeneic stem-cell transplantation,,,,True,False,,True,"The study compares genetic modifications in mice, not TKI maintenance versus no TKI maintenance.",graft-versus-host disease,False,"Acute graft versus host disease (aGvHD) is mentioned, but in an animal model context unrelated to the PICO.",animal study,False,True,,,,,English,True
40737595,exclude,1,"The study is excluded because the intervention and comparator are fundamentally different from the PICO question, focusing on pre-transplant strategies rather than post-transplant TKI maintenance. The population also lacks the required 'FLT3-ITD' mutation specification.",intervention | comparator | population,wrong_intervention | wrong_comparator | missing_population_characteristic,"The study investigates pre-transplant strategies (salvage chemotherapy vs immediate alloHCT) rather than post-transplant TKI maintenance therapy. | The study compares two different pre-transplant strategies (RIST vs immediate alloHCT), neither of which is 'no TKI maintenance' as required. | The study population is not specified as 'FLT3-ITD-mutated acute myeloid leukemia'.",acute myeloid leukemia | AML | allogeneic hematopoietic cell transplant | alloHCT,adults | FLT3-ITD,,,,True,False,,True,"The study compares RIST with salvage chemotherapy vs immediate alloHCT, which are not 'no TKI maintenance'.",Overall survival,False,Overall survival is reported.,randomized controlled trial,True,False,281,True,,,English,True
41348911,exclude,0,"The study is excluded due to multiple critical mismatches in population (includes MDS, no FLT3-ITD), intervention (non-TKI maintenance), and comparator (single-arm study when a comparator is required).",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population includes 'MDS' (myelodysplastic syndrome), which is an exclusion criterion. It also does not specify 'FLT3-ITD' mutation, which is a required population characteristic. | The intervention is venetoclax/decitabine maintenance, which are not tyrosine kinase inhibitors (TKI) or FLT3 inhibitors. This falls under 'non-TKI maintenance', an exclusion criterion. | The study is a single-arm phase 1 study and does not include a comparator arm, but the eligibility criteria require a comparator and do not accept single-arm designs.",acute myeloid leukemia | AML | allogeneic stem-cell transplantation,FLT3-ITD | adults,myelodysplastic syndrome | MDS,,non-TKI maintenance,True,False,,True,"Single-arm phase 1 study, no comparator arm present.",overall survival | OS | graft-versus-host disease | GVHD,False,"Overall survival and GVHD are reported, and progression-free survival is a relevant outcome.",clinical trial,True,False,30,True,,,English,True
40590852,include,9,"The study is a randomized trial of gilteritinib maintenance vs placebo in FLT3-ITD AML patients post-allogeneic HCT, directly addressing the PICO. While 'adults' is not explicitly stated, 'patients' in this context typically refers to adults. All other key criteria are met.",,,,FLT3-ITD-mutated acute myeloid leukemia | AML | allogeneic hematopoietic cell transplantation,adults,,gilteritinib as posttransplantation maintenance,,True,False,placebo,False,"Study compares gilteritinib vs placebo, which is an exact match for the required comparator.",relapse-free survival,False,Study mentions 'relapse-free survival benefit' and 'cumulative incidence of relapse'.,randomized controlled trial,True,False,,,,,English,True
39167766,include,10,"The study clearly meets all specified eligibility criteria, including population, intervention (TKI maintenance), comparator (placebo), outcomes (RFS), and study design (randomized trial).",,,,FLT3-ITD+ acute myeloid leukemia | AML | allogeneic hematopoietic cell transplantation,,,gilteritinib maintenance,,True,False,placebo,False,"Comparator is placebo, which is an exact match for the required comparator.",relapse-free survival (RFS),False,Relapse-free survival (RFS) is explicitly mentioned as a primary analysis outcome.,randomized controlled trial,True,False,,,,,English,True
37480164,exclude,0,"The study is excluded due to multiple fundamental mismatches: it focuses on pediatric patients, is a research blueprint/review rather than a primary clinical study, and consequently lacks a comparator arm.",population | study_design | comparator,wrong_population | wrong_design | missing_required_comparator,"The study explicitly focuses on 'pediatric patients' and 'children', which are excluded by the eligibility criteria requiring 'adults'. | The study is described as a 'blueprint for research', which is a type of review or guideline, not a primary clinical study (e.g., RCT, cohort study) as required. | As a blueprint/review, the study does not report a primary comparison with a control group, which is required for eligibility.",,adults | FLT3-ITD | acute myeloid leukemia | AML | allogeneic stem-cell transplantation,pediatric | children,,,True,False,,True,"Study is a blueprint/review, not a primary study with a comparator arm.",overall survival,False,"Overall survival is mentioned, but not as a primary outcome from a clinical trial reported in this study.",blueprint for research,False,True,,,2023,,English,True
36149461,exclude,1,"The study is excluded due to multiple major mismatches in population (MDS, no FLT3-ITD), intervention (azacitidine instead of TKI), and the absence of a required comparator arm (single-arm study).",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population primarily includes patients with myelodysplastic syndromes (MDS) or AML with antecedent MDS, which is an exclusion criterion. It also does not specify FLT3-ITD mutation. | The intervention is azacitidine maintenance, which is not a tyrosine kinase inhibitor (TKI) or FLT3 inhibitor as required by the eligibility criteria. | The study is a single-arm dose-escalation study and lacks a comparator group, while the eligibility criteria require a comparator and do not accept single-arm designs.",adults | acute myeloid leukemia | AML | HSCT,FLT3-ITD,myelodysplastic syndrome | MDS,,non-TKI maintenance,True,False,,True,"Single-arm dose-escalation study, no comparator present.",overall survival | disease-free survival,False,Overall survival and disease-free survival (similar to RFS) are reported.,phase I clinical trial,True,False,15,True,,,English,True
25976987,exclude,1,"The study's primary focus is on the molecular mechanism of TKI resistance and a potential therapeutic target (NFATc1) using in vitro models, with a small retrospective patient cohort. It does not address TKI maintenance therapy after allogeneic stem-cell transplantation or the required comparator.",intervention | comparator | population | study_design,wrong_intervention | wrong_comparator | missing_population_element | wrong_design,"The study investigates FLT3 inhibitors in the context of overcoming resistance and the role of NFATc1, not TKI maintenance therapy after allogeneic stem-cell transplantation. | The study does not compare TKI maintenance to no TKI maintenance. The patient comparison is between FLT3-ITD+ AML patients receiving CsA as rescue chemotherapy and FLT3-WT AML patients, which is not the required comparator. | The study population does not explicitly state that patients underwent allogeneic stem-cell transplantation. | The study is primarily pre-clinical, focusing on in vitro mechanisms and a small retrospective patient observation, rather than a clinical trial or cohort study evaluating TKI maintenance.",FLT3-ITD | acute myeloid leukemia | AML,adults | allogeneic stem-cell transplantation,,,,True,False,,True,"The study compares CsA's effect on sorafenib resistance and outcomes in FLT3-ITD+ vs FLT3-WT AML patients, not TKI maintenance vs no TKI maintenance.",,False,"The abstract mentions 'superior outcome' but does not specify relapse-free survival, overall survival, or graft-versus-host disease.",in vitro study with retrospective patient observation,False,True,26,True,,,English,True
38782575,exclude,1,"The study is excluded primarily due to a mismatch in the required population context (post-allogeneic stem-cell transplantation) and a clear mismatch in the comparator arm, which compares two active TKI regimens instead of TKI vs no TKI maintenance.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is patients with relapsed/refractory FLT3-mutated AML, but it does not specify that all patients have undergone allogeneic stem-cell transplantation as required by the PICO. | The intervention is gilteritinib-based treatment for relapsed/refractory AML, not specifically TKI maintenance therapy after allogeneic stem-cell transplantation. | The study compares gilteritinib monotherapy with gilteritinib plus venetoclax. The required comparator is 'no TKI maintenance', which is not present in the study.",FLT3-mutated acute myeloid leukaemia | AML,adults | allogeneic stem-cell transplantation,,gilteritinib | FLT3-mutated,,True,False,,True,"Study compares two active TKI-based treatments (gilteritinib vs gilteritinib + venetoclax), not TKI vs no TKI maintenance.",Overall survival | OS,False,Overall survival is reported.,cohort study,True,False,36,,,,English,True
39348668,exclude,1,The study is excluded because it lacks the required comparator. It investigates prognostic factors within a treated cohort rather than comparing the intervention (TKI maintenance) to no intervention.,comparator,wrong_comparator,"The study evaluates the prognostic impact of measurable residual disease (MRD) in patients receiving midostaurin maintenance, comparing MRD-negative vs MRD-positive groups. It does not compare tyrosine kinase inhibitor (TKI) maintenance to no TKI maintenance, which is the required comparator.",acute myeloid leukemia | AML | FLT3-ITDpos | FLT3 internal tandem duplication | allogeneic hematopoietic-cell transplantation,adults,,midostaurin maintenance,,True,False,,True,"Study compares MRD-negative vs MRD-positive groups within a cohort receiving TKI maintenance, not TKI maintenance vs no TKI maintenance.",overall survival | OS | cumulative incidence of relapse,False,Overall survival and cumulative incidence of relapse (related to RFS) are reported.,cohort study,True,False,157,True,,,English,True
