study_id,decision,cumulative_score,overall_notes,reasons_domains,reasons_codes,reasons_texts,population_matched_must_include,population_missing_must_include,population_exclude_flags_triggered,intervention_matched_must_include_any_of,intervention_exclude_flags_triggered,comparator_required,comparator_accept_single_arm,comparator_matched_must_include_any_of,comparator_missing,comparator_notes,outcomes_matched_required_any_of,outcomes_exclude_if_only_triggered,outcomes_notes,study_design_classified_as,study_design_matches_include_list,study_design_matches_exclude_list,other_estimated_sample_size,other_sample_size_ok,other_year_of_publication,other_within_year_range,other_language,other_language_allowed
39348668,exclude,1,The study is excluded because it lacks the required comparator. It investigates prognostic factors within a treated cohort rather than comparing the intervention (TKI maintenance) to no intervention.,comparator,wrong_comparator,"The study evaluates the prognostic impact of measurable residual disease (MRD) in patients receiving midostaurin maintenance, comparing MRD-negative vs MRD-positive groups. It does not compare tyrosine kinase inhibitor (TKI) maintenance to no TKI maintenance, which is the required comparator.",acute myeloid leukemia | AML | FLT3-ITDpos | FLT3 internal tandem duplication | allogeneic hematopoietic-cell transplantation,adults,,midostaurin maintenance,,True,False,,True,"Study compares MRD-negative vs MRD-positive groups within a cohort receiving TKI maintenance, not TKI maintenance vs no TKI maintenance.",overall survival | OS | cumulative incidence of relapse,False,Overall survival and cumulative incidence of relapse (related to RFS) are reported.,cohort study,True,False,157,True,,,English,True
39183099,exclude,1,"The study is excluded because the comparator arm (Sorafenib maintenance) does not match the required comparator (no TKI maintenance, observation, placebo, or standard of care without TKI). The study compares two active TKI maintenance therapies.",comparator,wrong_comparator,"The study compares two different tyrosine kinase inhibitor (TKI) maintenance therapies (gilteritinib vs sorafenib). The eligibility criteria require a comparator of no TKI maintenance, observation, placebo, or standard of care without TKI.",adults | FLT3-ITD | AML | alloHCT,,,gilteritinib as post-transplant maintenance | sorafenib as post-transplant maintenance | FLT3 inhibitors as post-HCT maintenance therapy,,True,False,,True,"Study compares Gilteritinib maintenance to Sorafenib maintenance, not to 'no TKI maintenance' or similar.",PFS | relapse incidence,False,"PFS and relapse incidence are reported, which are related to relapse-free survival.",retrospective analysis,True,False,55,True,,,English,True
40577201,include,9,"The study clearly meets all major eligibility criteria. 'Adults' is not explicitly stated but implied by the context of AML and HSCT, and no pediatric population is mentioned. The comparator is a clear 'no TKI maintenance' group.",,,,FLT3-ITD AML | acute myeloid leukemia | AML | allogeneic hematopoietic stem cell transplantation | HSCT,adults,,post-HSCT SORA | FLT-3 inhibitors | FLT3i | SORA maintenance,,True,False,SORA-free individuals,False,Control group of SORA-free individuals serves as 'no TKI maintenance'.,overall survival | OS | relapse-free survival | RFS,False,Overall survival and relapse-free survival are reported.,retrospective cohort study,True,False,48,True,,,English,True
29431743,exclude,1,"The study is excluded due to multiple critical mismatches, including study design (animal/in vitro), lack of a required clinical comparator, inclusion of animal models, and the intervention not being clearly maintenance therapy in a clinical context.",study_design | comparator | other | intervention | outcomes,wrong_design | missing_required_comparator | non_human | wrong_intervention_context | no_required_outcome,"The study is primarily an animal study and in vitro/mechanistic study, which are explicitly excluded by the eligibility criteria. It is not a clinical trial, cohort, or observational study. | The study is mechanistic and experimental, lacking a comparative clinical arm of 'no TKI maintenance' as required by the eligibility criteria. | The study includes extensive animal models, violating the 'humans only' criterion. | While sorafenib is a TKI, the study investigates its mechanism and effect on AML relapse, not explicitly its use as 'maintenance therapy' after allogeneic stem-cell transplantation. | The study focuses on mechanistic outcomes (IL-15 production, T cell response, GVL activity) and survival in mouse models, not the required clinical outcomes of relapse-free survival, overall survival, or graft-versus-host disease risk in humans in a comparative setting.",acute myeloid leukemia | AML | FLT3-ITD | allogeneic hematopoietic cell transplantation | allo-HCT,,,tyrosine kinase inhibitor | sorafenib,,True,False,,True,"Study is mechanistic and experimental, not a comparative clinical study with a 'no TKI maintenance' arm.",,False,"Outcomes are primarily mechanistic (IL-15 production, T cell response, GVL activity) and survival in mouse models, not clinical RFS, OS, or GVHD risk in humans.","animal study, in vitro study, mechanistic study",False,True,,,,,English,True
39506075,exclude,0,"The study is excluded due to fundamental mismatches in population (focus on IDH1-mutated AML, not FLT3-ITD), intervention (no TKI maintenance therapy), and comparator (comparison of MRD status, not TKI vs. no TKI).",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The primary study population is IDH1-mutated AML, not FLT3-ITD-mutated AML as required by the eligibility criteria. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy; it focuses on measurable residual disease (MRD) detection. | The study compares IDH1m positive vs. negative pre-transplant status, which is not 'no TKI maintenance' or any other required comparator.",adults | acute myeloid leukemia | AML | allogeneic hematopoietic cell transplant | alloHCT,FLT3-ITD,,,,True,False,,True,"Study compares MRD status (IDH1m positive vs. negative), not TKI maintenance vs. no TKI maintenance.",overall survival | OS | relapse,False,Overall survival and relapse (related to RFS) are reported.,observational study,True,False,148,True,2019,True,English,True
37414062,include,10,"The study clearly meets all specified eligibility criteria for population, intervention, comparator, outcomes, and study design. The population is adults with FLT3-ITD AML post-allo-HSCT, intervention is TKI maintenance (sorafenib), comparator is no maintenance, and outcomes include OS, RFS, and GVHD. It is a randomized phase 3 trial.",,,,FLT3-ITD | acute myeloid leukemia | AML | allogeneic stem-cell transplantation | adults,,,tyrosine kinase inhibitor maintenance | TKI maintenance | FLT3 inhibitor maintenance,,True,False,no TKI maintenance,False,Study compares sorafenib maintenance to non-maintenance (control).,overall survival | relapse-free survival | graft-versus-host disease | GVHD,False,"Reports overall survival, leukaemia-free survival (related to RFS), and cumulative incidence of chronic GVHD.",randomized controlled trial,True,False,202,True,,,English,True
41041900,exclude,1,"Study is excluded due to the absence of a required comparator arm (no TKI maintenance/observation) and the lack of focus on the specified primary outcomes (survival, GVHD).",comparator | outcomes,missing_required_comparator | no_required_outcome,"The study evaluates adherence and persistence of TKI maintenance and compares different TKIs, but lacks a 'no TKI maintenance' or 'observation' comparator arm, which is required by the eligibility criteria. Single-arm studies are not accepted. | The study explicitly states it 'did not focus on outcomes'. The reported outcomes (adherence, persistence, discontinuation risk) are not the required relapse-free survival, overall survival, or graft-versus-host disease.",adults | FLT3-mutated acute myeloid leukemia | AML | allogeneic hematopoietic cell transplantation | alloHCT,,,FLT3 inhibitors as post-alloHCT maintenance therapy | tyrosine kinase inhibitors as alloHCT maintenance,,True,False,,True,"Study evaluates adherence and persistence of TKI maintenance and compares different TKIs, but lacks a 'no TKI maintenance' or 'observation' comparator arm.",,False,"Study explicitly states it 'did not focus on outcomes'. The primary focus is adherence and persistence, not relapse-free survival, overall survival, or GVHD.",cohort study,True,False,162,True,,,English,True
26039211,exclude,1,"The study is excluded primarily because the intervention is adoptive immunotherapy, not TKI maintenance, and the comparator is not relevant to the PICO's intervention.",intervention | comparator | population,wrong_intervention | wrong_comparator | missing_population_details,"The study investigates adoptive immunotherapy with T-regulatory cells and conventional T lymphocytes, not tyrosine kinase inhibitor (TKI) maintenance therapy as required by the PICO. | The study compares an immunotherapy to historical controls, which does not match the required comparator of 'no TKI maintenance' for a TKI intervention. | The study population is described as 'high-risk adults undergoing full-haplotype mismatched transplantation' for 'acute leukemia patients', but does not specify 'FLT3-ITD-mutated' or 'AML' explicitly.",adults | acute leukemia | full-haplotype mismatched transplantation,FLT3-ITD | AML,,,non-TKI maintenance,True,False,,True,"Study uses 'historical controls' for an immunotherapy, not 'no TKI maintenance' for a TKI intervention.",GvHD | disease-free survival | relapse,False,Outcomes like GvHD and disease-free survival are reported.,phase 2 clinical trial,True,False,43,True,,,English,True
40828961,exclude,1,"The study is excluded because it does not investigate the specified intervention (TKI maintenance) or comparator (no TKI maintenance), and the population is not exclusively post-allogeneic stem-cell transplantation.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is not exclusively FLT3-ITD-mutated AML patients who have undergone allogeneic stem-cell transplantation; it includes patients who did not undergo allo-HSCT. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy as an intervention; it focuses on prognostic covariates. | The study does not include a comparator group of 'no TKI maintenance' or equivalent, as it is a prognostic study.",acute myeloid leukemia | AML | FLT3-ITD,allogeneic stem-cell transplantation,,,,True,False,,True,No comparator for TKI maintenance therapy is present; the study is observational on prognostic factors.,relapse-free survival | overall survival,False,"Relapse-free survival and overall survival are mentioned, but in the context of prognostic factors, not TKI maintenance.",cohort study,True,False,318,True,,,English,True
35228711,exclude,0,"The study is an animal study conducted in mice, which directly violates the 'humans_only' criterion and the exclusion of 'animal study' in the study design. Therefore, it is excluded.",other | study_design | comparator,non_human | wrong_design | missing_required_comparator,"The study was conducted in mice, but the eligibility criteria require studies in humans. | The study is an animal study, which is explicitly excluded by the study design criteria. | Study lacks required comparator arm and accept_single_arm is false",,adults | acute myeloid leukemia | AML,,gilteritinib | selective FLT3 inhibitor,,True,False,,True,"Study conducted in mice, comparator is 'no gilteritinib' in mice, not 'no TKI maintenance' in humans.",overall survival | graft-versus-host disease | GVHD,False,"Relevant outcomes are reported, but in an animal model.",animal study,False,True,,,,,English,True
37704613,include,9,The study clearly meets all specified eligibility criteria. It investigates sorafenib (a TKI) maintenance in the correct population with a control group and relevant outcomes.,,,,FLT3 internal tandem duplication | FLT3-ITD | acute myeloid leukemia | AML | allogeneic hematopoietic stem cell transplantation,,,sorafenib maintenance | TKI maintenance,,True,False,control group,False,Control group implies no TKI maintenance.,overall survival | OS | disease-free survival,False,Overall survival and disease-free survival (proxy for relapse-free survival) are reported.,cohort study,True,False,613,True,,,English,True
39455897,exclude,0,"The study is excluded due to fundamental mismatches in the target population (IDH2m vs FLT3-ITD), the intervention (MRD assessment/IDH2 inhibitor vs TKI maintenance), and the complete absence of the required comparator arm.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population primarily focuses on IDH2-mutated acute myeloid leukemia (AML), not FLT3-ITD-mutated AML as required by the PICO. While FLT3-ITD is mentioned as a co-mutation, it is not the primary population of interest. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy for FLT3-ITD AML. It focuses on measurable residual disease (MRD) and mentions the IDH2 inhibitor enasidenib, which is not the required intervention. | The study is an observational cohort assessing outcomes based on MRD status and does not include a comparator arm of 'no TKI maintenance' or similar, which is required by the eligibility criteria.",adult patients | acute myeloid leukemia | AML | allogeneic transplant,FLT3-ITD,,,,True,False,,True,The study is an observational cohort and does not have a comparator arm for TKI maintenance versus no TKI maintenance.,relapse | survival,False,Outcomes related to relapse and survival are reported.,cohort study,True,False,257,True,,,English,True
37845834,exclude,0,"The study is excluded because the population (T-Cell lymphoma instead of AML), intervention (allo-SCT instead of TKI maintenance), and comparator (comparison of disease states instead of TKI vs no TKI) do not match the eligibility criteria.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is patients with T-Cell lymphomas, not FLT3-ITD-mutated acute myeloid leukemia (AML). | The study investigates allogeneic stem cell transplantation, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study compares refractory-T-NHL and Chemosensitive-T-NHL groups, which is not 'no TKI maintenance' or an equivalent comparator for TKI therapy.",allogeneic stem cell transplantation,FLT3-ITD | acute myeloid leukemia | AML | adults,other leukemia,,non-TKI maintenance,True,False,,True,"Study compares two disease states (refractory vs chemosensitive T-NHL) after allo-SCT, not TKI maintenance vs no TKI maintenance.",overall survival | relapse incidence | progression-free survival | graft-versus-host disease relapse-free survival,False,"Overall survival and relapse-related outcomes are reported, which are relevant.",retrospective cohort study,True,False,55,True,,,English,True
39506591,exclude,1,"The study is excluded because the intervention (sorafenib as induction therapy) and comparator (comparisons of allo-HSCT vs non-HSCT, and sorafenib+chemo vs chemo) do not match the required TKI maintenance therapy after allo-HSCT and its corresponding comparator.",intervention | comparator,wrong_intervention | wrong_comparator,"The study investigates sorafenib as induction therapy combined with chemotherapy, not as maintenance therapy after allogeneic stem-cell transplantation as required by the eligibility criteria. | The study's comparisons are allo-HSCT vs non-HSCT, and sorafenib plus chemotherapy vs mono-chemotherapy. Neither of these matches the required comparator of 'no TKI maintenance' after allogeneic stem-cell transplantation.",AML patients with FLT3-ITD mutation | allogeneic hematopoietic stem cell transplantation | young adults,,,,TKI induction,True,False,,True,"The study compares allo-HSCT vs non-HSCT, and sorafenib plus chemotherapy vs mono-chemotherapy, neither of which is 'no TKI maintenance' after allo-HSCT.",overall survival | relapse-free survival,False,Overall survival and relapse-free survival are reported.,cohort study,True,False,55,True,2023,True,English,True
40525981,include,10,"The study clearly meets all specified eligibility criteria. The population, intervention, comparator, outcomes, and study design are all aligned with the PICO and criteria.",,,,acute myeloid leukemia | AML | FLT3-Internal Tandem Duplication | FLT3-ITD | allogeneic hematopoietic stem cell transplantation | allo-HSCT,,,gilteritinib maintenance therapy,,True,False,no TKI maintenance,False,"Study compares gilteritinib maintenance to a control group without maintenance therapy, which aligns with 'no TKI maintenance'.",overall survival | OS | relapse-free survival | RFS | GVHD,False,"Relapse-free survival, overall survival, and GVHD are reported outcomes.",retrospective cohort study,True,False,96,True,2023,True,English,True
25503503,exclude,1,The study is excluded because it does not investigate the required intervention (TKI maintenance) in the specified population (FLT3-ITD mutated AML) and therefore lacks the required comparator.,intervention | population | comparator,wrong_intervention | missing_population_feature | wrong_comparator,The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy. | The study population is not specified as having FLT3-ITD mutated acute myeloid leukemia. | The study does not compare TKI maintenance to no TKI maintenance; it compares outcomes based on monosomal karyotypes.,acute myeloid leukemia | AML | allogeneic hematopoietic cell transplantation | allo-HCT,adults | FLT3-ITD,,,,True,False,,True,"The study compares outcomes based on cytogenetic risk/monosomal karyotypes, not TKI maintenance vs no TKI maintenance.",overall survival | OS | acute graft-versus-host disease | GVHD | chronic GVHD,False,Overall survival and GVHD are reported.,retrospective cohort study,True,False,114,True,,,English,True
40326583,exclude,1,"The study is excluded due to significant mismatches in population (ALL instead of AML), intervention (no TKI maintenance), and comparator (no relevant comparison arm).",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is patients with acute lymphoblastic leukemia (ALL), not acute myeloid leukemia (AML) as required by the eligibility criteria. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy; it focuses on outcomes of allogeneic hematopoietic stem cell transplantation in elderly ALL patients. | The study is an observational registry study without a comparator arm for TKI maintenance versus no TKI maintenance, which is required by the eligibility criteria.",adults | allogeneic stem-cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,other leukemia,,,True,False,,True,"Study is a registry study evaluating outcomes of alloHSCT, not comparing TKI maintenance to no TKI maintenance.",overall survival | graft-versus-host disease | relapse-free survival,False,"Outcomes like OS, GvHD, and PFS (similar to RFS) are reported.",cohort study,True,False,316,True,2022,,English,True
39947324,exclude,0,"The study is excluded due to fundamental mismatches in population (B-ALL instead of FLT3-ITD AML), intervention (CAR-T therapy instead of TKI maintenance), and the absence of the required comparator arm.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is B-cell acute lymphoblastic leukemia (B-ALL), not FLT3-ITD-mutated acute myeloid leukemia (AML) as required. | The intervention studied is CAR-T cell therapy followed by allogeneic HSCT, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study is a single-arm cohort evaluating sequential therapy and does not include a comparator arm of 'no TKI maintenance' as required by the eligibility criteria.",adults | allogeneic stem-cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,Study is a single-arm cohort; no comparator arm for TKI maintenance vs no TKI maintenance.,overall survival | OS | graft-versus-host disease | GVHD | relapse-free survival,False,"Overall survival, leukemia-free survival (RFS), and GVHD are reported.",cohort study,True,False,,,,,English,True
32699322,exclude,0,"The study is excluded due to significant mismatches in population, intervention, and comparator. It focuses on prognostic factors of NRAS-mutated AML, not TKI maintenance in FLT3-ITD-mutated AML post-transplant.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is primarily NRAS-mutated acute myeloid leukemia, not FLT3-ITD-mutated acute myeloid leukemia in patients who have undergone allogeneic stem-cell transplantation. | The study does not investigate tyrosine kinase inhibitor maintenance therapy. | The study does not include a comparator arm for TKI maintenance therapy, as it is an observational study on prognostic factors.",acute myeloid leukemia | AML,FLT3-ITD | allogeneic stem-cell transplantation,,,,True,False,,True,No intervention or comparator related to TKI maintenance therapy is present.,overall survival | event-free survival,False,Overall survival and event-free survival are mentioned as prognostic factors.,observational study,True,False,1149,True,,,English,True
40671206,exclude,1,"The study is excluded because the intervention and comparator are completely different from the eligibility criteria. The population is also not specified as required. Although some outcomes and study design are acceptable, the core PICO elements are not met.",intervention | comparator | population,wrong_intervention | wrong_comparator | wrong_population,"The study investigates different alternative donor types for transplantation (HLA-mismatched unrelated donors, haploidentical donors, cord blood), not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study compares different alternative donor types, which does not match the required comparator of 'no TKI maintenance' or similar control. | The study population is not specified as 'adults with FLT3-ITD-mutated acute myeloid leukemia (AML)'.",,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,"Study compares different donor types, not 'no TKI maintenance'.",relapse-free survival | graft-versus-host disease,False,"GRFS (graft-versus-host disease-free, relapse-free survival) is reported, which includes required outcomes.",comparative observational study,True,False,,,,,English,True
37646665,exclude,1,"The study is excluded due to fundamental mismatches in population, intervention, and comparator. While some outcomes and the study design are relevant, the core PICO elements are not addressed.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is broadly defined as 'myeloid, lymphoid and further neoplasia' and does not specify 'FLT3-ITD-mutated acute myeloid leukemia (AML)'. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy as an intervention. | The study compares outcomes between different age groups (70-79 years vs. 60-69 years) rather than TKI maintenance therapy versus no TKI maintenance.",adults | allogeneic stem cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,"The study compares age groups, not the required intervention vs. no intervention.",Overall survival | relapse-free survival | GvHD,False,"Overall survival, relapse-free survival, and GvHD are reported.",cohort study,True,False,10969,True,2023,,English,True
32803698,exclude,0,"This study is excluded because the population (hypoplastic myelodysplastic syndrome) is an exclusion criterion and does not match the required FLT3-ITD AML. Furthermore, the intervention (TKI maintenance) and the required comparator are entirely absent from the study.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is hypoplastic myelodysplastic syndrome (hMDS), which is explicitly listed as an exclusion criterion. The required population of FLT3-ITD-mutated acute myeloid leukemia (AML) is not present. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy, which is the required intervention. | The study is a single-arm retrospective analysis of outcomes after allo-HSCT and does not include a comparator arm of 'no TKI maintenance' as required by the criteria.",allogeneic hematopoietic stem cell transplantation | allo-HSCT,adults | FLT3-ITD | acute myeloid leukemia | AML,myelodysplastic syndrome | MDS,,,True,False,,True,"Study is a single-arm retrospective analysis, no comparator arm for TKI maintenance.",overall survival | relapse-free survival | graft-versus-host disease | GVHD,False,"Overall survival, relapse-free survival, and GVHD are reported.",retrospective analysis,True,False,20,True,,,English,True
38822857,exclude,1,"The study is excluded primarily because the intervention (TKI maintenance) and the specific population (FLT3-ITD AML) are not addressed, and there is no relevant comparator for TKI maintenance. While some outcomes and the study design are acceptable, the core PICO elements are not met.",intervention | population | comparator,wrong_intervention | wrong_population | missing_required_comparator,"The study investigates the impact of T cells on outcomes after allogeneic HCT, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study population is patients undergoing allogeneic HCT, but it does not specify FLT3-ITD-mutated acute myeloid leukemia (AML). | The study does not compare TKI maintenance therapy to no TKI maintenance; it is an observational study on T cell recovery.",allogeneic hematopoietic cell transplantation | allo-HCT,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,The study is observational and does not involve a comparison of TKI maintenance vs. no TKI maintenance.,graft-versus-host disease | relapse-free survival | overall survival,False,"Outcomes like GRFS, OS, DFS, and aGvHD are reported, which align with required outcomes.",cohort study,True,False,76,True,,,English,True
